1042015;6427992;48;200;3;3456;100;5503;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;621;AMSTERDAM;515;HOLANDA;DELTA CARGO S.R.L.;221;13637262;9;DELTA CARGO S.R.L.;13637262;9;0;515;5.0;12042015;142;1;2;1;7626,87;0;950;6676,87;0;0;30;1;26;195;6676,87;950; ;0; ;7626,87;0;0;NO; ;;0;;0;;1;ZANTEDESHIA     ~ PLANTAS IN VITRO~ S.M.R.-F~ ZANTEDESCHIA~ PARA CULTI;VO EN VIVEROS~;;;;;;6029059;6;178;37,510506;6676,87;99;0000038825;UNIDADES;68;800;2400086156;0;0000000000;;195                                                                                                                                                                                                                                                               ;01042015;1;22;26;SONE                                                ;01042015;1;47405540;13032015;DELTA CARGO S.R.L.;DL146                
1042015;6450906;48;200;3;4492;100;13302;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;441;NARITA;331;JAPON;ULTRAMAR AGENCIA MARITIMA LTDA;997;80992000;3;NEWPORT CARGO S.A.;76320340;9;0;331;;25032015;72;3;11;32;8021,53;0;1294,4;6727,13;0;0;0;1;43;409;8021,53;1294,4; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~FLORES~NOVAZEL-F~DE HORTENCIAS~PARA USO DECOTARIVO;;;;;;;6039000;6;366;21,916749;8021,53;99;3180;RECIMOS;68;;SIN ACUERDO;0;;;409                                                                                                                                                                                                                                                                                           ;01042015;1;22;43;ROTULADO                                            ;01042015;1;016-08009816;25032015;UNITED AIRLINES;510686              
1042015;6455434;48;200;3;4492;100;13302;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;541;AMSTERDAM;515;HOLANDA;MARTINAIR HOLLAND;515;96674490;1;NEWPORT CARGO S.A.;76320340;9;0;515;;27032015;142;3;11;32;26821,12;0;8430,85;18390,27;0;0;0;1;186;1023;26821,12;8430,85; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~FLORES FRESCAS~FLORICULTURA NOVAZEL-F~VARIEDAD  GENTI;ANAS~DIFERENTES COLORES , PARA;DECORACION.;;;;;6039000;6;837;32,044349;26821,12;99;29520;TALLOS;68;;SIN ACUERDO;0;;;1023                                                                                                                                                                                                                                             ;01042015;1;22;186;ROTULADO                                           ;01042015;1;074-30469180;27032015;MARTINAIR;508901                    
1042015;6456329;48;200;3;4492;100;13302;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;499;DUBAI;341;EMIR.ARAB.UNID.;MARTINAIR HOLLAND;515;96674490;1;NEWPORT CARGO S.A.;76320340;9;0;341;;27032015;13;3;11;32;3675;0;1519;2156;0;0;0;1;25;225;3675;1519; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~FLORES~NOVAZEL-F~DE HORTENCIAS~PARA USO DECOTARIVO;;;;;;;6039000;6;200;18,375;3675;99;1500;RECIMOS;68;;SIN ACUERDO;0;;;225                                                                                                                                                                                                                                                                                                                  ;01042015;1;22;25;ROTULADO                                            ;01042015;1;074-30469213;27032015;MARTINAIR;508901                    
1042015;6458949;48;200;3;4492;100;13302;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;441;NARITA;331;JAPON;ULTRAMAR AGENCIA MARITIMA LTDA;997;80992000;3;NEWPORT CARGO S.A.;76320340;9;0;331;;30032015;72;3;11;32;8626,92;0;1316,7;7310,22;0;0;0;1;44;418;8626,92;1316,7; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~FLORES~NOVAZEL-F~DE HORTENCIAS~PARA USO DECOTARIVO;;;;;;;6039000;6;374;23,066631;8626,92;99;3420;RECIMOS;68;;SIN ACUERDO;0;;;418                                                                                                                                                                                                                                                                                           ;01042015;1;22;44;ROTULADO                                            ;01042015;1;016-08009820;30032015;UNITED AIRLINES;511419              
3042015;6429712;55;200;3;1976;100;14106;0;3188;0;0;908;SAN VICENTE;14;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK;507;96653890;2;MAERSK;96653890;2;0;515;;27052015;142;1;5;1;18568,7;0;0;18568,7;0;0;70;1;1;9386;18568,7;0; ;0; ;0;2;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ ESCAMAS DE BULBOS DE FLORES~ VALDIVIA LILIES - F~ DE;LILIUM~ EN REPOSO VEGETATIVO;;;;;;6011090;10;759848;,024437;18568,7;61;;953234176;68;800;AAPCCH-UE;33;;0000000001.80;9386                                                                                                                                                                                                                                                                                           ;03042015;1;76;1;                                                     ;03042015;1;953234176;18032015;ARCHIMIDIS;121804                      
6042015;6442116;55;200;3;1976;100;14106;0;3188;0;0;908;SAN VICENTE;14;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK;507;96653890;2;MAERSK;96653890;2;0;515;;3062015;142;1;5;1;39091,45;0;0;39091,45;0;0;70;1;1;19760;39091,45;0; ;0; ;0;1;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO~ESCAMAS;;;;;;6011011;10;2411867;,016208;39091,45;61;;953234201;33;;0000000004.00;68;800;AAPCCH-UE;19760                                                                                                                                                                                                                                                                                        ;06042015;1;76;1;                                                     ;06042015;1;953234201;25032015;MAERSK SENANG;121806                   
6042015;6442730;55;200;3;1976;100;14106;0;3188;0;0;908;SAN VICENTE;14;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;515;;15062015;142;1;5;1;39091,45;0;0;39091,45;0;0;70;1;1;19760;39091,45;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;2166243;,018046;39091,45;68;800;AAPCCH-UE;61;;953234209;33;;0000000004.00;19760                                                                                                                                                                                                                                                                                      ;06042015;1;76;1;                                                     ;06042015;1;953234209;25032015;MAERSK SENANG;121806                   
6042015;6443508;55;200;3;1976;100;14106;0;3188;0;0;908;SAN VICENTE;14;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;515;;15062015;142;1;5;1;43771,24;0;0;43771,24;0;0;70;1;1;19475;43771,24;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;2477139;,01767;43771,24;68;800;AAPCCH-UE;61;;953234206;33;;0000000003.80;19475                                                                                                                                                                                                                                                                                       ;06042015;1;76;1;                                                     ;06042015;1;953234206;25032015;MAERSK SENANG;121806                   
7042015;6411521;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;30112015;13;3;9;1;19636,2;0;4259,2;15377;0;0;270;8;267;1483;15377;4259,2; ;0; ;19636,2;0;0;NO; ;;0;;0;;1;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 60-90CM~ ZANTEDESH;IA SPP~;;;;;;6031960;6;30;21,233333;637;99;0000000910;VARAS;68;;SIN ACUERDO;0;;;35                                                                                                                                                                                                                                                                                                     ;07042015;1;22;267;ROTULADO                                           ;07042015;1;369-67051736;05032015;ATLAS AIR;511766                    
