2112015;6760396;48;200;3;1307;100;13123;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;611;LISBOA;501;PORTUGAL;IBERIA;517;92116000;3;SEKO;33333333;3;0;501;;20112015;13;1;9;1;18000;0;7580,44;10419,56;0;0;30;1;3;465;10419,56;1062,5; ;100,08; ;11582,14;0;0;NO; ;;0;;0;;1;06022065        ~ NOGALES~ SUGAL CHILE-F~ JUGLANS REGIA VARIEDAD: CHAN;DLER~ PARA EL USO AGRICOLA~;;;;;;6022065;10;1500;6,946373;10419,56;99;0000001500;PLANTAS VIVAS;68;800;AAPCCH-UE;0;;;465                                                                                                                                                                                                                                                                      ;02112015;1;80;3;ROTULADO                                             ;02112015;1;SCL129;21102015;IBERIA;547799                             
3112015;6719030;55;200;3;3724;100;8309;0;3188;0;0;909;LIRQUEN;8;F;1;174;LOS ANGELES;225;U.S.A.;HAPAG LLOYD;563;80992000;3;HAPAG LLOYD;80992000;3;0;515;;8112015;142;1;5;1;44858,27;0;0;44858,27;0;0;45;1;1;11740;44858,27;3627; ;0; ;0;1;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN HARVEST-F~ DE LILIUM~ EN REPOS;O VEGETATIVO;;;;;;6011011;10;210800;,2128;44858,27;68;650;TLCCH-USA;61;;96214234;33;;0000000002.40;11740                                                                                                                                                                                                                                                                                                ;03112015;1;76;1;                                                     ;03112015;1;HLCUSCL150925122;24092015;COCHRANE;129313                 
3112015;6726489;34;200;3;3833;100;10303;0;3188;0;0;905;VALPARAISO;10;F;1;499;HO CHI MINH;325;VIETNAM;CMA CGM;505;80992000;3;CMA CGM;80992000;3;0;325;;9122015;13;1;5;1;18916,56;0;0;18916,56;0;0;70;1;1;15158;18916,56;3750; ;0; ;0;1;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN & BREEZE-F~ DE LILIUM EN REPOS;O VEGETATIVO;;;;;;6011011;10;70500;,26832;18916,56;68;829;TLCCH-VIET;61;;SNG0190432;33;;0000000003.00;15158                                                                                                                                                                                                                                                                                                ;03112015;1;76;1;                                                     ;03112015;1;SNG0190432A;30092015;SANTA ISABEL;128638                  
3112015;6727125;55;200;3;3833;100;10303;0;3188;0;0;909;LIRQUEN;10;F;1;499;HO CHI MINH;325;VIETNAM;HAPAG -LLOYD;563;90160000;7;HAPAG -LLOYD;90160000;7;0;325;;11122015;13;1;5;1;21036,29;0;0;21036,29;0;0;70;1;1;11868;21036,29;1960,56; ;0; ;0;1;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN & BREEZE-F~ DE LILIUM EN REPOS;O VEGETATIVO;;;;;;6011011;10;117900;,178425;21036,29;68;829;TLCCH-VIET;61;;96232121;33;;0000000002.40;11868                                                                                                                                                                                                                                                                                      ;03112015;1;76;1;                                                     ;03112015;1;HLCUSCL150940110;02102015;XIN LOS ANGELES;129466          
3112015;6728201;55;200;3;3833;100;10303;0;3188;0;0;909;LIRQUEN;10;F;1;499;HAIPONG;325;VIETNAM;HAPAG LLOYD;563;76049840;8;HAPAG LLOYD;76049840;8;0;325;;11122015;13;1;5;1;32596;0;0;32596;0;0;70;1;1;22575;32596;3500; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN AND BREEZE-F~ DE LILIUM~ EN RE;POSO VEGETATIVO;;;;;;6011011;10;125000;,260768;32596;68;829;TLCCH-VIET;61;;96240646;33;;0000000004.60;22575                                                                                                                                                                                                                                                                                                        ;03112015;1;76;1;                                                     ;03112015;1;HLCUSCL150940132;02102015;XIN LOS ANGELES;129466          
3112015;6728718;55;200;3;3833;100;10303;0;3188;0;0;909;LIRQUEN;10;F;1;413;YANTIAN;336;CHINA;HAPAG LLOYD;563;80992000;3;HAPAG LLOYD;80992000;3;0;336;;11122015;13;1;5;1;15679,8;0;0;15679,8;0;0;70;1;1;8600;15679,8;1196,49; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN AND BREEZE-F~ DE LILIUM~ EN RE;POSO VEGETATIVO;;;;;;6011011;10;90000;,17422;15679,8;68;816;TLC-CHCHI;61;;96243430;33;;0000000001.80;8600                                                                                                                                                                                                                                                                                                    ;03112015;1;76;1;                                                     ;03112015;1;HLCUSCL150940282;02102015;XIN LOS ANGELES;129466          
3112015;6735035;55;200;3;3833;100;10303;0;3188;0;0;908;SAN VICENTE;10;F;1;213;VERACRUZ;216;MEXICO;HAPAG LLOYD;563;80992000;3;HAPAG LLOYD;80992000;3;0;216;;13122015;13;1;5;1;7785,56;0;0;7785,56;0;0;70;1;1;5698;7785,56;1433,08; ;0; ;0;2;3;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN & BREEZE-F~ DE LILIUM ~ EN REP;OSO VEGETATIVO;;;;;;6011011;10;29450;,264365;7785,56;68;700;TLCCH-M;61;;96256415;33;;0000000001.20;5698                                                                                                                                                                                                                                                                                                ;03112015;1;76;1;                                                     ;03112015;1;HLCUSCL150945878;04102015;CAP INES;129635                 
3112015;6737139;55;200;3;3724;100;8309;0;3188;0;0;908;SAN VICENTE;8;F;1;399;OTROS PUERTOS DE AME;211;COSTA RICA;HAPAG LLOYD;563;80992000;3;HAPAG LLOYD;80992000;3;0;515;;21112015;142;1;5;1;68555,59;0;0;68555,59;0;0;45;1;1;21000;68555,59;3100; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN HARVEST-F~ DE LILIUM~ EN REPOS;O VEGETATIVO;;;;;;6011011;10;419500;,163422;68555,59;68;750;TLCCH-CR;61;;SLD079429;33;;0000000004.20;21000                                                                                                                                                                                                                                                                             ;03112015;1;76;1;                                                     ;03112015;1;SLD079429;07102015;MAERSK STOCKHOLM;128823                
3112015;6745743;55;200;3;8023;100;14204;0;3188;0;0;909;LIRQUEN;14;F;1;112;COSTA DEL PACIFICO,;225;U.S.A.;HAPAG LLOYD;563;80992000;3;HAPAG LLOYD;80992000;3;0;225;;23122015;142;1;5;1;29178,38;0;0;29178,38;0;0;70;1;1;13610;29178,38;2705,65; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ CHILE BOLLEN-F~ DE LILIUM~ EN REPO;SO VEGETATIVO;;;;;;6011011;10;178850;,163144;29178,38;68;650;TLCCH-USA;61;;96274175;33;;0000000002.80;13610                                                                                                                                                                                                                                                                                ;03112015;1;76;1;                                                     ;03112015;1;HLCUSCL151008821;14102015;CSAV TRAIGUEN;130083            
3112015;6746065;34;200;3;3833;100;10303;0;3188;0;0;905;VALPARAISO;10;F;1;452;KEELUNG;330;TAIWAN (FORMOSA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;330;;22122015;13;1;5;1;1552,5;0;0;1552,5;0;0;70;1;1;989;1552,5;32,43; ;0; ;0;3;4;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN & BREEZE-F~ DE LILIUM~ EN REPO;SO VEGETATIVO;;;;;;6011011;10;6900;,225;1552,5;68;;SIN ACUERDO;61;;5SCLKU6750;99;0000006900;UNIDAD;989                                                                                                                                                                                                                                                                                                ;03112015;1;76;1;                                                     ;03112015;1;SUDUB56014624SEC;13102015;SANTA BARBARA;130036            
