3032015;6390192;55;200;3;6471;100;5503;0;3188;0;0;908;SAN VICENTE;10;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK;507;96653890;2;MAERSK;96653890;2;0;515;;12052015;142;1;5;1;126267,37;0;0;126267,37;0;0;70;1;1;19646;126267,37;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SONE S.A.- F~ DE LILIUM~.~ EN REPO;SO VEGETATIVO;;;;;;6011011;10;1257705;,100395;126267,37;68;800;AAPCCH-UE;61;;953165135;33;;0000000004.00;19646                                                                                                                                                                                                                                                                                                ;03032015;1;76;1;                                                     ;03032015;1;953165135;26022015;CEZANNE;120683                         
5032015;6387355;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;14;R;4;141;MIAMI;225;U.S.A.;ATLAS;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;16112015;13;3;9;1;14020,3;0;3162,3;10858;0;0;270;7;187;1035;10858;3162,3; ;0; ;14020,3;0;0;NO; ;;0;;0;;1;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 30-50CM~ HYDRANGEAS;P;;;;;;6031999;6;496;12,368952;6135;99;0000004090;VARAS;68;;SIN ACUERDO;0;;;648                                                                                                                                                                                                                                                                                                            ;05032015;1;22;187;ROTULADO                                           ;05032015;1;369-67051386;19022015;ATLAS;508490                        
5032015;6387355;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;14;R;4;141;MIAMI;225;U.S.A.;ATLAS;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;16112015;13;3;9;1;14020,3;0;3162,3;10858;0;0;270;7;187;1035;10858;3162,3; ;0; ;14020,3;0;0;NO; ;;0;;0;;2;BLACKBERRIES    ~ BLACKBERRIES FRESCOS~ CHILFRESH-F~ GRADO 40-50 CM~~;CORTADOS PARA ADORNO;;;;;;6031999;6;142;8,366197;1188;99;0000003960;VARAS;0;;;0;;;162                                                                                                                                                                                                                                                                                                       ;05032015;1;22;187;ROTULADO                                           ;05032015;1;369-67051386;19022015;ATLAS;508490                        
5032015;6387355;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;14;R;4;141;MIAMI;225;U.S.A.;ATLAS;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;16112015;13;3;9;1;14020,3;0;3162,3;10858;0;0;270;7;187;1035;10858;3162,3; ;0; ;14020,3;0;0;NO; ;;0;;0;;3;ALLIUM          ~ ALLIUM FRECAS~ CHILFRESH-F~ GRADO 50-60 CM~ ALLIUM S;PP;;;;;;6031999;6;60;15;900;99;0000003000;VARAS;0;;;0;;;70                                                                                                                                                                                                                                                                                                                                 ;05032015;1;22;187;ROTULADO                                           ;05032015;1;369-67051386;19022015;ATLAS;508490                        
5032015;6387355;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;14;R;4;141;MIAMI;225;U.S.A.;ATLAS;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;16112015;13;3;9;1;14020,3;0;3162,3;10858;0;0;270;7;187;1035;10858;3162,3; ;0; ;14020,3;0;0;NO; ;;0;;0;;4;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 35-55CM~ ZANTEDESH;IA SPP;;;;;;6031960;6;50;17,5;875;99;0000001250;VARAS;0;;;0;;;60                                                                                                                                                                                                                                                                                                                           ;05032015;1;22;187;ROTULADO                                           ;05032015;1;369-67051386;19022015;ATLAS;508490                        
5032015;6387355;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;14;R;4;141;MIAMI;225;U.S.A.;ATLAS;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;16112015;13;3;9;1;14020,3;0;3162,3;10858;0;0;270;7;187;1035;10858;3162,3; ;0; ;14020,3;0;0;NO; ;;0;;0;;5;SCABIOSA        ~ SCABIOSA FRESCA~ CHILFRESH~ GRADO 40-60 CM~ PIN CUSH;ION;;;;;;6031999;6;28;30;840;99;2800;VARAS;0;;;0;;;30                                                                                                                                                                                                                                                                                                                                      ;05032015;1;22;187;ROTULADO                                           ;05032015;1;369-67051386;19022015;ATLAS;508490                        
5032015;6387355;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;14;R;4;141;MIAMI;225;U.S.A.;ATLAS;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;16112015;13;3;9;1;14020,3;0;3162,3;10858;0;0;270;7;187;1035;10858;3162,3; ;0; ;14020,3;0;0;NO; ;;0;;0;;6;GREENMIX        ~ FOLLAJE MIXTO FRESCO~ CHILFRESF-F~ GRADO: 30-60CM~ L;APHOSORIA CUADROFINATA;;;;;;6049000;6;34;14,117647;480;99;0000000240;RAMO;0;;;0;;;45                                                                                                                                                                                                                                                                                                       ;05032015;1;22;187;ROTULADO                                           ;05032015;1;369-67051386;19022015;ATLAS;508490                        
5032015;6387355;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;14;R;4;141;MIAMI;225;U.S.A.;ATLAS;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;16112015;13;3;9;1;14020,3;0;3162,3;10858;0;0;270;7;187;1035;10858;3162,3; ;0; ;14020,3;0;0;NO; ;;0;;0;;7;SIN-CODIGO      ~ BANKSIA~ CHILFRESH-F~ 40-60 CM~ CORTADAS PARA ADORNO;;;;;;;6031999;6;18;24,444444;440;99;0000000220;UNIDAD;0;;;0;;;20                                                                                                                                                                                                                                                                                                                           ;05032015;1;22;187;ROTULADO                                           ;05032015;1;369-67051386;19022015;ATLAS;508490                        
5032015;6389663;48;200;3;5295;100;5102;3;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;621;AMSTERDAM;515;HOLANDA;KLM ROYAL DUTCH;515;91354000;K;MAIN CARGO LTDA.;79606400;5;0;515;;23032015;142;1;1;1;21590,3;0;2971,13;18619,17;0;0;30;1;43;417;18619,17;2911,78; ;59,35; ;21590,3;0;0;NO; ;;0;;0;;1;TA015833        ~BULBOS DE FLORES~MULTIFLORA-F~DE LILIUM SP~EN ESTADOE;N VITRO, EN POTES, ACONDICIONA;DO EN CAJAS DE CARTON;;;;;6011011;10;152044;,122459;18619,17;99;152044.000;UNIDADES;20;;MERC MAS DE UN  MODELO;68;800;AAPCCH-UE;417                                                                                                                                                                                                   ;05032015;1;22;43;ROTULADOS                                           ;05032015;1;074-24773722;21022015;KL702;503626                        
5032015;6399452;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;14;R;4;141;MIAMI;225;U.S.A.;ATLAS;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;22112015;13;3;9;1;16628,4;0;3695,4;12933;0;0;270;7;222;1242;12933;3695,4; ;0; ;16628,4;0;0;NO; ;;0;;0;;1;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 30-50CM~ HYDRANGEAS;P;;;;;;6031999;6;736;12,069293;8883;99;0000005922;VARAS;68;;SIN ACUERDO;0;;;908                                                                                                                                                                                                                                                                                                            ;05032015;1;22;222;ROTULADO                                           ;05032015;1;369-67051530;25022015;ATLAS;510339                        
