2022015;6302492;48;200;3;736;100;13114;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;576;MOUNT PLEASANT;510;REINO UNIDO;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;510;;25022015;13;1;5;1;5205;0;0;5205;0;0;60;25;145;2305;5205;4945,3; ;0; ;0;0;0;NO; ;;0;;0;;9;SIN-CODIGO      ~ FLORES FRESCAS~ DAVID GRIFFITHS-F~ FLO100~ SURTIDAS;CORTADAS PARA CONFECCION DE RA;MOS Y ADORNOS~;;;;;6031999;6;10;12;120;99;0000000010;KILO NETO;0;;;0;;;15                                                                                                                                                                                                                                                                                           ;02022015;1;22;145;ROTULADO                                           ;02022015;2;045-87686911;27122014;LAN CHILE;496705                    
2022015;6302492;48;200;3;736;100;13114;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;576;MOUNT PLEASANT;510;REINO UNIDO;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;510;;25022015;13;1;5;1;5205;0;0;5205;0;0;60;25;145;2305;5205;4945,3; ;0; ;0;0;0;NO; ;;0;;0;;9;SIN-CODIGO      ~ FLORES FRESCAS~ DAVID GRIFFITHS-F~ FLO100~ SURTIDAS;CORTADAS PARA CONFECCION DE RA;MOS Y ADORNOS~;;;;;6031999;6;10;12;120;99;0000000010;KILO NETO;0;;;0;;;15                                                                                                                                                                                                                                                                                           ;02022015;1;22;145;ROTULADO                                           ;02022015;1;045-87686922;27122014;LAN CHILE;496705                    
5022015;6335309;39;200;3;126;100;13404;0;3188;0;0;906;SAN ANTONIO;8;F;1;242;GUAYAQUIL;218;ECUADOR;CMA CGM;505;91256000;7;CMA CGM;91256000;7;0;218;;23102015;13;1;2;1;97405,6;0;2500;94905,6;0;0;270;2;1;11804,16;94905,6;2500; ;0; ;0;0;0;NO; ;;0;;0;;1;0602PLANTASAL   ~ PLANTAS DE FRUTILLAS VIVAS FRESCAS~ LLAHUEN-F~ ALBI;ON~ (FRESA);;;;;;6029023;6;9168;8,561257;78489,6;61;;SNG0176576;68;565;ACE;33;;0000000002.40;9984                                                                                                                                                                                                                                                                                                          ;05022015;1;76;1;                                                     ;05022015;1;CL10386402;26012015;ARIAN;119541                          
5022015;6335309;39;200;3;126;100;13404;0;3188;0;0;906;SAN ANTONIO;8;F;1;242;GUAYAQUIL;218;ECUADOR;CMA CGM;505;91256000;7;CMA CGM;91256000;7;0;218;;23102015;13;1;2;1;97405,6;0;2500;94905,6;0;0;270;2;1;11804,16;94905,6;2500; ;0; ;0;0;0;NO; ;;0;;0;;2;0602PLANTASMO   ~ PLANTAS DE FRUTILLAS VIVAS FRESCAS~ LLAHUEN-F~ MONT;EREY~ (FRESA);;;;;;6029023;6;1676,16;9,793814;16416;0;;;0;;;0;;;1820,16                                                                                                                                                                                                                                                                                                                                    ;05022015;1;76;1;                                                     ;05022015;1;CL10386402;26012015;ARIAN;119541                          
9022015;6337785;55;200;3;1589;100;13301;0;3188;0;0;908;SAN VICENTE;10;R;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;CHINA SHIPPING CONTA;336;91256000;7;CHINA SHIPPING CONTAINER LINES;91256000;7;0;330;;29052015;13;1;5;1;18550;0;0;18550;0;0;120;1;1;7100;18550;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ MUSGOS~ MAR ANDINO-F~ SPHAGNUM MOSS~ PARA ARREGLOS;FLORALES~;;;;;;6049000;6;7000;2,65;18550;61;;449WCLSVE15018;68;;SIN ACUERDO;33;;0000000001.40;7100                                                                                                                                                                                                                                                                            ;09022015;1;74;1;                                                     ;09022015;1;SVEKHH000407;30012015;SANTA RITA;118792                   
10022015;6347407;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;22102015;13;3;9;1;12267,1;0;2520,1;9747;0;0;270;3;148;898;9747;2520,1; ;0; ;12267,1;0;0;NO; ;;0;;0;;1;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50-70CM~ HYDRANGEAS;P;;;;;;6031999;6;421;12,505938;5265;99;3510;VARAS;68;;SIN ACUERDO;0;;;598                                                                                                                                                                                                                                                                                                                 ;10022015;1;22;148;ROTULADO                                           ;10022015;1;369-67050572;25012015;ATLAS AIR;504092                    
10022015;6347407;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;22102015;13;3;9;1;12267,1;0;2520,1;9747;0;0;270;3;148;898;9747;2520,1; ;0; ;12267,1;0;0;NO; ;;0;;0;;2;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 35-55CM~ ZANTEDESH;IA SPP;;;;;;6031960;6;65;44,123077;2868;99;2390;VARAS;0;;;0;;;85                                                                                                                                                                                                                                                                                                                          ;10022015;1;22;148;ROTULADO                                           ;10022015;1;369-67050572;25012015;ATLAS AIR;504092                    
10022015;6347407;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;22102015;13;3;9;1;12267,1;0;2520,1;9747;0;0;270;3;148;898;9747;2520,1; ;0; ;12267,1;0;0;NO; ;;0;;0;;3;BLACKBERRIES    ~ BLACKBERRIES FRESCOS~ CHILFRESH-F~ GRADO 40-50 CM~ C;ORTADOS PARA ADORNO;;;;;;6031999;6;204;7,911765;1614;99;5380;VARAS;0;;;0;;;215                                                                                                                                                                                                                                                                                                            ;10022015;1;22;148;ROTULADO                                           ;10022015;1;369-67050572;25012015;ATLAS AIR;504092                    
10022015;6352555;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;NEWPORT CARGO S.A.;76320340;9;0;225;;26102015;13;3;9;1;21329;0;4813;16516;0;0;270;8;287;1699;16516;4813; ;0; ;21329;0;0;NO; ;;0;;0;;1;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 60-90CM~ ZANTEDESH;IA SPP;;;;;;6031960;6;45;26,133333;1176;99;0000001680;VARAS;68;;SIN ACUERDO;0;;;60                                                                                                                                                                                                                                                                                                    ;10022015;1;22;287;ROTULADO                                           ;10022015;1;307-86934632;29012015;CENTURION AIRLINES;505742           
10022015;6352555;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;NEWPORT CARGO S.A.;76320340;9;0;225;;26102015;13;3;9;1;21329;0;4813;16516;0;0;270;8;287;1699;16516;4813; ;0; ;21329;0;0;NO; ;;0;;0;;2;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50CM~ HYDRANGEA SP;;;;;;;6031999;6;695;12;8340;99;0000005560;VARAS;0;;;0;;;898                                                                                                                                                                                                                                                                                                                            ;10022015;1;22;287;ROTULADO                                           ;10022015;1;307-86934632;29012015;CENTURION AIRLINES;505742           
