1022013;5163089;48;200;3;4492;100;13302;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;PANALPINA;89170800;9;0;515;;10102013;142;3;2;1;6300,8;0;2214,4;4086,4;0;0;0;1;92;411;4086,4;2214,4; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FLORES DE HORTENSIAS~ NOVAZEL-F~ VAR. DE CORTE HYDRA;NGEA SP~ FRESCAS;;;;;;6031999;6;315;12,972698;4086,4;68;800;AAPCCH-UE;64;a;VARIACION P/U;0;;;411                                                                                                                                                                                                                                                                                                  ;01022013;1;22;92;ROT.                                                ;01022013;1;045-85947654;13012013;LAN CHILE;384956                    
2022013;5167094;55;200;3;9698;100;13120;0;3188;0;0;909;LIRQUEN;10;F;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;MOL;997;33333333;3;MOL;33333333;3;0;330;;16102013;13;4;2;1;25164;0;1200;23964;0;0;0;1;1;7290;23964;1200; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ MUSGO~ TEPU-F~ 5 STARS~ EN BOLSAS;;;;;;;6042090;6;6990;3,428326;23964;99;0000001398;BOLSAS;68;;SIN ACUERDO;61;;27801462774;7290                                                                                                                                                                                                                                                                                                                                              ;02022013;1;74;1;                                                     ;02022013;1;MOLU27801462774;19012013;GREENWICH BRIDGE;91302           
4022013;5158686;55;200;3;1589;100;13301;0;3188;0;0;908;SAN VICENTE;8;R;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;CHINA SHIPPING;336;91256000;7;CHINA SHIPPING CONTAINER LINES;91256000;7;0;330;;14032013;13;1;5;11;44100;0;0;44100;0;0;0;1;2;14000;44100;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ MUSGOS~ MAR ANDINO-F~ SPHAGNUM MOSS~ PARA ARREGLOS;FLORALES~;;;;;;6049000;6;14000;3,15;44100;61;;248WCLSVE015;68;;SIN ACUERDO;0;;;14000                                                                                                                                                                                                                                                                                                 ;04022013;1;74;2;                                                     ;04022013;1;SVEKHH000094;14012013;MONTE CERVANTES;91196               
4022013;5169023;55;200;3;1589;100;13301;0;3188;0;0;908;SAN VICENTE;9;R;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;CHINA SHIPPING;336;91256000;7;CHINA SHIPPING CONTAINER LINES;91256000;7;0;330;;19042013;13;1;5;1;44800;0;0;44800;0;0;0;1;2;14200;44800;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ MUSGOS~ MAR ANDINO-F~ SPHAGNUM MOSS~ PARA ARREGLOS;FLORALES~;;;;;;6049000;6;14000;3,2;44800;61;;249WCLSVE027;68;;SIN ACUERDO;0;;;14200                                                                                                                                                                                                                                                                                                   ;04022013;1;74;2;                                                     ;04022013;1;SVEKHH000097;20012013;MONTE ACONCAGUA;91215               
4022013;5169055;55;200;3;1589;100;13301;0;3188;0;0;908;SAN VICENTE;14;R;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;CHINA SHIPPING CONTA;336;91256000;7;CHINA SHIPPING CONTAINER LINES;91256000;7;0;330;;19042013;13;1;5;1;22400;0;0;22400;0;0;0;1;1;7100;22400;0; ;0; ;0;0;0;NO; ;;0;;0;;1;MUSGO           ~ MUSGOS~ MAR ANDINO-F~ SPHAGNUM MOSS~ PARA ARREGLOS;FLORALES~;;;;;;6049000;6;7000;3,2;22400;61;;249WCLSVE037;68;;SIN ACUERDO;0;;;7100                                                                                                                                                                                                                                                                                               ;04022013;1;74;1;                                                     ;04022013;1;SVEKHH000099;20012013;MONTE ACONCAGUA;91215               
4022013;5174045;48;200;3;2951;100;5506;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;642;COPENHAGEN;507;DINAMARCA;AIR FRANCE;505;91750000;2;GEODIS WILSON CHILE LTDA.;79699520;3;0;507;;20022013;13;3;5;1;2139;0;0;2139;0;0;0;2;2;8,02;2139;0; ;0; ;0;0;0;NO; ;;0;;0;;1;FBG6590/91-5    ~PLANTAS VIVAS DE BEGONIA~SAKATA-F~FBG10466C/93~LAS DE;MAS PLANTAS VIVAS CON SUS RAIC;ES.;;;;;6029059;6;1,08;1435,185185;1550;99;1000;UNIDADES;68;;800;0;;;5,98                                                                                                                                                                                                                                                                                         ;04022013;1;22;2;SAKATA ORNAMENTALS EUROPE                            ;04022013;1;SCL00010231;21012013;AIR FRANCE;382121                    
4022013;5174045;48;200;3;2951;100;5506;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;642;COPENHAGEN;507;DINAMARCA;AIR FRANCE;505;91750000;2;GEODIS WILSON CHILE LTDA.;79699520;3;0;507;;20022013;13;3;5;1;2139;0;0;2139;0;0;0;2;2;8,02;2139;0; ;0; ;0;0;0;NO; ;;0;;0;;2;FBG10466C/94    ~PLANTAS VIVAS DE BEGONIA~SAKATA-F~FBG10466C/94~LAS DE;MAS PLANTAS VIVAS CON SUS RAIC;ES.;;;;;6029059;6;,41;1436,585366;589;99;380;UNIDADES;0;;;0;;;2,04                                                                                                                                                                                                                                                                                                ;04022013;1;22;2;SAKATA ORNAMENTALS EUROPE                            ;04022013;1;SCL00010231;21012013;AIR FRANCE;382121                    
5022013;5163337;55;200;3;7225;100;13114;0;3188;0;0;908;SAN VICENTE;8;F;1;252;CALLAO;219;PERU;C.S.A.V.;997;90160000;7;INTERFIN S.A.;96639520;6;0;219;2.0;10012013;13;1;1;32;35223;0;3727;31496;0;0;0;1;1;5148;31496;2800; ;927; ;35223;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS~ PLANASA-F~ DE FRESAS VARIEDAD SABRINA~ VIVA;S DE FRUTOS COMESTIBLES~;;;;;;6022090;10;288000;,109361;31496;99;0000288000;UNIDAD;68;538;ACE;64;;VARIACION P/U;5148                                                                                                                                                                                                                                                                                        ;05022013;1;76;1;                                                     ;05022013;1;IN10038048;14012013;STADT WEIMAR;91338                    
5022013;5163590;67;200;3;3803;100;10304;0;3188;0;0;967;CARDENAL SAMORE;10;R;7;262;BUENOS AIRES;224;ARGENTINA;TRANSPORTES SURFRIGO S.A.;224;11248290;3;TRANSPORTES SURFRIGO S.A.;11248290;3;0;224;;16022013;142;3;5;1;26639,48;0;0;26639,48;0;0;0;1;25;19503;26639,48;5200; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~SOUTHERN BULBS TRADING-F~ DE LILIUM;~ EN REPOSO VEGETATIVO;;;;;;6011011;10;182500;,14597;26639,48;99;0000182500;UNIDAD;68;500;ACEM;64;B;VARIACION P/U;19503                                                                                                                                                                                                                                       ;05022013;1;80;25;S/M                                                 ;05022013;1;PMC6959/2013;17012013;;                                   
5022013;5179680;55;200;3;1589;100;13301;0;3188;0;0;908;SAN VICENTE;9;R;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;CHINA SHIPPING;336;91256000;7;CHINA SHIPPING CONTAINER LINES;91256000;7;0;330;;27042013;13;1;5;1;68250;0;0;68250;0;0;0;1;3;21300;68250;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ MUSGOS~ MAR ANDINO-F~ SPHAGNUM MOSS~ PARA ARREGLOS;FLORALES~;;;;;;6049000;6;21000;3,25;68250;61;;250WCLSVE025;68;;SIN ACUERDO;0;;;21300                                                                                                                                                                                                                                                                                                  ;05022013;1;74;3;                                                     ;05022013;1;SVEKHH000102;28012013;MONTE OLIVIA;91707                  
