2092013;5506516;55;200;3;4095;100;10304;0;3188;0;0;908;SAN VICENTE;10;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;28042014;142;3;5;1;112072,52;0;0;112072,52;0;0;0;1;1;19996;112072,52;0; ;0; ;0;0;0;NO; ;;0;;0;;1;06011011        ~ BULBOS DE FLORES~ BULBOS LOS ANDES-F~ DE LILIUM~ EN;REPOSO VEGETATIVO;;;;;;6011011;10;18270;6,134238;112072,52;99;0000018270;KILO;61;;3SCLES5957;68;800;AAPCCH-UE;19996                                                                                                                                                                                                                                                                                  ;02092013;1;76;1;                                                     ;02092013;1;SUDUB37012011030;01082013;AS CATALANIA;99263              
2092013;5506768;55;200;3;4095;100;10304;0;3188;0;0;908;SAN VICENTE;10;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;28042014;142;3;5;1;42064,99;0;0;42064,99;0;0;0;1;1;21330;42064,99;40; ;0; ;0;0;0;NO; ;;0;;0;;1;06011011        ~ BULBOS DE FLORES~ BULBOS LOS ANDES-F~ DE LILIUM~ EN;REPOSO VEGETATIVO;;;;;;6011011;10;16467;2,554502;42064,99;99;16467;KILO;61;;3SCLES5929;68;800;AAPCCH-UE;21330                                                                                                                                                                                                                                                                                          ;02092013;1;76;1;                                                     ;02092013;1;SUDUB37012011029;01082013;AS CATALANIA;99263              
2092013;5519111;55;200;3;1589;100;13301;0;3188;0;0;926;CORONEL;10;R;1;143;JACKSONVILLE;225;U.S.A.;MEDITERRANEAN SHIPPING CO.;508;96707720;8;MEDITERRANEAN SHIPPING COMPANY;96707720;8;0;225;;11122013;13;1;5;1;28304;0;0;28304;0;0;0;1;1;8210;28304;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ MUSGOS~ MAR ANDINO-F~ SPHAGNUM MOSS~ PARA ARREGLOS;FLORALES~;;;;;;6049000;6;8110;3,490012;28304;61;;SA0359217;99;0000001622;BOLSAS;68;;SIN ACUERDO;8210                                                                                                                                                                                                                                                                                ;02092013;1;74;1;                                                     ;02092013;1;MSCUTJ092018;13082013;HAMMONIA VENETIA;99260              
2092013;5520992;55;200;3;4095;100;10304;0;3188;0;0;909;LIRQUEN;10;F;1;443;KOBE;331;JAPON;MITSUI O.S.K. LINES (MOL);999;80992000;3;MITSUI O.S.K. LINES (MOL);80992000;3;0;331;;8052014;142;3;5;1;8737,1;0;0;8737,1;0;0;0;1;1;3834;8737,1;0; ;0; ;0;2;2;SI; ;;0;;0;;1;06011011        ~ BULBO DE FLORES~ SOUTHERN BULB-F~ LILIUM~ EN REPOSO;VEGETATIVO~;;;;;;6011011;10;2790;3,131577;8737,1;61;;27801807177;99;2790;KN;68;820;AAEECH-JAP;3834                                                                                                                                                                                                                                                                                            ;02092013;1;76;1;                                                     ;02092013;1;MOLU27801826705;11082013;MOL PACE;99654                   
2092013;5521060;55;200;3;4095;100;10304;0;3188;0;0;909;LIRQUEN;10;F;1;443;KOBE;331;JAPON;MITSUI O.S.K. LINES (MOL);999;80992000;3;MITSUI O.S.K. LINES (MOL);80992000;3;0;331;;8052014;142;3;5;1;12024,05;0;0;12024,05;0;0;0;1;1;6028;12024,05;0; ;0; ;0;2;2;SI; ;;0;;0;;1;06011011        ~ BULBO DE FLORES~ SOUTHERN BULB-F~ LILIUM~ EN REPOSO;VEGETATIVO~;;;;;;6011011;10;4595;2,616768;12024,05;61;;27801818741A;99;4595;KN;68;820;AAEECH-JAP;6028                                                                                                                                                                                                                                                                                   ;02092013;1;76;1;                                                     ;02092013;1;MOLU27801827450;11082013;MOL PACE;99654                   
2092013;5524721;55;200;3;3724;100;8309;0;3188;0;0;908;SAN VICENTE;8;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG  SUD;563;59059900;K;HAMBURG  SUD;59059900;K;0;515;;11052014;142;1;5;1;85360,62;0;0;85360,62;0;0;0;1;1;24150;85360,62;4584,31; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN HARVEST-F~ DE LILIUM~ EN REPOS;O VEGETATIVO;;;;;;6011011;10;315000;,270986;85360,62;99;0000315000;UNIDAD;61;;3SCLES6239;68;800;AAEECH-UE;24150                                                                                                                                                                                                                                                                                  ;02092013;1;76;1;                                                     ;02092013;1;SUDUB37012039043;14082013;CCNI ANTOFAGASTA;99809          
2092013;5528959;55;200;3;1589;100;13301;0;3188;0;0;926;CORONEL;10;R;1;142;EVERGLADES;225;U.S.A.;MEDITERRANEAN SHIPPING CO.;508;96707720;8;MEDITERRANEAN SHIPPING COMPANY;96707720;8;0;225;;19122013;13;1;5;1;49700;0;0;49700;0;0;0;1;2;14200;49700;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ MUSGOS~ MAR ANDINO-F~ SPHAGNUM MOSS~ PARA ARREGLOS;FLORALES~;;;;;;6049000;6;10769,23;4,615;49700;61;;SA0360021;99;0000002800;BOLSAS;68;;SIN ACUERDO;14200                                                                                                                                                                                                                                                                               ;02092013;1;74;2;                                                     ;02092013;1;MSCUTJ093651;21082013;MSC PILAR;99741                     
2092013;5530403;55;200;3;4095;100;10304;0;3188;0;0;926;CORONEL;10;F;1;622;ROTTERDAM;515;HOLANDA;CMA CGM CHILE;505;91256000;7;CMA CGM CHILE;91256000;7;0;225;;15052014;142;3;5;1;8824,84;0;0;8824,84;0;0;0;1;1;6753;8824,84;0; ;0; ;0;2;2;SI; ;;0;;0;;1;06011011        ~ BULBO DE FLORES~ SOUTHERN BULB-F~ LILIUM~ EN REPOSO;VEGETATIVO~;;;;;;6011011;10;4875;1,810224;8824,84;61;;SNG0156384;99;4875;KN;68;800;AAPCCH-UE;6753                                                                                                                                                                                                                                                                                                           ;02092013;1;76;1;                                                     ;02092013;1;CL1358196;18082013;MSC CANDICE;99168                      
2092013;5532383;55;200;3;4095;100;10304;0;3188;0;0;926;CORONEL;10;F;1;622;ROTTERDAM;515;HOLANDA;CMA CGM CHILE;505;91256000;7;CMA CGM CHILE;91256000;7;0;515;;15052014;142;3;5;1;38920,48;0;0;38920,48;0;0;0;1;1;20685;38920,48;0; ;0; ;0;0;0;NO; ;;0;;0;;1;06011011        ~ BULBO DE FLORES~ SOUTHERN BULB-F~ LILIUM~ EN REPOSO;VEGETATIVO~;;;;;;6011011;10;18900;2,059285;38920,48;61;;SNG0156387;99;18900;KN;68;800;AAPCCH-UE;20685                                                                                                                                                                                                                                                                                                   ;02092013;1;76;1;                                                     ;02092013;1;CL1358206;18082013;MSC CANDICE;99168                      
2092013;5532440;55;200;3;3724;100;8309;0;3188;0;0;908;SAN VICENTE;8;F;1;399;OTROS PUERTOS DE AME;211;COSTA RICA;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;211;;3102013;13;1;5;1;51695,3;0;0;51695,3;0;0;0;1;1;24035;51695,3;4255; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN HARVEST-F~ DE LILIUM~ EN REPOS;O VEGETATIVO;;;;;;6011011;10;367950;,140495;51695,3;99;0000367950;UNIDAD;61;;602824557;68;750;TLCCH-CR;24035                                                                                                                                                                                                                                                                                ;02092013;1;76;1;                                                     ;02092013;1;602824557;19082013;RDO CONCERT;99419                      
