3052017;7647567;48;200;3;688;100;14101;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;399;LA PAZ;221;BOLIVIA;LAN CHILE;997;89862200;2;NEXUS LOGISTICS S.A.;76320340;9;0;221;;4012018;13;1;3;1;1070;0;0;1070;0;0;260;1;5;40;1170;345,5; ;0; ;0;0;0;NO; ;;0;;0;;1;TULIP-FRES      ~ TULIPANES~ A. FLOWERS-F~ FRESCOS~ TULIPA SP~;;;;;;;6031920;6;32;36,5625;1170;99;0000001000;VARAS;20;;MERCANCIAS MAS DE UN MODELO.;68;522;ACE;40                                                                                                                                                                                                                                                                                                               ;03052017;1;22;5;ROTULADO                                             ;03052017;1;045-02951115;19042017;LAN CHILE;644923                    
4052017;7639597;55;200;3;769;100;10203;0;3188;0;0;908;SAN VICENTE;10;R;1;551;FOS SUR MER;505;FRANCIA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;505;;29012018;142;1;1;1;24402,49;0;1912,94;22489,55;0;0;30;5;1;5379;22489,55;1827; ;85,94; ;24402,49;0;0;NO; ;;0;;0;;1;R4X1.25KG       ~ MUSGO SECO~ COM.MUSGOS ALPHA MOSS LTDA.-F~ SPHAGNU;M MOSS, CALIDAD SUPERIOR~ LO;S D EMAS PRODUCTOS VEGETALES ,;PARAUSO EN ORNAMENTACION;;;;6049000;6;3010;4,074206;12263,36;68;800;AAPCCH-UE;33;;0000000001.00;64;a;VARIACION P/U;3022                                                                                                                                                                                                 ;04052017;1;74;1;                                                     ;04052017;1;SUDUB7603A16Q42Z;16042017;RUDOLF SCHEPERS;150998          
4052017;7639597;55;200;3;769;100;10203;0;3188;0;0;908;SAN VICENTE;10;R;1;551;FOS SUR MER;505;FRANCIA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;505;;29012018;142;1;1;1;24402,49;0;1912,94;22489,55;0;0;30;5;1;5379;22489,55;1827; ;85,94; ;24402,49;0;0;NO; ;;0;;0;;2;R5X2.0KGS       ~ MUSGO SECO~ COMER. MUSGOS ALPHA MOSS LTDA.-F~ SPHA;GNUM MOSS, CALIDAD SUPERIOR~;LOSDEMAS PRODUCTOS VEGETALES,;PA RA USO EN ORNAMENTACION;;;;6049000;6;1575;4,200521;6615,82;99;0000001575;PAQUETES;68;800;AAPCCH-UE;64;a;VARIACION P/U;1581                                                                                                                                                                                            ;04052017;1;74;1;                                                     ;04052017;1;SUDUB7603A16Q42Z;16042017;RUDOLF SCHEPERS;150998          
4052017;7639597;55;200;3;769;100;10203;0;3188;0;0;908;SAN VICENTE;10;R;1;551;FOS SUR MER;505;FRANCIA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;505;;29012018;142;1;1;1;24402,49;0;1912,94;22489,55;0;0;30;5;1;5379;22489,55;1827; ;85,94; ;24402,49;0;0;NO; ;;0;;0;;3;R6X0.8KG        ~ MUSGO SECO~ COM. MUSGOS ALPHA MOSS LTDA.-F~ SPHAGNU;MMOSS, CALIDAD SUPERIOR~ LOS;DEMAS PRODUCTOS VEGETALES, PA;RAUSO EN ORNAMENTACION;;;;6049000;6;640,8;4,269117;2735,65;99;0000000720;PAQUETE;68;800;AAPCCH-UE;64;a;VARIACION P/U;643                                                                                                                                                                                                ;04052017;1;74;1;                                                     ;04052017;1;SUDUB7603A16Q42Z;16042017;RUDOLF SCHEPERS;150998          
4052017;7639597;55;200;3;769;100;10203;0;3188;0;0;908;SAN VICENTE;10;R;1;551;FOS SUR MER;505;FRANCIA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;505;;29012018;142;1;1;1;24402,49;0;1912,94;22489,55;0;0;30;5;1;5379;22489,55;1827; ;85,94; ;24402,49;0;0;NO; ;;0;;0;;4;R500-FRA        ~ MUSGO SECO~ COM. MUSGOS ALPHA MOSS LTDA.-F~ SPHA;GN  U MMOSS, CALIDAD SUPERIOR~;LOSDEMAS PRODUCTOS VEGETALES,;P  A RAUSO EN ORNAMENTACION,P;AQUET ES500GRS.;;;6049000;6;90;6,065333;545,88;99;0000000090;KILO NETO;68;800;AAPCCH-UE;64;a;VARIACION P/U;91                                                                                                                                                                              ;04052017;1;74;1;                                                     ;04052017;1;SUDUB7603A16Q42Z;16042017;RUDOLF SCHEPERS;150998          
4052017;7639597;55;200;3;769;100;10203;0;3188;0;0;908;SAN VICENTE;10;R;1;551;FOS SUR MER;505;FRANCIA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;505;;29012018;142;1;1;1;24402,49;0;1912,94;22489,55;0;0;30;5;1;5379;22489,55;1827; ;85,94; ;24402,49;0;0;NO; ;;0;;0;;5;R150-FRA        ~ MUSGO SECO~ COM. MUSGOS ALPHA MOSS LTDA.-F~ SPHAGN;UMMOSS, CALIDAD SUPERIOR~ LOS;D EMAS PRODUCTOS VEGETALES, P;ARAUSO EN ORNAMENTACION,PAQUE;TES 150GRS.;;;6049000;6;42;7,829524;328,84;99;0000000042;KILO NETO;68;800;AAPCCH-UE;64;a;VARIACION P/U;42                                                                                                                                                                                 ;04052017;1;74;1;                                                     ;04052017;1;SUDUB7603A16Q42Z;16042017;RUDOLF SCHEPERS;150998          
5052017;7613091;48;200;3;153599;100;5102;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;611;LISBOA;501;PORTUGAL;A FRANCE;505;91750000;2;LOGWIN AIR + OCEAN CHILE LTD;76723100;8;0;501;;2052017;13;1;5;1;250000;0;0;250000;0;0;30;1;125;534;250000;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS DE NOGAL~ S.C Y ACLIM.GREENNOVA-F~ VLACH~ V;ARIEDAD JUNGLAS REGIA, EN CAJA;SAISLANTES DE POLYESTIRENO~;;;;;6022065;10;50000;5;250000;99;0000050000;UNIDADES;68;800;AAPCCH-UE;0;;;534                                                                                                                                                                                                                                                   ;05052017;1;22;125;ROTULADO                                           ;05052017;1;057-95068643;02042017;A FRANCE;642704                     
5052017;7665883;48;200;3;2534;100;13119;0;3188;0;0;992;AEROP.A.M.BENITEZ;6;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEXUS LOGISTICS S.A.;76320340;9;0;225;;24012018;13;3;9;1;5143,85;0;1463,85;3680;0;0;270;4;95;442;3680;1463,85; ;0; ;5143,85;0;0;NO; ;;0;;0;;1;ANEMONAS        ~ ANEMONAS FERSCAS~ CHILFRESH-F~ 42 CMS~ IRIS SP~;;;;;;;6031999;6;28;30;840;99;0000002800;VARAS;68;;SIN ACUERDO;0;;;32                                                                                                                                                                                                                                                                                                                        ;05052017;1;22;95;ROTULADO                                            ;05052017;1;369-69181770;29042017;ATLAS AIR;647901                    
5052017;7665883;48;200;3;2534;100;13119;0;3188;0;0;992;AEROP.A.M.BENITEZ;6;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEXUS LOGISTICS S.A.;76320340;9;0;225;;24012018;13;3;9;1;5143,85;0;1463,85;3680;0;0;270;4;95;442;3680;1463,85; ;0; ;5143,85;0;0;NO; ;;0;;0;;2;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50CM~ HYDRANGEA SP;;;;;;;6031999;6;176;7,954545;1400;99;0000001400;VARAS;0;;;0;;;181                                                                                                                                                                                                                                                                                                                       ;05052017;1;22;95;ROTULADO                                            ;05052017;1;369-69181770;29042017;ATLAS AIR;647901                    
5052017;7665883;48;200;3;2534;100;13119;0;3188;0;0;992;AEROP.A.M.BENITEZ;6;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEXUS LOGISTICS S.A.;76320340;9;0;225;;24012018;13;3;9;1;5143,85;0;1463,85;3680;0;0;270;4;95;442;3680;1463,85; ;0; ;5143,85;0;0;NO; ;;0;;0;;3;RUSCUS          ~ RUSCUS~ CHILFRESH-F~ 60-90CM~ .~;;;;;;;6031999;6;130;7,846154;1020;99;0000000680;VARAS;0;;;0;;;160                                                                                                                                                                                                                                                                                                                                          ;05052017;1;22;95;ROTULADO                                            ;05052017;1;369-69181770;29042017;ATLAS AIR;647901                    
