FECHAACEPT;NUMEROIDENT;ADUANA;TIPOOPERACION;CODIGORUTEXPORTADORPPAL;NRO_EXPORTADOR;PORCENTAJEEXPPPAL;COMUNAEXPORTADORPPAL;CODIGORUTEXPSEC;NRO_EXPORTADOR_SEC;PORCENTAJEEXPSECUNDARIO;COMUNAEXPSECUNDARIO;PUERTOEMB;GLOSAPUERTOEMB;REGIONORIGEN;TIPOCARGA;VIATRANSPORTE;PUERTODESEMB;GLOSAPUERTODESEMB;PAISDESTINO;GLOSAPAISDESTINO;NOMBRECIATRANSP;PAISCIATRANSP;RUTCIATRANSP;DVRUTCIATRANSP;NOMBREEMISORDOCTRANSP;RUTEMISOR;DVRUTEMISOR;CODIGOTIPOAUTORIZA;NUMEROINFORMEEXPO;DVNUMEROINFORMEEXP;FECHAINFORMEEXP;MONEDA;MODALIDADVENTA;CLAUSULAVENTA;FORMAPAGO;VALORCLAUSULAVENTA;COMISIONESEXTERIOR;OTROSGASTOS;VALORLIQUIDORETORNO;NUMEROREGSUSP;ADUANAREGSUSP;PLAZOVIGENCIAREGSUSP;TOTALITEM;TOTALBULTOS;PESOBRUTOTOTAL;TOTALVALORFOB;VALORFLETE;CODIGOFLETE;VALORSEGURO;CODIGOSEG;VALORCIF;NUMEROPARCIALIDAD;TOTALPARCIALES;PARCIAL;OBSERVACION;NUMERODOCTOCANCELA;FECHADOCTOCANCELA;TIPODOCTOCANCELA;PESOBRUTOCANCELA;TOTALBULTOSCANCELA;NUMEROITEM;NOMBRE;ATRIBUTO1;ATRIBUTO2;ATRIBUTO3;ATRIBUTO4;ATRIBUTO5;ATRIBUTO6;CODIGOARANCEL;UNIDADMEDIDA;CANTIDADMERCANCIA;FOBUNITARIO;FOBUS;CODIGOOBSERVACION1;VALOROBSERVACION1;GLOSAOBSERVACION1;CODIGOOBSERVACION2;VALOROBSERVACION2;GLOSAOBSERVACION2;CODIGOOBSERVACION3;VALOROBSERVACION3;GLOSAOBSERVACION3;PESOBRUTOITEM;FECHAACEPTPACKAGE;NUMEROBULTO;TIPOBULTO;CANTIDADBULTO;IDENTIFICACIONBULTO;FECHAACEPTTRANSPORT;NSECDOCTRANSP;NUMERODOCTRANSP;FECHADOCTRANSP;NOMBRENAVE;NUMEROVIAJE;YEAR;MONTH
3012011;4033605;48;200;3;4196;100;10301;0;3188;0;0;992;AEROP.A.M.BENITEZ;11;R;4;141;MIAMI;225;U.S.A.;AMERICAN AIRLINES;225;59029940;5;DANGEROUS & DRY CARGO S.A;99535350;4;0;225;;23092011;13;3;2;1;3000;0;1099,08;1900,92;0;0;0;1;60;456;1900,92;1099,08; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FLORES DE PEONIA~ EDUARDO ENGLER-F~ ALEXANDER FLEMIN;G PEONIA SPP~ FRESCAS;;;;;;6031930;6;352,54;5,392069;1900,92;99;0000006000;UNIDADES;20;;MERCANCIAS MAS DE UN MODELO.;68;650;TLCCH-USA;456                                                                                                                                                                                                                                     ;3012011;1;22;60;ROT.                                                ;3012011;1;001-45134810;27122010;AMERICAN AIRLINES;266378            ;2011;01
3012011;4035249;48;200;3;12121;100;13114;0;3188;0;0;992;AEROP.A.M.BENITEZ;8;R;4;262;BUENOS AIRES;224;ARGENTINA;LAN CHILE;997;89862200;2;DHL EXPRESS;86966100;7;0;224;2.0;26012011;13;1;2;1;4680,6;0;896,33;3784,27;0;0;0;1;8;61;3784,27;896,33; ;7,01; ;4687,61;0;0;NO; ;;0;;0;;1;SIN-CODIGO/PLAN ~ PLANTAS DE PINO~ FORESTAL ARAUCO-F~ VARIEDAD TAEDA~;IN VITRO, PARA USO EN LABORATO;RIO;;;;;6022000;10;4350;,869947;3784,27;99;0000004350;PIEZAS;68;;SIN ACUERDO;0;0000000000;;61                                                                                                                                                                                                                                                       ;3012011;1;22;8;ROTULADO                                             ;3012011;1;2133303395;27122010;LAN CHILE;267471                      ;2011;01
4012011;3987949;48;200;3;3456;100;5503;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;813;MELBOURNE;406;AUSTRALIA;QANTAS AIRWAYS LIMIT;406;79537650;K;A. HARTRODT;84007300;9;0;406;;0;142;9;6;21;0;0;0;0;0;0;0;1;10;56;1572,95;554,88; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS IN VITRO~SONE MERICROM-F~ ZANTEDESCHIA REHMA;NNII;;;;;;6029000;6;41,21;38,169134;1572,95;99;0000024000;UNIDADES;68;;SIN ACUERDO COMERCIAL;0;;;56                                                                                                                                                                                                                                                                                                ;4012011;1;22;10;ROTULADO                                            ;4012011;1;081-3786 4746;26112010;QF;263576                          ;2011;01
4012011;4013672;48;200;3;688;100;14101;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;251;LIMA;219;PERU;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;219;;1092011;13;1;5;1;4985;0;0;4985;0;0;0;1;36;286;4985;951; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FLORES FRESCAS~ ARAUCANIA-F~ TULIPANES~ CORTADOS PAR;A ADORNO;;;;;;6031920;6;252;19,781746;4985;99;0000009000;STEMS;68;538;ACE;0;;;286                                                                                                                                                                                                                                                                                                                    ;4012011;1;22;36;ROTULADO                                            ;4012011;1;045-53659690;15122010;LAN CHILE;265924                    ;2011;01
4012011;4023334;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;18022011;142;1;2;1;7828,55;0;1922,16;5906,39;0;0;0;1;79;591;5906,39;1922,16; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031990;6;472,5;12,500296;5906,39;99;0000039816;STEMS;68;;SIN ACUERDO;0;;;591                                                                                                                                                                                                                                                                                     ;4012011;1;22;79;ROTULADO                                            ;4012011;1;045-53659955;20122010;LAN CHILE;266602                    ;2011;01
4012011;4025186;48;200;3;688;100;14101;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;251;LIMA;219;PERU;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;219;;8092011;13;1;5;1;5257;0;0;5257;0;0;0;1;38;300;5257;951; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FLORES FRESCAS~ ARAUCANIA-F~ TULIPANES~ CORTADAS PAR;A ADORNO;;;;;;6031920;6;266;19,763158;5257;99;0000009500;STEMS;68;538;ACE;0;;;300                                                                                                                                                                                                                                                                                                                    ;4012011;1;22;38;ROTULADO                                            ;4012011;1;045-53659981;12122010;LAN CHILE;266673                    ;2011;01
4012011;4033005;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;26022011;142;1;2;1;5053,87;0;1324,2;3729,67;0;0;0;1;51;386;3729,67;1324,2; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP~;;;;;;6031990;6;309,5;12,05063;3729,67;99;0000025704;STEMS;68;;SIN ACUERDO;0;;;386                                                                                                                                                                                                                                                                                      ;4012011;1;22;51;ROTULADO                                            ;4012011;1;057-70274330;28122010;AIR FRANCE;265282                   ;2011;01
4012011;4037083;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;29012011;13;1;2;1;2304;0;666,5;1637,5;0;0;0;1;24;162;1637,5;666,5; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031990;6;126;12,996032;1637,5;99;0000011520;STEMS;68;;SIN ACUERDO;0;;;162                                                                                                                                                                                                                                                                                                       ;4012011;1;22;24;ROTULADO                                            ;4012011;1;045-53681880;30122010;LAN CHILE;268868                    ;2011;01
5012011;3996556;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;1022011;13;1;2;1;3000;0;619;2381;0;0;0;1;31;228;2381;619; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031990;6;181,5;13,118457;2381;99;0000015000;STEMS;68;;SIN ACUERDO;0;;;228                                                                                                                                                                                                                                                                                                               ;5012011;1;22;31;ROTULADO                                            ;5012011;1;045-53619882;3122010;LAN CHILE;264110                    ;2011;01
5012011;3996649;48;200;3;14260;100;9101;0;3188;0;0;992;AEROP.A.M.BENITEZ;9;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;19082011;142;3;2;1;5046,53;0;1345,8;3700,73;0;0;0;1;55;394;3700,73;1345,8; ;0; ;0;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIAS FRESCAS~ SANJOSEFARMS-F~ GRADO 50-60 CM~ PEO;NIAS SPP;;;;;;6031930;6;357,5;10,351692;3700,73;99;0000005500;VARAS;68;;SIN ACUERDO;0;;;394                                                                                                                                                                                                                                                                               ;5012011;1;22;55;ROTULADO                                            ;5012011;1;057-59738453;2122010;AIR FRANCE;261307                   ;2011;01
5012011;3998610;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;1022011;142;1;2;1;3478,25;0;1046,8;2431,45;0;0;0;1;39;334;2431,45;1046,8; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP~;;;;;;6031990;6;275,5;8,82559;2431,45;99;0000019656;STEMS;68;;SIN ACUERDO;0;;;334                                                                                                                                                                                                                                                                                       ;5012011;1;22;39;ROTULADO                                            ;5012011;1;057-59738475;3122010;AIR FRANCE;261308                   ;2011;01
5012011;4003588;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;5022011;142;1;2;1;4459,3;0;1429,1;3030,2;0;0;0;1;50;403;3030,2;1429,1; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP~;;;;;;6031990;6;328;9,238415;3030,2;99;0000025200;STEMS;68;;SIN ACUERDO;0;;;403                                                                                                                                                                                                                                                                                            ;5012011;1;22;50;ROTULADO                                            ;5012011;1;057-59738512;7122010;AIR FRANCE;261312                   ;2011;01
5012011;4004909;48;200;3;14260;100;9101;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;25082011;142;3;2;1;8349,72;0;2356,4;5993,32;0;0;0;1;119;620;5993,32;2356,4; ;0; ;0;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIAS FRESCAS~ SANJOSEFARMS-F~ GRADO 60 CM~ PEONIA;S SPP;;;;;;6031930;6;580;10,33331;5993,32;99;9100;VARAS;68;;SIN ACUERDO;20;;MERCANCIAS MAS DE UN MODELO.;620                                                                                                                                                                                                                                                             ;5012011;1;22;119;ROTULADO                                           ;5012011;1;057-59738501;8122010;AIR FRANCE;261313                   ;2011;01
5012011;4010447;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;9022011;142;1;2;1;4954,78;0;1300,2;3654,58;0;0;0;1;50;366;3654,58;1300,2; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 47~ FREESIAS;P;;;;;;6031990;6;291;12,558694;3654,58;99;25200;VARAS;68;;SIN ACUERDO;0;;;366                                                                                                                                                                                                                                                                                             ;5012011;1;22;50;ROTULADO                                            ;5012011;1;057-70274271;11122010;AIR FRANCE;265246                   ;2011;01
5012011;4013416;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;12022011;142;1;2;1;7927,64;0;2109,52;5818,12;0;0;0;1;80;602;5818,12;2109,52; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP~;;;;;;6031990;6;482;12,070788;5818,12;99;0000040320;STEMS;68;;SIN ACUERDO;0;;;602                                                                                                                                                                                                                                                                                     ;5012011;1;22;80;ROTULADO                                            ;5012011;1;057-70274282;14122010;AIR FRANCE;265250                   ;2011;01
5012011;4018450;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;17012011;13;1;2;1;1824;0;487,5;1336,5;0;0;0;1;19;126;1336,5;487,5; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP~;;;;;;6031990;6;97,5;13,707692;1336,5;99;0000009120;STEMS;68;;SIN ACUERDO;0;;;126                                                                                                                                                                                                                                                                                                     ;5012011;1;22;19;ROTULADO                                            ;5012011;1;045-53659734;18122010;LAN CHILE;267083                    ;2011;01
5012011;4019773;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;15022011;142;1;2;1;4954,78;0;1335,25;3619,53;0;0;0;1;50;381;3619,53;1335,25; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031990;6;306;11,828529;3619,53;99;0000025200;STEMS;68;;SIN ACUERDO;0;;;381                                                                                                                                                                                                                                                                                      ;5012011;1;22;50;ROTULADO                                            ;5012011;1;057-70274315;17122010;AIR FRANCE;265266                   ;2011;01
5012011;4031550;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;22022011;142;1;2;1;10008,65;0;2360,64;7648,01;0;0;0;1;101;764;7648,01;2360,64; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP~;;;;;;6031990;6;612,5;12,486547;7648,01;99;0000050904;STEMS;68;;SIN ACUERDO;0;;;764                                                                                                                                                                                                                                                                                 ;5012011;1;22;101;ROTULADO                                           ;5012011;1;057-70274363;24122010;AIR FRANCE;265282                   ;2011;01
5012011;4040936;48;200;3;4492;100;6116;0;3188;0;0;992;AEROP.A.M.BENITEZ;7;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;2102011;142;3;2;1;2732,99;0;1485,4;1247,59;0;0;0;2;98;540;1247,59;1485,4; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FLORES DE GENTIANA~ NOVAZEL-F~ VAR.ASHIRO GENTIAN~ G;ENTIANA SPP~ FRESCAS;;;;;;6031990;6;250;2,69264;673,16;67;;VALOR DEFINITIVO;68;800;AAPCCH-UE;0;;;300                                                                                                                                                                                                                                                                        ;5012011;1;22;98;ROT.                                                ;5012011;1;04553681902;31122010;LAN CHILE;268443                     ;2011;01
5012011;4040936;48;200;3;4492;100;6116;0;3188;0;0;992;AEROP.A.M.BENITEZ;7;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;2102011;142;3;2;1;2732,99;0;1485,4;1247,59;0;0;0;2;98;540;1247,59;1485,4; ;0; ;0;0;0;NO; ;;0;;0;;2;SIN-CODIGO      ~ FOLLAJES~ NOVAZEL-F~ VAR.ASSORTED~ FRESCOS;;;;;;;6049100;6;180;3,191278;574,43;67;;VALOR DEFINITIVO;0;;;0;;;240                                                                                                                                                                                                                                                                                                                  ;5012011;1;22;98;ROT.                                                ;5012011;1;04553681902;31122010;LAN CHILE;268443                     ;2011;01
