TPO_DOCTO;ADU;FORM;FECVENCI;CODCOMUN;NUM_UNICO_IMPORTADOR;CODPAISCON;DESDIRALM;CODCOMRS;ADUCTROL;NUMPLAZO;INDPARCIAL;NUMHOJINS;TOTINSUM;CODALMA;NUM_RS;FEC_RS;ADUA_RS;NUMHOJANE;NUM_SEC;PA_ORIG;PA_ADQ;VIA_TRAN;TRANSB;PTO_EMB;PTO_DESEM;TPO_CARGA;ALMACEN;FEC_ALMAC;FECRETIRO;NU_REGR;ANO_REG;CODVISBUEN;NUMREGLA;NUMANORES;CODULTVB;PAGO_GRAV;FECTRA;FECACEP;GNOM_CIA_T;CODPAISCIA;NUMRUTCIA;DIGVERCIA;NUM_MANIF;NUM_MANIF1;NUM_MANIF2;FEC_MANIF;NUM_CONOC;FEC_CONOC;NOMEMISOR;NUMRUTEMI;DIGVEREMI;GREG_IMP;REG_IMP;BCO_COM;CODORDIV;FORM_PAGO;NUMDIAS;VALEXFAB;MONEDA;MONGASFOB;CL_COMPRA;TOT_ITEMS;FOB;TOT_HOJAS;COD_FLE;FLETE;TOT_BULTOS;COD_SEG;SEGURO;TOT_PESO;CIF;NUM_AUT;FEC_AUT;GBCOCEN;ID_BULTOS;TPO_BUL1;CANT_BUL1;TPO_BUL2;CANT_BUL2;TPO_BUL3;CANT_BUL3;TPO_BUL4;CANT_BUL4;TPO_BUL5;CANT_BUL5;TPO_BUL6;CANT_BUL6;TPO_BUL7;CANT_BUL7;TPO_BUL8;CANT_BUL8;CTA_OTRO;MON_OTRO;CTA_OTR1;MON_OTR1;CTA_OTR2;MON_OTR2;CTA_OTR3;MON_OTR3;CTA_OTR4;MON_OTR4;CTA_OTR5;MON_OTR5;CTA_OTR6;MON_OTR6;CTA_OTR7;MON_OTR7;MON_178;MON_191;FEC_501;VAL_601;FEC_502;VAL_602;FEC_503;VAL_603;FEC_504;VAL_604;FEC_505;VAL_605;FEC_506;VAL_606;FEC_507;VAL_607;TASA;NCUOTAS;ADU_DI;NUM_DI;FEC_DI;MON_699;MON_199;NUMITEM;DNOMBRE;DMARCA;DVARIEDAD;DOTRO1;DOTRO2;ATR_5;ATR_6;SAJU_ITEM;AJU_ITEM;CANT_MERC;MERMAS;MEDIDA;PRE_UNIT;ARANC_ALA;NUMCOR;NUMACU;CODOBS1;DESOBS1;CODOBS2;DESOBS2;CODOBS3;DESOBS3;CODOBS4;DESOBS4;ARANC_NAC;CIF_ITEM;ADVAL_ALA;ADVAL;VALAD;OTRO1;CTA1;SIGVAL1;VAL1;OTRO2;CTA2;SIGVAL2;VAL2;OTRO3;CTA3;SIGVAL3;VAL3;OTRO4;CTA4;SIGVAL4;VAL4;YEAR;MONTH
151;39;15;17012015;13108;34862;218;;;0;0.0;0;0;0;0;;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;2012015;2012015;HAMBURG SUD;563;59059900.0;K;118993;;;0;SUDUB45013578U1B;29122014;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;7;17205,35;3;0;2282;1;2;344,11;6545;19831,46;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223;0;300.0;1,4;;0;;0;;0;;0;;0;;0;3767,97;3769,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;1;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ FLORE;S CORTADAS PARA RAMOS O ADORNO;S;;;;;;0;932,2538;0;6;3,417417;6031000.0;0;565;99.0;00000068.000000 PIEZAS;96.0;20419-2015;;;;;6031100;3672,17;0;223;0;19;178.0;+;697,71;0;;;0;0;;;0;0.0;;;0.0;2015;01
151;39;15;17012015;13108;34862;218;;;0;0.0;0;0;0;0;;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;2012015;2012015;HAMBURG SUD;563;59059900.0;K;118993;;;0;SUDUB45013578U1B;29122014;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;7;17205,35;3;0;2282;1;2;344,11;6545;19831,46;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223;0;300.0;1,4;;0;;0;;0;;0;;0;;0;3767,97;3769,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;2;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ FLORE;S CORTADAS PARA RAMOS O ADORNO;S;;;;;;0;568,3385;0;6;3,417418;6031000.0;0;565;99.0;00000020.000000 PIEZAS;;;;;;;6031100;2238,7;0;223;0;19;178.0;+;425,35;0;;;0;0;;;0;0.0;;;0.0;2015;01
151;39;15;17012015;13108;34862;218;;;0;0.0;0;0;0;0;;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;2012015;2012015;HAMBURG SUD;563;59059900.0;K;118993;;;0;SUDUB45013578U1B;29122014;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;7;17205,35;3;0;2282;1;2;344,11;6545;19831,46;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223;0;300.0;1,4;;0;;0;;0;;0;;0;;0;3767,97;3769,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;3;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ FLORE;S CORTADAS PARA RAMOS O ADORNO;S;;;;;;0;362,1154;0;6;3,417419;6031000.0;0;565;99.0;00000018.000000 PIEZAS;;;;;;;6031100;1426,38;0;223;0;19;178.0;+;271,01;0;;;0;0;;;0;0.0;;;0.0;2015;01
151;39;15;17012015;13108;34862;218;;;0;0.0;0;0;0;0;;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;2012015;2012015;HAMBURG SUD;563;59059900.0;K;118993;;;0;SUDUB45013578U1B;29122014;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;7;17205,35;3;0;2282;1;2;344,11;6545;19831,46;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223;0;300.0;1,4;;0;;0;;0;;0;;0;;0;3767,97;3769,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;4;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ FLORE;S CORTADAS PARA RAMOS O ADORNO;S;;;;;;0;2662,3923;0;6;3,417415;6031000.0;0;565;99.0;00000235.000000 PIEZAS;20.0;MERC. MAS DE UN MODELO;;;;;6031100;10487,24;0;223;0;19;178.0;+;1992,58;0;;;0;0;;;0;0.0;;;0.0;2015;01
151;39;15;17012015;13108;34862;218;;;0;0.0;0;0;0;0;;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;2012015;2012015;HAMBURG SUD;563;59059900.0;K;118993;;;0;SUDUB45013578U1B;29122014;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;7;17205,35;3;0;2282;1;2;344,11;6545;19831,46;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223;0;300.0;1,4;;0;;0;;0;;0;;0;;0;3767,97;3769,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;5;SIN-CODIGO      ~ CARNATION~ ALIANZA-F~ FRESCAS~ C;ORTADOS PARA RAMOS O ADORNOS;;;;;;;0;73,1538;0;6;3,417457;6031000.0;0;565;99.0;00000010.000000 UNIDADES;;;;;;;6031999;288,16;0;223;0;19;178.0;+;54,75;0;;;0;0;;;0;0.0;;;0.0;2015;01
151;39;15;17012015;13108;34862;218;;;0;0.0;0;0;0;0;;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;2012015;2012015;HAMBURG SUD;563;59059900.0;K;118993;;;0;SUDUB45013578U1B;29122014;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;7;17205,35;3;0;2282;1;2;344,11;6545;19831,46;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223;0;300.0;1,4;;0;;0;;0;;0;;0;;0;3767,97;3769,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;6;SIN-CODIGO      ~ HIPERICUM~ ALIANZA-F~ FRESCAS~ F;LORES CORTADAS PARA RAMOS O AD;ORNOS;;;;;;0;82,4;0;6;3,417476;6031000.0;0;565;99.0;00000004.000000 PIEZAS;;;;;;;6031980;324,58;0;223;0;19;178.0;+;61,67;0;;;0;0;;;0;0.0;;;0.0;2015;01
151;39;15;17012015;13108;34862;218;;;0;0.0;0;0;0;0;;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;2012015;2012015;HAMBURG SUD;563;59059900.0;K;118993;;;0;SUDUB45013578U1B;29122014;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;7;17205,35;3;0;2282;1;2;344,11;6545;19831,46;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223;0;300.0;1,4;;0;;0;;0;;0;;0;;0;3767,97;3769,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;7;Y-ALSTO         ~ ALSTROEMERIA~ TRANS-F~ FRESCAS~;FLORES CORTADAS PARA RAMOS O A;DORNOS;;;;;;0;353,9538;0;6;3,417395;6031000.0;0;565;99.0;00000048.000000 PIEZAS;20.0;MERC. MAS DE UN MODELO;;;;;6031930;1394,23;0;223;0;19;178.0;+;264,9;0;;;0;0;;;0;0.0;;;0.0;2015;01
151;39;15;17012015;13127;346466;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;2012015;2012015;HAMBURG SUD;563;59059900.0;K;118993;;;0;SUDUB450135784JT;29122014;HAMBURG SUD CHILE;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;8;33032,25;3;0;2282;1;2;660,65;6825;35974,9;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223;0;300.0;1,4;;0;;0;;0;;0;;0;;0;6835,23;6836,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;1;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ PARA;ADORNO DE ESPACIOS INTERIORES;;;;;;;0;695,3;0;6;6,291888;6031000.0;0;565;99.0;00000036.000000 UNIDADES;96.0;20420-2015;;;;;6031100;4764,47;0;223;0;19;178.0;+;905,25;0;;;0;0;;;0;0.0;;;0.0;2015;01
151;39;15;17012015;13127;346466;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;2012015;2012015;HAMBURG SUD;563;59059900.0;K;118993;;;0;SUDUB450135784JT;29122014;HAMBURG SUD CHILE;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;8;33032,25;3;0;2282;1;2;660,65;6825;35974,9;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223;0;300.0;1,4;;0;;0;;0;;0;;0;;0;6835,23;6836,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;2;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ PARA;ADORNO DE ESPACIOS INTERIORES;;;;;;;0;532,1154;0;6;6,291868;6031000.0;0;565;99.0;00000036.000000 UNIDADES;;;;;;;6031100;3646,25;0;223;0;19;178.0;+;692,79;0;;;0;0;;;0;0.0;;;0.0;2015;01
151;39;15;17012015;13127;346466;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;2012015;2012015;HAMBURG SUD;563;59059900.0;K;118993;;;0;SUDUB450135784JT;29122014;HAMBURG SUD CHILE;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;8;33032,25;3;0;2282;1;2;660,65;6825;35974,9;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223;0;300.0;1,4;;0;;0;;0;;0;;0;;0;6835,23;6836,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;3;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ PARA;ADORNO DE ESPACIOS INTERIORES;;;;;;;0;424,2;0;6;6,291843;6031000.0;0;565;99.0;00000028.000000 UNIDADES;;;;;;;6031100;2906,77;0;223;0;19;178.0;+;552,29;0;;;0;0;;;0;0.0;;;0.0;2015;01
