TPO_DOCTO;ADU;FORM;FECVENCI;CODCOMUN;NUM_UNICO_IMPORTADOR;CODPAISCON;DESDIRALM;CODCOMRS;ADUCTROL;NUMPLAZO;INDPARCIAL;NUMHOJINS;TOTINSUM;CODALMA;NUM_RS;FEC_RS;ADUA_RS;NUMHOJANE;NUM_SEC;PA_ORIG;PA_ADQ;VIA_TRAN;TRANSB;PTO_EMB;PTO_DESEM;TPO_CARGA;ALMACEN;FEC_ALMAC;FECRETIRO;NU_REGR;ANO_REG;CODVISBUEN;NUMREGLA;NUMANORES;CODULTVB;PAGO_GRAV;FECTRA;FECACEP;GNOM_CIA_T;CODPAISCIA;NUMRUTCIA;DIGVERCIA;NUM_MANIF;NUM_MANIF1;NUM_MANIF2;FEC_MANIF;NUM_CONOC;FEC_CONOC;NOMEMISOR;NUMRUTEMI;DIGVEREMI;GREG_IMP;REG_IMP;BCO_COM;CODORDIV;FORM_PAGO;NUMDIAS;VALEXFAB;MONEDA;MONGASFOB;CL_COMPRA;TOT_ITEMS;FOB;TOT_HOJAS;COD_FLE;FLETE;TOT_BULTOS;COD_SEG;SEGURO;TOT_PESO;CIF;NUM_AUT;FEC_AUT;GBCOCEN;ID_BULTOS;TPO_BUL1;CANT_BUL1;TPO_BUL2;CANT_BUL2;TPO_BUL3;CANT_BUL3;TPO_BUL4;CANT_BUL4;TPO_BUL5;CANT_BUL5;TPO_BUL6;CANT_BUL6;TPO_BUL7;CANT_BUL7;TPO_BUL8;CANT_BUL8;CTA_OTRO;MON_OTRO;CTA_OTR1;MON_OTR1;CTA_OTR2;MON_OTR2;CTA_OTR3;MON_OTR3;CTA_OTR4;MON_OTR4;CTA_OTR5;MON_OTR5;CTA_OTR6;MON_OTR6;CTA_OTR7;MON_OTR7;MON_178;MON_191;FEC_501;VAL_601;FEC_502;VAL_602;FEC_503;VAL_603;FEC_504;VAL_604;FEC_505;VAL_605;FEC_506;VAL_606;FEC_507;VAL_607;TASA;NCUOTAS;ADU_DI;NUM_DI;FEC_DI;MON_699;MON_199;NUMITEM;DNOMBRE;DMARCA;DVARIEDAD;DOTRO1;DOTRO2;ATR_5;ATR_6;SAJU_ITEM;AJU_ITEM;CANT_MERC;MERMAS;MEDIDA;PRE_UNIT;ARANC_ALA;NUMCOR;NUMACU;CODOBS1;DESOBS1;CODOBS2;DESOBS2;CODOBS3;DESOBS3;CODOBS4;DESOBS4;ARANC_NAC;CIF_ITEM;ADVAL_ALA;ADVAL;VALAD;OTRO1;CTA1;SIGVAL1;VAL1;OTRO2;CTA2;SIGVAL2;VAL2;OTRO3;CTA3;SIGVAL3;VAL3;OTRO4;CTA4;SIGVAL4;VAL4;YEAR;MONTH
151;39;15;21012016;13108;34862;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;6012016;6012016;HAMBURG SUD;563;59059900.0;K;133158.0;;;0;SUDUB55014976WB4;1012016;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;5;19052,68;2;0;2382;1;2;381,05;6711;21815,73;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223.0;0;300.0;1,4;;0;;0;;0;;0;;0;;0;4144,99;4146,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;1;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ FLORE;S CORTADAS PARA RAMOS O ADORNO;S;;;;;;0;277,3846;0;6;3,690724;6031000.0;0;565;99.0;00000019.000000 PIEZAS;96.0;180-2016;;;;;6031100;1172,22;0;223;0;19;178.0;+;222,72;0;;;0;0;;;0;0;;;0;2016;01
151;39;15;21012016;13108;34862;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;6012016;6012016;HAMBURG SUD;563;59059900.0;K;133158.0;;;0;SUDUB55014976WB4;1012016;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;5;19052,68;2;0;2382;1;2;381,05;6711;21815,73;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223.0;0;300.0;1,4;;0;;0;;0;;0;;0;;0;4144,99;4146,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;2;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ FLORE;S CORTADAS PARA RAMOS O ADORNO;S;;;;;;0;256,1846;0;6;3,690698;6031000.0;0;565;99.0;00000013.000000 PIEZAS;;;;;;;6031100;1082,62;0;223;0;19;178.0;+;205,7;0;;;0;0;;;0;0;;;0;2016;01
151;39;15;21012016;13108;34862;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;6012016;6012016;HAMBURG SUD;563;59059900.0;K;133158.0;;;0;SUDUB55014976WB4;1012016;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;5;19052,68;2;0;2382;1;2;381,05;6711;21815,73;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223.0;0;300.0;1,4;;0;;0;;0;;0;;0;;0;4144,99;4146,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;3;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ FLORE;S CORTADAS PARA RAMOS O ADORNO;S;;;;;;0;468,8769;0;6;3,690734;6031000.0;0;565;99.0;00000032.000000 PIEZAS;;;;;;;6031100;1981,46;0;223;0;19;178.0;+;376,48;0;;;0;0;;;0;0;;;0;2016;01
151;39;15;21012016;13108;34862;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;6012016;6012016;HAMBURG SUD;563;59059900.0;K;133158.0;;;0;SUDUB55014976WB4;1012016;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;5;19052,68;2;0;2382;1;2;381,05;6711;21815,73;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223.0;0;300.0;1,4;;0;;0;;0;;0;;0;;0;4144,99;4146,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;4;SIN-COPDIGO     ~ ROSAS~ ALIANZA-F~ FRESCAS~ FLORE;S CORTADAS PARA RAMOS O ADORNO;S;;;;;;0;3671,8846;0;6;3,690729;6031000.0;0;565;99.0;00000297.000000 PIEZAS;20.0;MERC. MAS DE UN MODELO;;;;;6031100;15517,25;0;223;0;19;178.0;+;2948,28;0;;;0;0;;;0;0;;;0;2016;01
151;39;15;21012016;13108;34862;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;6012016;6012016;HAMBURG SUD;563;59059900.0;K;133158.0;;;0;SUDUB55014976WB4;1012016;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;5;19052,68;2;0;2382;1;2;381,05;6711;21815,73;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223.0;0;300.0;1,4;;0;;0;;0;;0;;0;;0;4144,99;4146,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;5;SIN-CODIGO      ~ GYPSO~ ALIANZA-F~ FRESCAS~ FLORE;S CORTADAS PARA RAMOS O ADORNO;S;;;;;;0;487,9769;0;6;3,690748;6031000.0;0;565;99.0;00000025.000000 PIEZAS;20.0;MERC. MAS DE UN MODELO;;;;;6031970;2062,18;0;223;0;19;178.0;+;391,81;0;;;0;0;;;0;0;;;0;2016;01
151;39;15;21012016;13127;346466;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;6012016;6012016;HAMBURG SUD;563;59059900.0;K;133158.0;;;0;SUDUB550149767RL;1012016;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;7;18689,04;3;0;2382;1;2;373,78;6405;21444,82;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223.0;0;300.0;1,2;;0;;0;;0;;0;;0;;0;4074,51;4075,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;1;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ PARA;ADORNO DE ESPACIOS INTERIORES;;;;;;;0;988,8615;0;6;3,793251;6031000.0;0;565;99.0;00000075.000000 PIEZAS;96.0;181-2016;;;;;6031100;4304,1;0;223;0;19;178.0;+;817,78;0;;;0;0;;;0;0;;;0;2016;01
151;39;15;21012016;13127;346466;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;6012016;6012016;HAMBURG SUD;563;59059900.0;K;133158.0;;;0;SUDUB550149767RL;1012016;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;7;18689,04;3;0;2382;1;2;373,78;6405;21444,82;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223.0;0;300.0;1,2;;0;;0;;0;;0;;0;;0;4074,51;4075,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;2;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ PARA;ADORNO DE ESPACIOS INTERIORES;;;;;;;0;540,1692;0;6;3,793256;6031000.0;0;565;99.0;00000044.000000 PIEZAS;;;;;;;6031100;2351,13;0;223;0;19;178.0;+;446,71;0;;;0;0;;;0;0;;;0;2016;01
151;39;15;21012016;13127;346466;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;6012016;6012016;HAMBURG SUD;563;59059900.0;K;133158.0;;;0;SUDUB550149767RL;1012016;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;7;18689,04;3;0;2382;1;2;373,78;6405;21444,82;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223.0;0;300.0;1,2;;0;;0;;0;;0;;0;;0;4074,51;4075,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;3;SIN-CODIGO      ~ ROSAS~ ALIANZA-F~ FRESCAS~ PARA;ADORNO DE ESPACIOS INTERIORES;;;;;;;0;1892,4538;0;6;3,793245;6031000.0;0;565;99.0;00000156.000000 PIEZAS;20.0;MERC. MAS DE UN MODELO;;;;;6031100;8237,04;0;223;0;19;178.0;+;1565,04;0;;;0;0;;;0;0;;;0;2016;01
151;39;15;21012016;13127;346466;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;6012016;6012016;HAMBURG SUD;563;59059900.0;K;133158.0;;;0;SUDUB550149767RL;1012016;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;7;18689,04;3;0;2382;1;2;373,78;6405;21444,82;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223.0;0;300.0;1,2;;0;;0;;0;;0;;0;;0;4074,51;4075,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;4;SIN-CODIGO      ~ ALSTROEMERIA~ ALIANZA-F~ FRESCAS;~ FLORES CORTADAS PARA RAMOS O;ADORNOS;;;;;;0;99,6538;0;6;3,793132;6031000.0;0;565;99.0;00000009.000000 PIEZAS;20.0;MERC. MAS DE UN MODELO;;;;;6031930;433,74;0;223;0;19;178.0;+;82,41;0;;;0;0;;;0;0;;;0;2016;01
151;39;15;21012016;13127;346466;218;;;0;0.0;0;0;0;0;0.0;0;0;0;0.0;218;218;1;;242;906;F;;0;0;;;;;;;4;6012016;6012016;HAMBURG SUD;563;59059900.0;K;133158.0;;;0;SUDUB550149767RL;1012016;HAMBURG SUD;59059900;K;ALADI;71;0;0;32;0;0;13;0;5;7;18689,04;3;0;2382;1;2;373,78;6405;21444,82;999.0;0; ; ;76;1;;;;;;;;;;;;;;;223.0;0;300.0;1,2;;0;;0;;0;;0;;0;;0;4074,51;4075,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;5;SIN-CODIGO      ~ GYPSO~ ALIANZA-F~ FRESCAS~ FLORE;S CORTADOS PARA RAMOS O ADORNO;S;;;;;;0;1270,5462;0;6;3,79325;6031000.0;0;565;99.0;00000070.000000 PIEZAS;20.0;MERC. MAS DE UN MODELO;;;;;6031999;5530,16;0;223;0;19;178.0;+;1050,73;0;;;0;0;;;0;0;;;0;2016;01
