15032014;5787667;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;4112014;13;3;9;1;8380,88;0;2499,88;5881;0;0;0;7;137;788;5881;2499,88; ;0; ;8380,88;0;0;NO; ;;0;;0;;1;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 60-90CM~ ZANTEDESH;IA SPP~;;;;;;6031960;6;18;9;162;99;0000000540;VARAS;68;;SIN ACUERDO;0;;;20                                                                                                                                                                                                                                                                                                                ;15032014;1;22;137;ROTULADO                                           ;15032014;1;369-52404295;07022014;ATLAS AIR;446837                    
15032014;5787667;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;4112014;13;3;9;1;8380,88;0;2499,88;5881;0;0;0;7;137;788;5881;2499,88; ;0; ;8380,88;0;0;NO; ;;0;;0;;2;BLACKBERRIES    ~ BLACKBERRIES FRESCOS~ CHILFRESH-F~ GRADO 45-50 CM~~;CORTADOS PARA ADORNO~;;;;;;6031999;6;235;8,042553;1890;99;0000006300;VARAS;0;;;0;;;283                                                                                                                                                                                                                                                                                                     ;15032014;1;22;137;ROTULADO                                           ;15032014;1;369-52404295;07022014;ATLAS AIR;446837                    
15032014;5787667;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;4112014;13;3;9;1;8380,88;0;2499,88;5881;0;0;0;7;137;788;5881;2499,88; ;0; ;8380,88;0;0;NO; ;;0;;0;;3;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50CM~ HYDRANGEA SP;;;;;;;6031999;6;215;2,95814;636;99;0000002120;VARAS;0;;;0;;;283                                                                                                                                                                                                                                                                                                                            ;15032014;1;22;137;ROTULADO                                           ;15032014;1;369-52404295;07022014;ATLAS AIR;446837                    
15032014;5787667;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;4112014;13;3;9;1;8380,88;0;2499,88;5881;0;0;0;7;137;788;5881;2499,88; ;0; ;8380,88;0;0;NO; ;;0;;0;;4;ALLIUM          ~ ALLIUM FRECAS~ CHILFRESH-F~ GRADO 70 CM~ ALLIUM SPP~;;;;;;;6031999;6;84;30,535714;2565;99;0000008550;VARAS;0;;;0;;;120                                                                                                                                                                                                                                                                                                                         ;15032014;1;22;137;ROTULADO                                           ;15032014;1;369-52404295;07022014;ATLAS AIR;446837                    
15032014;5787667;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;4112014;13;3;9;1;8380,88;0;2499,88;5881;0;0;0;7;137;788;5881;2499,88; ;0; ;8380,88;0;0;NO; ;;0;;0;;5;SIN-CODIGO      ~ FLORES FRESCAS~ CHILFRESH-F~ BANKSIA~ CORTADAS P/ADO;RNO;;;;;;6031999;6;8;4,5;36;99;0000000120;VARAS;0;;;0;;;17                                                                                                                                                                                                                                                                                                                                ;15032014;1;22;137;ROTULADO                                           ;15032014;1;369-52404295;07022014;ATLAS AIR;446837                    
15032014;5787667;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;4112014;13;3;9;1;8380,88;0;2499,88;5881;0;0;0;7;137;788;5881;2499,88; ;0; ;8380,88;0;0;NO; ;;0;;0;;6;GENTIANA        ~ GENTIANAS FRESCAS~ CHILFRES-F~ GENTIANA SPP~ GRADO 6;0 - 70 CM~;;;;;;6031999;6;29;11,793103;342;99;0000001140;VARAS;0;;;0;;;35                                                                                                                                                                                                                                                                                                                 ;15032014;1;22;137;ROTULADO                                           ;15032014;1;369-52404295;07022014;ATLAS AIR;446837                    
15032014;5787667;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;4112014;13;3;9;1;8380,88;0;2499,88;5881;0;0;0;7;137;788;5881;2499,88; ;0; ;8380,88;0;0;NO; ;;0;;0;;7;GREENMIX        ~ FOLLAJE MIXTO FRESCO~ CHILFRESF-F~ GRADO:25-60CM~ LA;PHOSORIA CUADROFINATA~;;;;;;6049000;6;25;10;250;99;0000000200;RAMO;0;;;0;;;30                                                                                                                                                                                                                                                                                                             ;15032014;1;22;137;ROTULADO                                           ;15032014;1;369-52404295;07022014;ATLAS AIR;446837                    
15032014;5796573;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;10112014;13;3;9;1;8155,72;0;3204,47;4951,25;0;0;0;7;204;1055;4951,25;3204,47; ;0; ;8155,72;0;0;NO; ;;0;;0;;1;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 60-90CM~ ZANTEDESH;IA SPP~;;;;;;6031960;6;36;6,666667;240;99;0000000800;VARAS;68;;SIN ACUERDO;0;;;46                                                                                                                                                                                                                                                                                                  ;15032014;1;22;204;ROTULADO                                           ;15032014;1;369-52404306;13022014;ATLAS AIR;447527                    
15032014;5796573;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;10112014;13;3;9;1;8155,72;0;3204,47;4951,25;0;0;0;7;204;1055;4951,25;3204,47; ;0; ;8155,72;0;0;NO; ;;0;;0;;2;SCABIOSA        ~ SCABIOSA FRESCA~ CHILFRESH~ GRADO 40-60 CM~ PIN CUSH;ION~;;;;;;6031999;6;40;27;1080;99;0000003600;VARAS;0;;;0;;;50                                                                                                                                                                                                                                                                                                                      ;15032014;1;22;204;ROTULADO                                           ;15032014;1;369-52404306;13022014;ATLAS AIR;447527                    
15032014;5796573;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;10112014;13;3;9;1;8155,72;0;3204,47;4951,25;0;0;0;7;204;1055;4951,25;3204,47; ;0; ;8155,72;0;0;NO; ;;0;;0;;3;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50CM~ HYDRANGEA SP~;;;;;;;6031999;6;605;2,608264;1578;99;0000005260;VARAS;0;;;0;;;811                                                                                                                                                                                                                                                                                                                  ;15032014;1;22;204;ROTULADO                                           ;15032014;1;369-52404306;13022014;ATLAS AIR;447527                    
15032014;5796573;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;10112014;13;3;9;1;8155,72;0;3204,47;4951,25;0;0;0;7;204;1055;4951,25;3204,47; ;0; ;8155,72;0;0;NO; ;;0;;0;;4;ALLIUM          ~ ALLIUM FRECAS~ CHILFRESH-F~ GRADO 70 CM~ ALLIUM SPP~;;;;;;;6031999;6;50;25,2;1260;99;0000004200;VARAS;0;;;0;;;71                                                                                                                                                                                                                                                                                                                        ;15032014;1;22;204;ROTULADO                                           ;15032014;1;369-52404306;13022014;ATLAS AIR;447527                    
15032014;5796573;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;10112014;13;3;9;1;8155,72;0;3204,47;4951,25;0;0;0;7;204;1055;4951,25;3204,47; ;0; ;8155,72;0;0;NO; ;;0;;0;;5;SIN-CODIGO      ~ FLORES FRESCAS~ CHILFRESH-F~ BANKSIA~ CORTADAS PARA;ADORNO;;;;;;6031999;6;8;4,5;36;99;0000000120;VARAS;0;;;0;;;10                                                                                                                                                                                                                                                                                                                       ;15032014;1;22;204;ROTULADO                                           ;15032014;1;369-52404306;13022014;ATLAS AIR;447527                    
15032014;5796573;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;10112014;13;3;9;1;8155,72;0;3204,47;4951,25;0;0;0;7;204;1055;4951,25;3204,47; ;0; ;8155,72;0;0;NO; ;;0;;0;;6;GENTIANA        ~ GENTIANAS FRESCAS~ CHILFRES-F~ GENTIANA SPP~ GRADO 6;0 - 70 CM~;;;;;;6031999;6;32;18;576;99;0000001920;VARAS;0;;;0;;;42                                                                                                                                                                                                                                                                                                                 ;15032014;1;22;204;ROTULADO                                           ;15032014;1;369-52404306;13022014;ATLAS AIR;447527                    
15032014;5796573;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;10112014;13;3;9;1;8155,72;0;3204,47;4951,25;0;0;0;7;204;1055;4951,25;3204,47; ;0; ;8155,72;0;0;NO; ;;0;;0;;7;GREENMIX        ~ FOLLAJE MIXTO FRESCO~ CHILFRESF-F~ GRADO:25-60CM~ LA;PHOSORIA CUADROFINATA;;;;;;6049000;6;18;10,069444;181,25;99;0000000145;RAMO;0;;;0;;;25                                                                                                                                                                                                                                                                                             ;15032014;1;22;204;ROTULADO                                           ;15032014;1;369-52404306;13022014;ATLAS AIR;447527                    
15032014;5808610;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;17112014;13;3;9;1;8228,2;0;3163,95;5064,25;0;0;0;7;203;1034;5064,25;3163,95; ;0; ;8228,2;0;0;NO; ;;0;;0;;1;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 60-90CM~ ZANTEDESH;IA SPP;;;;;;6031960;6;100;7,2;720;99;0000002400;VARAS;68;;SIN ACUERDO;0;;;120                                                                                                                                                                                                                                                                                                        ;15032014;1;22;203;ROTULADO                                           ;15032014;1;369-52404310;20022014;ATLAS AIR;448420                    
15032014;5808610;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;17112014;13;3;9;1;8228,2;0;3163,95;5064,25;0;0;0;7;203;1034;5064,25;3163,95; ;0; ;8228,2;0;0;NO; ;;0;;0;;2;SCABIOSA        ~ SCABIOSA FRESCA~ CHILFRESH~ GRADO 40-60 CM~ PIN CUSH;ION~;;;;;;6031999;6;40;27;1080;99;0000003600;VARAS;0;;;0;;;50                                                                                                                                                                                                                                                                                                                        ;15032014;1;22;203;ROTULADO                                           ;15032014;1;369-52404310;20022014;ATLAS AIR;448420                    
15032014;5808610;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;17112014;13;3;9;1;8228,2;0;3163,95;5064,25;0;0;0;7;203;1034;5064,25;3163,95; ;0; ;8228,2;0;0;NO; ;;0;;0;;3;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50CM~ HYDRANGEA SP~;;;;;;;6031999;6;519;2,893064;1501,5;99;0000005005;VARAS;0;;;0;;;720                                                                                                                                                                                                                                                                                                                  ;15032014;1;22;203;ROTULADO                                           ;15032014;1;369-52404310;20022014;ATLAS AIR;448420                    
15032014;5808610;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;17112014;13;3;9;1;8228,2;0;3163,95;5064,25;0;0;0;7;203;1034;5064,25;3163,95; ;0; ;8228,2;0;0;NO; ;;0;;0;;4;ALLIUM          ~ ALLIUM FRECAS~ CHILFRESH-F~ GRADO 70 CM~ ALLIUM SPP~;;;;;;;6031999;6;30;35;1050;99;0000003500;VARAS;0;;;0;;;40                                                                                                                                                                                                                                                                                                                            ;15032014;1;22;203;ROTULADO                                           ;15032014;1;369-52404310;20022014;ATLAS AIR;448420                    
15032014;5808610;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;17112014;13;3;9;1;8228,2;0;3163,95;5064,25;0;0;0;7;203;1034;5064,25;3163,95; ;0; ;8228,2;0;0;NO; ;;0;;0;;5;BLACKBERRIES    ~ BLACKBERRIES FRESCOS~ CHILFRESH-F~ GRADO 45-50 CM~~;CORTADOS PARA ADORNO~;;;;;;6031999;6;24;6,75;162;99;0000000540;VARAS;0;;;0;;;34                                                                                                                                                                                                                                                                                                       ;15032014;1;22;203;ROTULADO                                           ;15032014;1;369-52404310;20022014;ATLAS AIR;448420                    
15032014;5808610;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;17112014;13;3;9;1;8228,2;0;3163,95;5064,25;0;0;0;7;203;1034;5064,25;3163,95; ;0; ;8228,2;0;0;NO; ;;0;;0;;6;GENTIANA        ~ GENTIANAS FRESCAS~ CHILFRES-F~ GENTIANA SPP~ GRADO 6;0 - 70 CM~;;;;;;6031999;6;35;8,057143;282;99;0000000940;VARAS;0;;;0;;;40                                                                                                                                                                                                                                                                                                             ;15032014;1;22;203;ROTULADO                                           ;15032014;1;369-52404310;20022014;ATLAS AIR;448420                    
15032014;5808610;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;17112014;13;3;9;1;8228,2;0;3163,95;5064,25;0;0;0;7;203;1034;5064,25;3163,95; ;0; ;8228,2;0;0;NO; ;;0;;0;;7;GREENMIX        ~ FOLLAJE MIXTO FRESCO~ CHILFRESF-F~ GRADO:25-60CM~ LA;PHOSORIA CUADROFINATA~;;;;;;6049000;6;25;10,75;268,75;99;0000000215;RAMO;0;;;0;;;30                                                                                                                                                                                                                                                                                                  ;15032014;1;22;203;ROTULADO                                           ;15032014;1;369-52404310;20022014;ATLAS AIR;448420                    
15032014;5821707;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;24112014;13;3;9;1;9435,52;0;3987,77;5447,75;0;0;0;9;239;1326;5447,75;3987,77; ;0; ;9435,52;0;0;NO; ;;0;;0;;1;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 60-90CM~ ZANTEDESH;IA SPP~;;;;;;6031960;6;84;6,285714;528;99;0000001760;VARAS;68;;SIN ACUERDO;0;;;94                                                                                                                                                                                                                                                                                                  ;15032014;1;22;239;ROTULADO                                           ;15032014;1;369-52404321;27022014;ATLAS AIR;449560                    
15032014;5821707;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;24112014;13;3;9;1;9435,52;0;3987,77;5447,75;0;0;0;9;239;1326;5447,75;3987,77; ;0; ;9435,52;0;0;NO; ;;0;;0;;2;SCABIOSA        ~ SCABIOSA FRESCA~ CHILFRESH~ GRADO 40-60 CM~ PIN CUSH;ION~;;;;;;6031999;6;16;27;432;99;0000001440;VARAS;0;;;0;;;18                                                                                                                                                                                                                                                                                                                       ;15032014;1;22;239;ROTULADO                                           ;15032014;1;369-52404321;27022014;ATLAS AIR;449560                    
15032014;5821707;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;24112014;13;3;9;1;9435,52;0;3987,77;5447,75;0;0;0;9;239;1326;5447,75;3987,77; ;0; ;9435,52;0;0;NO; ;;0;;0;;3;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50CM~ HYDRANGEA SP~;;;;;;;6031999;6;647;2,795981;1809;99;0000006030;VARAS;0;;;0;;;898                                                                                                                                                                                                                                                                                                                  ;15032014;1;22;239;ROTULADO                                           ;15032014;1;369-52404321;27022014;ATLAS AIR;449560                    
15032014;5821707;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;24112014;13;3;9;1;9435,52;0;3987,77;5447,75;0;0;0;9;239;1326;5447,75;3987,77; ;0; ;9435,52;0;0;NO; ;;0;;0;;4;ALLIUM          ~ ALLIUM FRECAS~ CHILFRESH-F~ GRADO 70 CM~ ALLIUM SPP~;;;;;;;6031999;6;48;26,25;1260;99;0000004200;VARAS;0;;;0;;;53                                                                                                                                                                                                                                                                                                                       ;15032014;1;22;239;ROTULADO                                           ;15032014;1;369-52404321;27022014;ATLAS AIR;449560                    
15032014;5821707;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;24112014;13;3;9;1;9435,52;0;3987,77;5447,75;0;0;0;9;239;1326;5447,75;3987,77; ;0; ;9435,52;0;0;NO; ;;0;;0;;5;BLACKBERRIES    ~ BLACKBERRIES FRESCOS~ CHILFRESH-F~ GRADO 45-50 CM~~;CORTADOS PARA ADORNO~;;;;;;6031999;6;30;7,2;216;99;0000000720;VARAS;0;;;0;;;40                                                                                                                                                                                                                                                                                                      ;15032014;1;22;239;ROTULADO                                           ;15032014;1;369-52404321;27022014;ATLAS AIR;449560                    
15032014;5821707;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;24112014;13;3;9;1;9435,52;0;3987,77;5447,75;0;0;0;9;239;1326;5447,75;3987,77; ;0; ;9435,52;0;0;NO; ;;0;;0;;6;GENTIANA        ~ GENTIANAS FRESCAS~ CHILFRES-F~ GENTIANA SPP~ GRADO 6;0 - 70 CM~;;;;;;6031999;6;126;6,666667;840;99;0000002800;VARAS;0;;;0;;;150                                                                                                                                                                                                                                                                                                         ;15032014;1;22;239;ROTULADO                                           ;15032014;1;369-52404321;27022014;ATLAS AIR;449560                    
