4022014;5728269;55;200;3;3724;100;8309;0;3188;0;0;908;SAN VICENTE;8;F;1;399;OTROS PUERTOS DE AME;211;COSTA RICA;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;211;;14022014;142;1;1;1;16028,84;0;4331,23;11697,61;0;0;0;1;1;8720;11697,61;4275; ;56,23; ;16028,84;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN HARVEST-F~ DE LILIUM~ EN REPOS;O VEGETATIVO;;;;;;6011011;10;76850;,152214;11697,61;61;;867192256;68;750;TLCCH-CR;99;0000076850;UNIDAD;8720                                                                                                                                                                                                                                                             ;04022014;1;76;1;                                                     ;04022014;1;867192256;31122013;SWAZILAND;103309                       
4022014;5728773;48;200;3;1300;100;13107;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;F;4;210;OTROS PUERTOS DE MEX;216;MEXICO;LAN CHILE;997;89862200;2;ACOSTA Y AGUAYO LTDA;1;9;0;216;;22092014;13;3;2;1;25650;0;6884,8;18765,2;0;0;0;1;301;2139;18765,2;6884,8; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS DE MORA~ HORTIFRUT-F~ PLANTAS DE MORA~ 301 C;AJACARTON (22)~ 8.8 KN;;;;;;6022042;10;45000;,417004;18765,2;68;700;TLCCH-M;64;a;VARIACION P/U;99;00045000;PLANTAS;2139                                                                                                                                                                                                                                                            ;04022014;1;22;301;ROTULADO                                           ;04022014;1;045-86737000;26122013;LAN CHILE;437180                    
4022014;5734807;55;200;3;770;100;13129;0;3188;0;0;908;SAN VICENTE;9;R;1;422;BUSAN CY (PUSAN);333;COREA DEL SUR;CHINA SHIPPING CONTAINER LINES CO.;336;79747630;7;CHINA SHIPPING CONTAINER LINES;79747630;7;0;333;;3102014;13;1;2;1;33500;0;856;32644;0;0;0;1;1;7100;32644;856; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~MUSGO~SOC.INV.LONQUEN-F~SECO~EXCEPTO PARA ADORNO O RA;MOS~EN BOLSAS DE 5KG;;;;;;6049000;6;7000;4,663429;32644;61;;347WCLSVE030;68;810;TLCCH-COR;64;a;VARIACION P/U;7100                                                                                                                                                                                                                                        ;04022014;1;74;1;                                                     ;04022014;1;SVEPUS000579;06012014;MONTE ACONCAGUA;104931              
6022014;5766323;25;200;3;126;100;13404;0;3188;0;0;904;COQUIMBO;8;F;1;242;GUAYAQUIL;218;ECUADOR;CMA CGM;505;91256000;7;CMA CGM;91256000;7;0;218;;25102014;13;1;2;1;110120;0;2600;107520;0;0;0;1;1;12441,6;107520;2600; ;0; ;0;0;0;NO; ;;0;;0;;1;0602PLANTASAL   ~ PLANTAS DE FRUTILLAS VIVAS FRESCAS~ LLAHUEN-F~ ALBI;ON~ (FRESA);;;;;;6029023;6;11481,6;9,364548;107520;61;;SNG9139028;68;565;ACE;0;;;12441,6                                                                                                                                                                                                                                                                                                                            ;06022014;1;76;1;                                                     ;06022014;1;CL1365357;28012014;EM HYDRA;106266                        
8022014;5741388;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;BIG BUSINESS CARGO;76178580;K;0;225;;5102014;13;3;9;1;6535,49;0;2507,74;4027,75;0;0;0;6;139;828;4027,75;2507,74; ;0; ;6535,49;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP;;;;;;6031930;6;202;7,930693;1602;99;0000005340;VARAS;68;;SIN ACUERDO;0;;;345                                                                                                                                                                                                                                                                                            ;08022014;1;22;139;ROTULADO                                           ;08022014;1;307-38450053;08012014;CENTURION AIRLINES;441820           
8022014;5741388;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;BIG BUSINESS CARGO;76178580;K;0;225;;5102014;13;3;9;1;6535,49;0;2507,74;4027,75;0;0;0;6;139;828;4027,75;2507,74; ;0; ;6535,49;0;0;NO; ;;0;;0;;2;GENTIANA        ~ GENTIANAS FRESCAS~ CHILFRES-F~ GENTIANA SPP~ GRADO 6;0 - 70 CM;;;;;;6031999;6;45;9,6;432;99;0000001440;VARAS;0;;;0;;;52                                                                                                                                                                                                                                                                                                         ;08022014;1;22;139;ROTULADO                                           ;08022014;1;307-38450053;08012014;CENTURION AIRLINES;441820           
8022014;5741388;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;BIG BUSINESS CARGO;76178580;K;0;225;;5102014;13;3;9;1;6535,49;0;2507,74;4027,75;0;0;0;6;139;828;4027,75;2507,74; ;0; ;6535,49;0;0;NO; ;;0;;0;;3;AGAPANTHUS      ~ AGAPANTHUS~ CHILFRESH-F~ CAL.50-70CM~ FLORES FRESCAS;;;;;;;6031999;6;98;6,857143;672;99;0000002240;VARAS;0;;;0;;;118                                                                                                                                                                                                                                                                                                            ;08022014;1;22;139;ROTULADO                                           ;08022014;1;307-38450053;08012014;CENTURION AIRLINES;441820           
8022014;5741388;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;BIG BUSINESS CARGO;76178580;K;0;225;;5102014;13;3;9;1;6535,49;0;2507,74;4027,75;0;0;0;6;139;828;4027,75;2507,74; ;0; ;6535,49;0;0;NO; ;;0;;0;;4;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 60-90CM~ ZANTEDESH;IA SPP;;;;;;6031960;6;58;7,137931;414;99;0000001380;VARAS;0;;;0;;;68                                                                                                                                                                                                                                                                                                       ;08022014;1;22;139;ROTULADO                                           ;08022014;1;307-38450053;08012014;CENTURION AIRLINES;441820           
8022014;5741388;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;BIG BUSINESS CARGO;76178580;K;0;225;;5102014;13;3;9;1;6535,49;0;2507,74;4027,75;0;0;0;6;139;828;4027,75;2507,74; ;0; ;6535,49;0;0;NO; ;;0;;0;;5;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50CM~ HYDRANGEA SP~;;;;;;;6031999;6;182;2,686813;489;99;0000001630;VARAS;0;;;0;;;202                                                                                                                                                                                                                                                                                                           ;08022014;1;22;139;ROTULADO                                           ;08022014;1;307-38450053;08012014;CENTURION AIRLINES;441820           
8022014;5741388;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;BIG BUSINESS CARGO;76178580;K;0;225;;5102014;13;3;9;1;6535,49;0;2507,74;4027,75;0;0;0;6;139;828;4027,75;2507,74; ;0; ;6535,49;0;0;NO; ;;0;;0;;6;GREENMIX        ~ FOLLAJE MIXTO FRESCO~ CHILFRESF-F~ GRADO:25-60CM~ LA;PHOSORIA CUADROFINATA~;;;;;;6049000;6;38;11,019737;418,75;99;0000000335;RAMO;0;;;0;;;43                                                                                                                                                                                                                                                                                    ;08022014;1;22;139;ROTULADO                                           ;08022014;1;307-38450053;08012014;CENTURION AIRLINES;441820           
