1122014;6235099;55;200;3;1976;100;14106;0;3188;0;0;908;SAN VICENTE;14;F;1;213;VERACRUZ;216;MEXICO;CSAV;997;90160000;7;CSAV;90160000;7;0;515;;17082015;142;1;5;1;27156,93;0;0;27156,93;0;0;0;1;1;9960;27156,93;1903,32; ;0; ;0;2;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;64935;,418217;27156,93;99;0000064935;UNIDAD;61;;NPJA0JX00;68;700;TLCCH-M;9960                                                                                                                                                                                                                                                                                                    ;01122014;1;76;1;                                                     ;01122014;1;NPJA0JX01;20112014;CCNI ANTOFAGASTA;117214                
1122014;6235104;55;200;3;1976;100;14106;0;3188;0;0;908;SAN VICENTE;14;F;1;213;VERACRUZ;216;MEXICO;CSAV;997;90160000;7;CSAV;90160000;7;0;515;;17082015;142;1;5;1;26319,11;0;0;26319,11;0;0;0;1;1;11040;26319,11;2109,68; ;0; ;0;1;2;SI; ;;0;;0;;1;BULBOS          ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;74550;,35304;26319,11;99;0000074550;UNIDAD;61;;NPJA0JX00;68;700;TLCCH-M;11040                                                                                                                                                                                                                                                                                                   ;01122014;1;76;1;                                                     ;01122014;1;NPJA0JX00;20112014;CCNI ANTOFAGASTA;117214                
2122014;6217406;55;200;3;3724;100;8309;0;3188;0;0;908;SAN VICENTE;8;F;1;399;PUERTO CALDERA;211;COSTA RICA;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;211;;27122014;13;1;5;1;39563,8;0;0;39563,8;0;0;0;1;1;20720;39563,8;4675; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN HARVEST-F~ DE LILIUM~ EN REPOS;O VEGETATIVO;;;;;;6011011;10;312950;,126422;39563,8;99;0000312950;CAJAS;61;;952357200;68;750;TLCCH-CR;20720                                                                                                                                                                                                                                                                                       ;02122014;1;76;1;                                                     ;02122014;1;952357200;12112014;MAERSK SEMBAWANG;116188                
2122014;6231046;55;200;3;3724;100;8309;0;3188;0;0;908;SAN VICENTE;8;F;1;242;GUAYAQUIL;218;ECUADOR;CSAV;997;90160000;7;CSAV;90160000;7;0;515;;4012015;142;1;5;1;69151,11;0;0;69151,11;0;0;0;1;1;20980;69151,11;2473; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN HARVEST-F~ DE LILIUM~ EN REPOS;O VEGETATIVO;;;;;;6011011;10;304350;,227209;69151,11;99;0000304350;UNIDAD;61;;NPJA0N100;68;565;ACE;20980                                                                                                                                                                                                                                                                                                            ;02122014;1;76;1;                                                     ;02122014;1;NPJA0N100;20112014;CCNI ANTOFAGASTA;117214                
2122014;6235063;48;200;3;4196;100;10301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;499;OTROS PUERTOS ASIATI;303;KUWAIT;LAN CHILE;997;89862200;2;DANGEROUS & DRY CARGO S.A.;99535350;4;0;303;;19122014;13;3;2;1;1510;0;791,48;718,52;0;0;0;1;9;58;718,52;791,48; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FLORES DE PEONIA~ EDUARDO ENGLER-F~ VAR.CORAL SUNSET;,PEONIA SPP~ FRESCAS;;;;;;6031930;6;53,6;13,405224;718,52;99;0000001000;VARAS;20;;MERCANCIAS MAS DE UN MODELO.;68;;SIN ACUERDO;58                                                                                                                                                                                                                                           ;02122014;1;22;9;ROT.                                                 ;02122014;1;176-70243154;19112014;LAN CHILE;491660                    
2122014;6239064;39;200;3;3724;100;8309;0;3188;0;0;906;SAN ANTONIO;8;F;1;242;GUAYAQUIL;218;ECUADOR;C.S.A.V.;997;90160000;7;C.S.A.V.;90160000;7;0;218;;21082015;142;1;5;1;32715,91;0;0;32715,91;0;0;0;1;1;10180;32715,91;1001,1; ;0; ;0;2;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SUN HARBEST-F~ DE LILIUM ~ EN REPO;SO VEGETATIVO;;;;;;6011011;10;145000;,225627;32715,91;99;0000145000;UNIDAD;61;;TBEA0DF00;68;565;ACE;10180                                                                                                                                                                                                                                                                                                 ;02122014;1;76;1;                                                     ;02122014;1;TBEA0DF01;24112014;EASTER ISLAND;116710                   
2122014;6251750;48;200;3;917;100;9119;3;3188;0;0;992;AEROP.A.M.BENITEZ;9;R;4;141;MIAMI;225;U.S.A.;ATLAS;225;96566940;K;ATLAS;96566940;K;0;225;;25052015;13;3;11;1;3947,5;0;1786;2161,5;0;0;0;1;123;416;2161,5;1786; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      FLORES FRESCAS~S.G.2000-F~PEONIAS;~CORTADAS PARA RAMOS;;;;;;6031930;6;314,5;6,872814;2161,5;99;;0000007895.000000 VARAS;68;650;TLCCH-USA;0;;;416                                                                                                                                                                                                                                                                                                                            ;02122014;1;22;123;ROTULADO                                           ;02122014;1;000000000000000000369-66782870;28112014;5Y;494044         
3122014;6233130;55;200;3;4095;100;10304;0;3188;0;0;908;SAN VICENTE;10;F;1;213;VERACRUZ;216;MEXICO;C.C.N.I.;224;90596000;8;C.S.A.V.;90160000;7;0;216;;30082015;142;3;5;1;20334,11;0;0;20334,11;0;0;0;1;1;20980,3;20334,11;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~BULBOS DE FLORES~SOUTHERN BULBS-F~ DE LILIUM~;EN REPOSO VEGETATIVO;;;;;;6011011;10;119800;,169734;20334,11;61;;NCLLNPJA0JY00;68;700;TLCCH-M;99;119800;UNIDADES;20980,3                                                                                                                                                                                                                                                                                             ;03122014;1;76;1;                                                     ;03122014;1;NPJA0JY00;20112014;CCNI ANTOFAGASTA;117214                
4122014;6218054;48;200;3;6441;100;13101;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;251;LIMA;219;PERU;LATAM AIRLINES GROUP S.A.;997;89862200;2;HELLMANN WORLWIDE LOGISTICS LTDA.;76012093;6;0;219;;29082015;13;1;5;1;2670;0;0;2670;0;0;0;1;5;44;2670;0; ;0; ;0;0;0;NO; ;;0;;0;;1;0000000006022062~PARTES DE PLANTAS Y RAICES DE VID~;UNIAGRI-F~ VARIOS~ PRODUCTO TR;ADICIONAL.;;;;;6022062;10;36,5;73,150685;2670;68;538;ACE;99;5;CAJAS;0;0;;44                                                                                                                                                                                                                                                                                              ;04122014;1;22;5;UNI-AGRI COPIAPO                                     ;04122014;1;045-87555963;05112014;LATAM;489883                        
4122014;6235042;55;200;3;1589;100;13301;0;3188;0;0;926;CORONEL;10;R;1;143;JACKSONVILLE;225;U.S.A.;MEDITERRANEAN SHIPPING CO.;508;96707720;8;MEDITERRANEAN SHIPPING COMPANY;96707720;8;0;225;;26032015;13;1;5;1;24470,25;0;0;24470,25;0;0;0;1;1;8385;24470,25;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ MUSGOS~ MAR ANDINO-F~ SPHAGNUM MOSS~ PARA ARREGLOS;FLORALES~;;;;;;6049000;6;8295;2,95;24470,25;61;;SA0423432;99;0000008295;KN;68;;SIN ACUERDO;8385                                                                                                                                                                                                                                                                            ;04122014;1;74;1;                                                     ;04122014;1;MSCUTJ854607;26112014;MSC FEDERICA;117260                 
