3112014;6176957;55;200;3;4095;100;10304;0;3188;0;0;926;CORONEL;10;F;1;622;ROTTERDAM;515;HOLANDA;CSAV;997;90160000;7;CSAV;90160000;7;0;515;;7072015;142;3;1;1;11802;0;3371,9;8430,1;0;0;0;1;1;6550;8430,1;3321,9; ;50; ;11802;2;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE LILIUM~ SOUTHERN BULBS TRADING-F~ DE LILIU;M ~ EN REPOSO VEGETATIVO;;;;;;6011011;10;67025;,125775;8430,1;99;0000067025;UNIDAD;61;;NPJA0JC00;68;800;AAPCCH-UE;6550                                                                                                                                                                                                                                                                                            ;03112014;1;76;1;                                                     ;03112014;1;NPJA0JC01;10102014;CHOAPA TRADER;115258                   
3112014;6190156;39;200;3;1976;100;14106;0;3188;0;0;906;SAN ANTONIO;14;F;1;134;NEW YORK;225;U.S.A.;CCNI;997;90596000;8;CCNI;90596000;8;0;515;;19072015;142;1;5;1;40382,95;0;0;40382,95;0;0;0;1;1;11508;40382,95;2794,85; ;0; ;0;1;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;204015;,197941;40382,95;99;0000204015;UNIDAD;61;;BK-CLSCL-001587280-0;68;;SIN ACUERDO;11508                                                                                                                                                                                                                                                                                     ;03112014;1;76;1;                                                     ;03112014;1;CNIU BL-CLSAI-006941477-8;22102014;LOA;116084             
3112014;6192773;39;200;3;3279;100;10304;0;3188;0;0;906;SAN ANTONIO;10;F;1;213;VERACRUZ;216;MEXICO;C.S.A.V.;224;90160000;7;C.C.N.I.;90596000;8;0;216;;31072015;142;1;5;1;31265,38;0;0;31265,38;0;0;0;1;1;10173;31265,38;0; ;0; ;0;1;3;SI; ;;0;;0;;1;SIN-CODIGO       ~BULBOS DE FLORES~;BULBOS DE LOS ANDES-F~;DE LILIUM~;EN REPOSO VEGETATIVO;;;;6011011;10;45550;,686397;31265,38;61;;CLSCL-001596500-X;68;700;TLCCH-M;99;45550;UNIDADES;10173                                                                                                                                                                                                                                                                                          ;03112014;1;76;1;                                                     ;03112014;1;CNIU BL-CLSAI-006946262-X;22102014;LOA;116084             
3112014;6192818;39;200;3;4095;100;10304;0;3188;0;0;906;SAN ANTONIO;10;F;1;213;VERACRUZ;216;MEXICO;C.S.A.V.;224;90160000;7;C.C.N.I.;90596000;8;0;216;;31072015;142;3;5;1;7380,6;0;0;7380,6;0;0;0;1;1;6433;7380,6;0; ;0; ;0;2;3;SI; ;;0;;0;;1;SIN-CODIGO       ~BULBOS DE FLORES~;SOUTHERN BULBS-F~;DE LILIUM~;EN REPOSO VEGETATIVO;;;;6011011;10;24165;,305425;7380,6;61;;CLSCL-001596500-X;68;700;TLCCH-M;99;24165;UNIDADES;6433                                                                                                                                                                                                                                                                                                         ;03112014;1;76;1;                                                     ;03112014;1;CNIU BL-CLSAI-006946291-X;22102014;LOA;116084             
3112014;6192843;39;200;3;4095;100;10304;0;3188;0;0;906;SAN ANTONIO;10;F;1;213;VERACRUZ;216;MEXICO;C.S.A.V.;224;90160000;7;C.C.N.I.;90596000;8;0;216;;31072015;142;1;5;1;15349,49;0;0;15349,49;0;0;0;1;1;4409;15349,49;0; ;0; ;0;3;3;SI; ;;0;;0;;1;SIN-CODIGO       ~BULBOS DE FLORES~;SOUTHERN BULBS-F~;DE LILIUM~;EN REPOSO VEGETATIVO;;;;6011011;10;22000;,697704;15349,49;61;;CLSCL-001596500-X;68;700;TLCCH-M;99;22000;UNIDADES;4409                                                                                                                                                                                                                                                                                                 ;03112014;1;76;1;                                                     ;03112014;1;CNIU BL-CLSAI-006946291-X;22102014;LOA;116084             
3112014;6193728;39;200;3;3279;100;10304;0;3188;0;0;906;SAN ANTONIO;8;F;1;213;VERACRUZ;216;MEXICO;C.S.A.V.;224;90160000;7;C.S.A.V.;90160000;7;0;216;;31072015;142;1;5;1;70260,75;0;0;70260,75;0;0;0;1;1;21000;70260,75;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO       ~BULBOS DE FLORES~;BULBOS DE LOS ANDES-F~;DE LILIUM~;EN REPOSO VEGETATIVO;;;;6011011;10;116030;,60554;70260,75;61;;NCLLNPNA1M800;68;700;TLCCH-M;99;116030;UNIDADES;21000                                                                                                                                                                                                                                                                                              ;03112014;1;76;1;                                                     ;03112014;1;NPNA1M800;22102014;LOA;116084                             
3112014;6194317;55;200;3;1976;100;14106;0;3188;0;0;908;SAN VICENTE;14;F;1;213;VERACRUZ;216;MEXICO;CSAV;997;90160000;7;CSAV;90160000;7;0;216;;2012015;142;1;5;1;26542,63;0;0;26542,63;0;0;0;1;1;11000;26542,63;2102,05; ;0; ;0;1;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;79050;,33577;26542,63;99;0000079050;UNIDAD;61;;NPNA1J800;68;700;TLCCH-M;11000                                                                                                                                                                                                                                                                                                   ;03112014;1;76;1;                                                     ;03112014;1;NPNA1J800;23102014;LOA;115875                             
3112014;6208401;48;200;3;917;100;9119;3;3188;0;0;992;AEROP.A.M.BENITEZ;9;R;4;141;MIAMI;225;U.S.A.;AMERICAN AIRLINES;225;59029940;5;AMERICAN AIRLINES;59029940;5;0;225;;27042015;13;3;11;1;1600;0;1289;311;0;0;0;1;80;300;311;1289; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      FLORES FRESCAS~S.G.2000-F~PEONIAS;~CORTADAS PARA RAMOS;;;;;;6031930;6;216;1,439815;311;99;;0000003200.000000 VARAS;68;650;TLCCH-USA;0;;;300                                                                                                                                                                                                                                                                                                                  ;03112014;1;22;80;ROTULADO                                            ;03112014;1;000000000000000000001-11141793;29102014;AA;487545         
4112014;6168998;55;200;3;1976;100;14106;0;3188;0;0;909;LIRQUEN;14;F;1;443;KOBE;331;JAPON;NIPPON YUSEN KAISHA(NYK);331;92048000;4;NIPPON YUSEN KAISHA(NYK);92048000;4;0;515;;2072015;142;1;5;1;14413,79;0;0;14413,79;0;0;0;1;1;6552;14413,79;2202,4; ;0; ;0;2;3;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;60175;,239531;14413,79;99;0000060175;UNIDAD;61;;7140460670;68;820;AAEECH-JAP;6552                                                                                                                                                                                                                                                                  ;04112014;1;76;1;                                                     ;04112014;1;NYKS7140460678;05102014;NYK LODESTAR;115561               
4112014;6186838;55;200;3;4095;100;10304;0;3188;0;0;909;LIRQUEN;10;F;1;441;TOKYO;331;JAPON;NYK;331;96602750;9;NYK;96602750;9;0;331;;16072015;142;3;5;1;5855,79;0;0;5855,79;0;0;0;1;1;2562;5855,79;756,84; ;0; ;0;2;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SOUTHERN BULBS TRADING-F~ DE LILIU;M~ EN REPOSO VEGETATIVO;;;;;;6011011;10;25400;,230543;5855,79;99;0000025400;UNIDAD;61;;7140462570;68;820;AAEECH-JAP;2562                                                                                                                                                                                                                                                                                                        ;04112014;1;76;1;                                                     ;04112014;1;NYKS7140462570;19102014;NYK LIBRA;116180                  
4112014;6191813;55;200;3;4095;100;10304;0;3188;0;0;908;SAN VICENTE;10;F;1;413;YANTIAN;336;CHINA;CSAV;997;90160000;7;CSAV;90160000;7;0;336;;16072015;142;3;5;1;13779,86;0;0;13779,86;0;0;0;1;1;7862;13779,86;1287,67; ;0; ;0;2;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ SOUTHERN BULBS -F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;70350;,195876;13779,86;99;0000070350;UNIDAD;61;;NPJA0JT00;68;816;TLCCH-CHCHI;7862                                                                                                                                                                                                                                                                                                  ;04112014;1;76;1;                                                     ;04112014;1;NPJA0JT00;19102014;MONTE VERDE;116254                     
4112014;6194307;55;200;3;1976;100;14106;0;3188;0;0;908;SAN VICENTE;14;F;1;213;VERACRUZ;216;MEXICO;CSAV;997;90160000;7;CSAV;90160000;7;0;515;;20072015;142;1;5;1;30096,85;0;0;30096,85;0;0;0;1;1;10000;30096,85;1910,95; ;0; ;0;2;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;71900;,418593;30096,85;99;0000071900;UNIDAD;61;;NPNA1J800;68;700;TLCCH-M;10000                                                                                                                                                                                                                                                                                                  ;04112014;1;76;1;                                                     ;04112014;1;NPNA1J801;23102014;LOA;115875                             
4112014;6195290;55;200;3;1976;100;14106;0;3188;0;0;926;CORONEL;14;F;1;622;ROTTERDAM;515;HOLANDA;CSAV;997;90160000;7;CSAV;90160000;7;0;515;;22072015;142;1;5;1;4928;0;0;4928;0;0;0;1;1;2478;4928;577,53; ;0; ;0;2;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;21100;,233555;4928;99;0000021100;UNIDAD;61;;NPJA0KQ00;68;800;AAPCCH-UE;2478                                                                                                                                                                                                                                                                                                                     ;04112014;1;76;1;                                                     ;04112014;1;NPJA0KQ01;25102014;MSC ROMANOS;115789                     
4112014;6200679;39;200;3;3279;93,3;10304;3;4095;6,7;10304;906;SAN ANTONIO;10;F;1;622;ROTTERDAM;515;HOLANDA;MEDITERRANEAN SHIPPING CO. SA;508;96707720;8;MEDITERRANEAN SHIPPING CO. SA;96707720;8;0;515;;1082015;142;3;5;1;31654,36;0;0;31654,36;0;0;0;1;1;21000;31654,36;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO       ~BULBOS DE FLORES~;BULBOS DE LOS ANDES-F~;DE LILIUM~;EN REPOSO VEGETATIVO;;;;6011011;10;171875;,184171;31654,36;61;;ISA0421085;68;800;AAPCCH-UE;99;171875;UNIDADES;21000                                                                                                                                                                                                                                          ;04112014;1;76;1;                                                     ;04112014;1;MSCUTJ831506;26102014;MSC ROMANOS;116220                  
4112014;6206555;48;200;3;4196;100;10301;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;472;DUBAI;341;EMIR.ARAB.UNID.;LAN CHILE;997;89862200;2;DANGEROUS & DRY CARGO S.A.;99535350;4;0;341;;28112014;13;3;2;1;2780;0;605;2175;0;0;0;1;16;105;2175;605; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FLORES DE PEONIA~ EDUARDO ENGLER-F~ VAR.CORAL SUNSET;,PEONIA SPP~ FRESCAS;;;;;;6031930;6;91;23,901099;2175;99;0000002000;VARAS;68;;SIN ACUERDO;0;;;105                                                                                                                                                                                                                                                                                          ;04112014;1;22;16;ROT.                                                ;04112014;1;176-82443664;29102014;LAN CHILE;486828                    
4112014;6209805;48;200;3;4196;100;10301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;AMERICAN AIRLINES;225;59029940;5;DANGEROUS & DRY CARGO S.A.;99535350;4;0;225;;26072015;13;3;2;1;3782,55;0;1790,55;1992;0;0;0;1;83;472,4;1992;1790,55; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FLORES DE PEONIA~ EDUARDO ENGLER-F~ VAR.CORAL SUNSET;,PEONIA SPP~ FRESCAS;;;;;;6031930;6;398,4;5;1992;99;0000006640;VARAS;20;;MERCANCIAS MAS DE UN MODELO.;68;650;TLCCH-USA;472,4                                                                                                                                                                                                                                                  ;04112014;1;22;83;ROT.                                                ;04112014;1;001-11141933;29102014;AMERICAN AIRLINES;487545            
4112014;6209881;48;200;3;4196;100;10301;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;472;DUBAI;341;EMIR.ARAB.UNID.;LAN CHILE;997;89862200;2;DANGEROUS & DRY CARGO S.A.;99535350;4;0;341;;1122014;13;3;2;1;2840;0;450;2390;0;0;0;1;12;68;2390;450; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FLORES DE PEONIA~ EDUARDO ENGLER-F~ VAR.MIX,PEONIA S;PP~ FRESCAS;;;;;;6031930;6;56;42,678571;2390;99;0000001334;KN;20;;MERCANCIAS MAS DE UN MODELO.;68;;SIN ACUERDO;68                                                                                                                                                                                                                                                                           ;04112014;1;22;12;ROT.                                                ;04112014;1;176-82443642;01112014;LAN CHILE;487059                    
5112014;6200413;34;200;3;4095;100;10304;0;3188;0;0;905;VALPARAISO;10;F;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;HAMBURG SUD COLUMBUS LINE CHILE;224;59059900;K;HAMBURG SUD COLUMBUS LINE CHILE;59059900;K;0;330;;2082015;142;3;5;1;35347,55;0;0;35347,55;0;0;0;1;1;19877;35347,55;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO       ~BULBOS DE FLORES~;SOUTHERN BULBS-F~;DE LILIUM~;EN REPOSO VEGETATIVO;;;;6011011;10;214200;,165021;35347,55;61;;4SCLKU5224;68;0;SIN ACUERDO;99;214200;UNIDADES;19877                                                                                                                                                                                                                                           ;05112014;1;76;1;                                                     ;05112014;1;SUDUB46013316004;29102014;ROTTERDAM;116043                
5112014;6200442;34;200;3;4095;100;10304;0;3188;0;0;905;VALPARAISO;8;F;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;HAMBURG SUD COLUMBUS LINE CHILE;224;59059900;K;HAMBURG SUD COLUMBUS LINE CHILE;59059900;K;0;330;;2082015;142;3;5;1;30200,18;0;0;30200,18;0;0;0;1;1;20645;30200,18;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO       ~BULBOS DE FLORES~;SOUTHERN BULBS-F~;DE LILIUM~;EN REPOSO VEGETATIVO;;;;6011011;10;184000;,164131;30200,18;61;;4SCLKU5226;68;0;SIN ACUERDO;99;184000;UNIDADES;20645                                                                                                                                                                                                                                            ;05112014;1;76;1;                                                     ;05112014;1;SUDUB46013316006;29102014;ROTTERDAM;116043                
5112014;6200494;34;200;3;4095;100;10304;0;3188;0;0;905;VALPARAISO;10;F;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;HAMBURG SUD COLUMBUS LINE CHILE;224;59059900;K;HAMBURG SUD COLUMBUS LINE CHILE;59059900;K;0;330;;2082015;142;3;5;1;31200,3;0;0;31200,3;0;0;0;1;1;20192;31200,3;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO       ~BULBOS DE FLORES~;SOUTHERN BULBS-F~;DE LILIUM~;EN REPOSO VEGETATIVO;;;;6011011;10;193860;,160942;31200,3;61;;4SCLKU5225;68;0;SIN ACUERDO;99;193860;UNIDADES;20192                                                                                                                                                                                                                                               ;05112014;1;76;1;                                                     ;05112014;1;SUDUB46013316005;29102014;ROTTERDAM;116043                
5112014;6202510;34;200;3;4095;100;10304;0;3188;0;0;905;VALPARAISO;10;F;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;HAMBURG SUD COLUMBUS LINE CHILE;224;59059900;K;HAMBURG SUD COLUMBUS LINE CHILE;59059900;K;0;330;;2082015;142;3;5;1;11404,03;0;0;11404,03;0;0;0;1;1;6966;11404,03;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO       ~BULBOS DE FLORES~;SOUTHERN BULBS-F~;DE LILIUM~;EN REPOSO VEGETATIVO;;;;6011011;10;63000;,181016;11404,03;61;;4SCLKU5228;68;0;SIN ACUERDO;99;63000;UNIDADES;6966                                                                                                                                                                                                                                               ;05112014;1;75;1;                                                     ;05112014;1;SUDUB46013316008;29102014;ROTTERDAM;116043                
5112014;6202589;34;200;3;1976;100;14106;0;3188;0;0;905;VALPARAISO;14;F;1;452;KEELUNG;330;TAIWAN (FORMOSA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;26072015;142;1;5;1;7215,5;0;0;7215,5;0;0;0;1;1;4851;7215,5;1063,07; ;0; ;0;2;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;23690;,30458;7215,5;99;0000023690;UNIDAD;61;;4SCLKU5240;68;;SIN ACUERDO;4851                                                                                                                                                                                                                                                                                      ;05112014;1;76;1;                                                     ;05112014;1;SUDUB46013316010;29102014;ROTTERDAM;116043                
5112014;6204665;48;200;3;1976;100;14106;0;3188;0;0;992;AEROP.A.M.BENITEZ;14;R;4;180;OTROS PUERTOS DE EST;225;U.S.A.;AMERICAN AIRLINE;225;59029940;5;KUEHNE &  NAGEL LTDA;79769320;0;0;515;;30072015;142;1;5;1;4638,72;0;0;4638,72;0;0;0;1;70;1512;4638,72;4264,5; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;21000;,220891;4638,72;99;0000021000;UNIDAD;59;;NO SE REQUIERE FITOSANITARIO;68;;SIN ACUERDO;1512                                                                                                                                                                                                                                      ;05112014;1;27;70;ROTULADO                                            ;05112014;1;SCL00155805;02112014;AA;490140                            
6112014;6193724;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;14;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;NEWPORT CARGO S.A.;76320340;9;0;515;;15072015;13;3;9;1;6035,25;0;1555,25;4480;0;0;0;2;73;430;4480;1555,25; ;0; ;6035,25;0;0;NO; ;;0;;0;;1;VIBURNUM        ~ VIBURNUM FRESCO~ CHILFRESH-F~ GRADO 70 CM~ VIBURNUMO;PULUS;;;;;;6031999;6;270;13,074074;3530;99;7060;VARAS;68;;SIN ACUERDO;0;;;306                                                                                                                                                                                                                                                                                                         ;06112014;1;22;73;ROTULADO                                            ;06112014;1;045-87552813;18102014;LAN CHILE;485488                    
6112014;6193724;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;14;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;NEWPORT CARGO S.A.;76320340;9;0;515;;15072015;13;3;9;1;6035,25;0;1555,25;4480;0;0;0;2;73;430;4480;1555,25; ;0; ;6035,25;0;0;NO; ;;0;;0;;2;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 60CM~ PAEONIA SPP;;;;;;;6031930;6;95;10;950;99;1900;VARAS;0;;;0;;;124                                                                                                                                                                                                                                                                                                                                    ;06112014;1;22;73;ROTULADO                                            ;06112014;1;045-87552813;18102014;LAN CHILE;485488                    
6112014;6195292;55;200;3;1976;100;14106;0;3188;0;0;926;CORONEL;14;F;1;499;HO CHI MINH;325;VIETNAM;CMA CGM;505;80992000;3;CMA CGM;80992000;3;0;515;;24072015;142;1;5;1;68618,9;0;0;68618,9;0;0;0;1;1;22050;68618,9;4688,8; ;0; ;0;0;0;NO; ;;0;;0;;1;BULBOS          ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN R;EPOSO VEGETATIVO;;;;;;6011011;10;236025;,290727;68618,9;99;0000236025;UNIDAD;61;;SNG0171126;68;829;TLCCH-VIET;22050                                                                                                                                                                                                                                                                                            ;06112014;1;76;1;                                                     ;06112014;1;CL1381689;27102014;MSC VALENCIA;115832                    
6112014;6195912;48;200;3;688;100;14101;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;251;LIMA;219;PERU;LAN CHILE;997;89862200;2;NEWPORT CARGO S.A.;76320340;9;0;219;;8072015;13;1;5;1;12600;0;0;12600;0;0;0;1;111;857;12600;2318,38; ;0; ;0;0;0;NO; ;;0;;0;;1;TULIP-FRES      ~ TULIPANES~ A. FLOWERS-F~ FRESCOS~ TULIPA SP;;;;;;;6031920;6;740;17,027027;12600;99;0000020800;VARAS;20;;MERCANCIAS MAS DE UN MODELO.;68;538;ACE;857                                                                                                                                                                                                                                                                                                           ;06112014;1;22;111;ROTULADO                                           ;06112014;1;045-87512390;21102014;LAN CHILE;485825                    
6112014;6198058;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;NEWPORT CARGO S.A.;76320340;9;0;515;;19072015;13;3;9;1;7598;0;1598;6000;0;0;0;1;60;360;6000;1598; ;0; ;7598;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP~;;;;;;6031930;6;290;20,689655;6000;99;0000006000;UNIDADES;68;;SIN ACUERDO;0;;;360                                                                                                                                                                                                                                                                                                              ;06112014;1;22;60;ROTULADO                                            ;06112014;1;045-87553281;22102014;LAN CHILE;485881                    
6112014;6200386;34;200;3;4095;100;10304;0;3188;0;0;905;VALPARAISO;10;F;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;HAMBURG SUD COLUMBUS LINE CHILE;224;59059900;K;HAMBURG SUD COLUMBUS LINE CHILE;59059900;K;0;330;;3082015;142;3;5;1;37973,07;0;0;37973,07;0;0;0;1;1;19818;37973,07;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO       ~BULBOS DE FLORES~;SOUTHERN BULBS-F~;DE LILIUM~;EN REPOSO VEGETATIVO;;;;6011011;10;229100;,165749;37973,07;61;;4SCLKU5223;68;0;SIN ACUERDO;99;229100;UNIDADES;19818                                                                                                                                                                                                                                           ;06112014;1;76;1;                                                     ;06112014;1;SUDUB46013316003;29102014;ROTTERDAM;116043                
