1072014;6024552;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;8;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;20032015;13;1;11;1;164985,6;0;11481,6;153504;0;0;0;1;26;21265,92;153504;11481,6; ;0; ;0;0;0;NO; ;;0;;0;;1;0602PLANTASSA   ~ PLANTAS DE FRUTILLAS VIVAS FRESCAS~ LLAHUEN-F~ SAN;ANDREAS~ (FRESA);;;;;;6029023;6;20017,92;7,668329;153504;68;500;ACEM;0;;;0;;;21265,92                                                                                                                                                                                                                                                                                                ;01072014;1;80;26;LLAHUEN                                             ;01072014;1;CL.910.002083;23062014;;                                  
1072014;6025989;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;8;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;21032015;13;1;11;1;164985,6;0;11481,6;153504;0;0;0;1;26;20716,8;153504;11481,6; ;0; ;0;0;0;NO; ;;0;;0;;1;0602PLANTASPO   ~ PLANTAS DE FRUTILLAS VIVAS FRESCAS~ LLAHUEN-F~ PORT;OLA~ (FRESA);;;;;;6029023;6;19468,8;7,884615;153504;68;500;ACEM;0;;;0;;;20716,8                                                                                                                                                                                                                                                                                                      ;01072014;1;80;26;LLAHUEN                                             ;01072014;1;CL.910.002085;24062014;;                                  
4072014;5994537;55;200;3;769;100;10203;0;3188;0;0;926;CORONEL;10;R;1;542;GENOVA;504;ITALIA;MEDITERRANEAN SHIPPING;508;96707720;8;MEDITERRANEAN SHIPPING;96707720;8;0;504;;30032015;142;1;1;11;34490,27;0;2441,75;32048,52;0;0;0;1;1;7070;32048,52;2386; ;55,75; ;34490,27;0;0;NO; ;;0;;0;;1;R5-FR           ~ MUSGO SECO~ COM. MUSGOS ALPHA MOSS LTDA.-F~ SPHAGNUM;MOSS, CALIDAD SUPERIOR~ LOS DE;MAS PRODUCTOS VEGETALES, PARAU;SO EN ORNAMENTACION;;;;6049000;6;7000;4,57836;32048,52;99;0000007000;KILO NETO;61;;SA0402809;68;800;AAPCCH-UE;7070                                                                                                                                                                                      ;04072014;1;74;1;                                                     ;04072014;1;MSCUTJ606403;14062014;CSAV SUAPE;110958                   
4072014;6003884;55;200;3;769;100;10203;0;3188;0;0;926;CORONEL;10;R;1;551;FOS SUR MER;505;FRANCIA;MEDITERRANEAN SHIPPING;508;96707720;8;MEDITERRANEAN SHIPPING;96707720;8;0;505;;30032015;142;1;1;1;35088,61;0;2345,89;32742,72;0;0;0;1;1;5999;32742,72;2286; ;59,89; ;35088,61;0;0;NO; ;;0;;0;;1;R5-FR           ~ MUSGO SECO~ COM. MUSGOS ALPHA MOSS LTDA.-F~ SPHAGNUM;MOSS, CALIDAD SUPERIOR~ LOS DE;MAS PRODUCTOS VEGETALES, PARAU;SO EN ORNAMENTACION;;;;6049000;6;5940;5,512242;32742,72;99;0000005940;KILO NETO;61;;SA0404670;68;800;AAPCCH-UE;5999                                                                                                                                                                                ;04072014;1;74;1;                                                     ;04072014;1;MSCUTJ603830;12062014;RIO EIDER;111454                    
4072014;6009306;39;200;3;3803;100;10304;0;3188;0;0;906;SAN ANTONIO;10;F;1;813;MELBOURNE;406;AUSTRALIA;M.S.C.;508;96707720;8;M.S.C.;96707720;8;0;406;;13032015;142;3;5;1;58268,68;0;0;58268,68;0;0;0;1;1;19950;58268,68;5511; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES ~ SOUTHERN BULBS TRADING-F~ DE LILI;UM ~ EN REPOSO VEGETATIVO;;;;;;6011011;10;315000;,18498;58268,68;68;825;TLCCH-AUS;61;;ISA0403966;99;0000315000;UNIDAD;19950                                                                                                                                                                                                                                                                                 ;04072014;1;76;1;                                                     ;04072014;1;MSCUTJ626831;16062014;CSAV SUAPE;111163                   
4072014;6009311;39;200;3;3803;100;10304;0;3188;0;0;906;SAN ANTONIO;10;F;1;813;MELBOURNE;406;AUSTRALIA;M.S.C.;508;96707720;8;M.S.C.;96707720;8;0;406;;13032015;142;3;5;1;56612,9;0;0;56612,9;0;0;0;1;1;19912;56612,9;5511; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES ~ SOUTHERN BULBS TRADING-F~ DE LILI;UM ~ EN REPOSO VEGETATIVO;;;;;;6011011;10;324300;,17457;56612,9;68;825;TLCCH-AUS;61;;ISA0403966;99;0000324300;UNIDAD;19912                                                                                                                                                                                                                                                                                     ;04072014;1;76;1;                                                     ;04072014;1;MSCUTJ626948;16062014;CSAV SUAPE;111163                   
4072014;6028632;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;8;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;23032015;13;1;11;1;163737,6;0;11481,6;152256;0;0;0;3;26;19144,32;152256;11481,6; ;0; ;0;0;0;NO; ;;0;;0;;1;0602PLANTASSA   ~ PLANTAS DE FRUTILLAS VIVAS FRESCAS~ LLAHUEN-F~ SAN;ANDREAS~ (FRESA)~;;;;;;6029023;6;4129,92;8,577406;35424;68;500;ACEM;0;;;0;;;4417,92                                                                                                                                                                                                                                                                                                  ;04072014;1;80;26;LLAHUEN                                             ;04072014;1;CL.910.002086;26062014;;                                  
4072014;6028632;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;8;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;23032015;13;1;11;1;163737,6;0;11481,6;152256;0;0;0;3;26;19144,32;152256;11481,6; ;0; ;0;0;0;NO; ;;0;;0;;2;0602PLANTASPO   ~ PLANTAS DE FRUTILLAS VIVAS FRESCAS~ LLAHUEN-F~ PORT;OLA~ (FRESA);;;;;;6029023;6;4818,24;8,577406;41328;0;;;0;;;0;;;5154,24                                                                                                                                                                                                                                                                                                              ;04072014;1;80;26;LLAHUEN                                             ;04072014;1;CL.910.002086;26062014;;                                  
4072014;6028632;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;8;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;23032015;13;1;11;1;163737,6;0;11481,6;152256;0;0;0;3;26;19144,32;152256;11481,6; ;0; ;0;0;0;NO; ;;0;;0;;3;0602PLANTASAR   ~ PLANTAS DE FRUTILLAS VIVAS FRESCAS~ LLAHUEN-F~ AROM;AS~ (FRESA);;;;;;6029023;6;8948,16;8,437936;75504;0;;;0;;;0;;;9572,16                                                                                                                                                                                                                                                                                                               ;04072014;1;80;26;LLAHUEN                                             ;04072014;1;CL.910.002086;26062014;;                                  
4072014;6030085;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;8;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;23032015;13;1;11;1;164985,6;0;11481,6;153504;0;0;0;1;26;21016,32;153504;11481,6; ;0; ;0;0;0;NO; ;;0;;0;;1;0602PLANTASPO   ~ PLANTAS DE FRUTILLAS VIVAS FRESCAS~ LLAHUEN-F~ PORT;OLA~ (FRESA);;;;;;6029023;6;19768,32;7,765152;153504;68;500;ACEM;0;;;0;;;21016,32                                                                                                                                                                                                                                                                                                   ;04072014;1;80;26;LLAHUEN                                             ;04072014;1;CL.910.002087;26062014;;                                  
