1122016;7141278;48;200;3;2723;100;13101;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;291;AMSTERDAM;515;HOLANDA;ULTRAMAR AGENCIA MARITIMA LTDA;997;80992000;3;AIR SEA WORLDWIDE S.A.;96879620;8;0;515;;2062016;142;1;11;32;6570,64;0;0;6570,64;0;0;0;1;347;812;6570,64;2430; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~FOLLAJE ~FLOREXPERT-F~DE FALSO PIMIENTO~DE 65 X 35 X;8.5, PARA RAMOS O ADORNOS;;;;;;6049000;6;638;10,298809;6570,64;99;3470;TALLOS;68;;SIN ACUERDO;0;;;812                                                                                                                                                                                                                                                             ;01122016;1;22;347;ROTULADO                                           ;01122016;1;176-60123711;03062016;EMIRATES SKY CARGO;587658           
1122016;7282177;48;200;3;2723;100;13101;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;AIR SEA WORLDWIDE S.A.;96879620;8;0;225;;6092016;13;1;5;32;2400;0;0;2400;0;0;0;1;47;150;2400;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~FLORES FRESCAS~COMERCIALIZADORA FLOREXPERT-F~VARIEDAD;RANUNCULO~PARA USO DECORATIV;O DE INTERIOR Y EXTERIOR DE ES;PACIOS.;;;;6039000;6;100;24;2400;99;4800;TALLOS;68;;SIN ACUERDO;0;;;150                                                                                                                                                                                                                                                                       ;01122016;1;22;47;ROTULADO                                            ;01122016;1;045-00997920;07092016;LAN CHILE;604075                    
1122016;7289233;48;200;3;2723;100;13101;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;NEXUS LOGISTCS S.A;76320340;9;0;225;;9092016;13;1;5;32;4350;0;0;4350;0;0;0;1;58;261;4350;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~FLORES FRESCAS~COMERCIALIZADORA FLOREXPERT-F~VARIEDAD;RANUNCULO~PARA USO DECORATIV;O DE INTERIOR Y EXTERIOR DE ES;PACIOS.;;;;6039000;6;200;21,75;4350;99;8700;TALLOS;68;;SIN ACUERDO;0;;;261                                                                                                                                                                                                                                                                        ;01122016;1;22;58;ROTULADO                                            ;01122016;1;045-89033604;09092016;LAN CHILE;603305                    
1122016;7302896;48;200;3;2723;100;13101;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;141;MIAMI;225;U.S.A.;LAN CARGO S.A.;997;96731890;6;NEXUS LOGISTCS S.A;76320340;9;0;225;;21092016;13;1;5;32;4485;0;0;4485;0;0;0;1;85;300;4485;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~FLORES FRESCAS~COMERCIALIZADORA FLOREXPERT-F~VARIEDAD;RANUNCULO~PARA USO DECORATIV;O DE INTERIOR Y EXTERIOR DE ES;PACIOS.;;;;6039000;6;200;22,425;4485;99;8970;TALLOS;68;;SIN ACUERDO;0;;;300                                                                                                                                                                                                                                                                  ;01122016;1;22;85;ROTULADO                                            ;01122016;1;045-89033560;21092016;LAN CARGO;605193                    
1122016;7313207;48;200;3;2723;100;13101;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;NEXUS LOGISTCS S.A;76320340;9;0;225;;28092016;13;1;5;32;92340;0;0;92340;0;0;0;1;90;215;92340;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~FLORES FRESCAS~COMERCIALIZADORA FLOREXPERT-F~VARIEDAD;RANUNCULO~PARA USO DECORATIV;O DE INTERIOR Y EXTERIOR DE ES;PACIOS.;;;;6039000;6;150;615,6;92340;99;9720;TALLOS;68;;SIN ACUERDO;0;;;215                                                                                                                                                                                                                                                                    ;01122016;1;22;90;ROTULADO                                            ;01122016;1;045-89033545;28092016;LAN CHILE;606124                    
1122016;7330973;48;200;3;2723;100;13101;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;291;AMSTERDAM;515;HOLANDA;UNITED AIRLINES;225;59035490;2;NEXUS LOGISTCS S.A;76320340;9;0;515;;12102016;142;1;11;32;34380,62;0;0;34380,62;0;0;0;1;65;430;36414,57;2155; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~FLORES FRESCAS~COMERCIALIZADORA FLOREXPERT-F~VARIEDAD;PEONIAS~PARA DECORACION DE IN;TERIOR Y EXTERIOR.;;;;;6039000;6;330;110,347182;36414,57;99;6500;TALLOS;68;;SIN ACUERDO;0;;;430                                                                                                                                                                                                                                                     ;01122016;1;22;65;ROTULADO                                            ;01122016;1;016-08034563;12102016;UNITED AIRLINES;608993              
1122016;7333089;48;200;3;2723;100;13101;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;NEXUS LOGISTCS S.A;76320340;9;0;225;;13102016;13;1;5;32;10135;0;0;10135;0;0;0;2;107;345;10135;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~FLORES FRESCAS~COMERCIALIZADORA FLOREXPERT-F~VARIEDAD;PEONIAS~PARA DECORACION DE IN;TERIOR Y EXTERIOR.;;;;;6039000;6;155,4;40,540541;6300;99;2100;TALLOS;68;;SIN ACUERDO;0;;;214,45                                                                                                                                                                                                                                                                             ;01122016;1;22;107;ROTULADO                                           ;01122016;1;045-99370106;13102016;LAN CHILE;609494                    
1122016;7333089;48;200;3;2723;100;13101;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;NEXUS LOGISTCS S.A;76320340;9;0;225;;13102016;13;1;5;32;10135;0;0;10135;0;0;0;2;107;345;10135;0; ;0; ;0;0;0;NO; ;;0;;0;;2;SIN-CODIGO      ~FLORES FRESCAS~COMERCIALIZADORA FLOREXPERT-F~VARIEDAD;PEONIAS~PARA DECORACION DE IN;TERIOR Y EXTERIOR.;;;;;6039000;6;94,6;40,539112;3835;99;3250;TALLOS;68;;SIN ACUERDO;0;;;130,55                                                                                                                                                                                                                                                                              ;01122016;1;22;107;ROTULADO                                           ;01122016;1;045-99370106;13102016;LAN CHILE;609494                    
1122016;7338868;55;200;3;1976;100;14106;0;3188;0;0;909;LIRQUEN;10;F;1;441;TOKYO;331;JAPON;NIPPON YUSEN KAISHA;331;96566940;K;NIPPON YUSEN KAISHA;96566940;K;0;331;;19072017;142;1;5;1;48226,75;0;0;48226,75;0;0;270;1;1;19998;48226,75;0; ;0; ;0;0;0;NO; ;;0;;0;;1;06011011        ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN;REPOSO VEGETATIVO;;;;;;6011011;10;197600;,244063;48226,75;99;0000013496;KN;33;;0000000004.00;68;820;AAEECH-JAP;19998                                                                                                                                                                                                                                                                             ;01122016;1;76;1;                                                     ;01122016;1;NYKSSCLS06444600;23102016;NYK LODESTAR;144131             
1122016;7338870;55;200;3;1976;100;14106;0;3188;0;0;909;LIRQUEN;10;F;1;499;HAIPHONG;325;VIETNAM;MITSUI O.S.K. LINES (MOL);999;80992000;3;MITSUI O.S.K. LINES (MOL);80992000;3;0;325;;19072017;142;1;5;1;33804,51;0;0;33804,51;0;0;270;1;1;22320;33804,51;0; ;0; ;0;0;0;NO; ;;0;;0;;1;06011011        ~ BULBOS DE FLORES~ VALDIVIA LILIES-F~ DE LILIUM~ EN;REPOSO VEGETATIVO;;;;;;6011011;10;131465;,257137;33804,51;99;0000015464;KN;33;;0000000004.40;68;829;TLCCH-VIET;22320                                                                                                                                                                                                                                                            ;01122016;1;76;1;                                                     ;01122016;1;MOLU27803612580;23102016;NYK LODESTAR;144131              
