6062016;7110389;34;200;3;126;100;13404;0;3188;0;0;905;VALPARAISO;8;F;1;217;MANZANILLO;216;MEXICO;NYK SUDAMERICA (CHILE) LTDA.;997;96602750;9;INT, CARGO GROUP SPA;77217890;5;0;216;;13022017;13;1;2;1;829296;0;45648;783648;0;0;270;2;8;114662,7;783648;45648; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS DE FRUTILLAS VIVAS FRESCAS;LLAHUEN-F;ALBION;(FRESA);;;;6029023;6;105651,84;7,32186;773568;61;;SCLS01480100;68;700;TLCCH-M;33;;0000000023.00;113236,14                                                                                                                                                                                                                                                                                    ;06062016;1;76;8;                                                     ;06062016;1;SAIMEXMF502-052016;19052016;NYK LEO;138560                
6062016;7110389;34;200;3;126;100;13404;0;3188;0;0;905;VALPARAISO;8;F;1;217;MANZANILLO;216;MEXICO;NYK SUDAMERICA (CHILE) LTDA.;997;96602750;9;INT, CARGO GROUP SPA;77217890;5;0;216;;13022017;13;1;2;1;829296;0;45648;783648;0;0;270;2;8;114662,7;783648;45648; ;0; ;0;0;0;NO; ;;0;;0;;2;PLANTAS DE FRUTILLAS VIVAS FRESCAS;LLAHUEN-F;MONTEREY;(FRESA);;;;6029023;6;1330,56;7,575758;10080;0;;;0;;;0;;;1426,56                                                                                                                                                                                                                                                                                                                            ;06062016;1;76;8;                                                     ;06062016;1;SAIMEXMF502-052016;19052016;NYK LEO;138560                
6062016;7117444;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;7;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;13022017;13;1;11;1;136780,8;0;9984;126796,8;0;0;270;1;26;17521,92;126796,8;9984; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS DE FRUTILLAS VIVAS FRESCAS;LLAHUEN-F;SANANDREAS;(FRESA);;;;6029023;6;16273,92;7,791411;126796,8;68;500;ACEM;0;;;0;;;17521,92                                                                                                                                                                                                                                                                                                                      ;06062016;1;80;26;LLAHUEN                                             ;06062016;1;CL.910.002230;19052016;;                                  
6062016;7117445;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;7;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;13022017;13;1;11;1;136780,8;0;9984;126796,8;0;0;270;1;26;18570,24;126796,8;9984; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS DE FRUTILLAS VIVAS FRESCAS;LLAHUEN-F;SANANDREAS;(FRESA);;;;6029023;6;17322,24;7,319885;126796,8;68;500;ACEM;0;;;0;;;18570,24                                                                                                                                                                                                                                                                                                                      ;06062016;1;80;26;LLAHUEN                                             ;06062016;1;CL.910.002231;19052016;;                                  
6062016;7122841;39;200;3;2723;100;13101;0;3188;0;0;906;SAN ANTONIO;13;F;1;443;KOBE;331;JAPON;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;331;;26082016;13;3;5;1;37912;0;0;37912;0;0;90;2;1;3340;37912;0; ;0; ;0;0;0;NO; ;;0;;0;;1;FOLLAJE FALSO PIMIENTO;FLORICULTURA NOVAZEL-F;252000 VARAS EN 700 CAJAS;;;;;6049000;6;2520;13,933333;35112;33;;0000000000.60;61;;8011013550;68;;SIN ACUERDO;3220                                                                                                                                                                                                                                                                                                                               ;06062016;1;76;1;                                                     ;06062016;1;16050018507;26052016;CSCL LONG BEACH;138840               
6062016;7122841;39;200;3;2723;100;13101;0;3188;0;0;906;SAN ANTONIO;13;F;1;443;KOBE;331;JAPON;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;331;;26082016;13;3;5;1;37912;0;0;37912;0;0;90;2;1;3340;37912;0; ;0; ;0;0;0;NO; ;;0;;0;;2;FLOR DE HORTENCIA;FLORICULTURA;NOVAZEL-F;1400 VARAS EN 40 CAJAS;;;;6031999;6;80;35;2800;99;0000000040;CAJAS;0;;;0;;;120                                                                                                                                                                                                                                                                                                                                                                        ;06062016;1;76;1;                                                     ;06062016;1;16050018507;26052016;CSCL LONG BEACH;138840               
7062016;7085466;48;200;3;1389;100;5301;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;F;4;134;NEW YORK;225;U.S.A.;LATAM AIRLINES GROUP;997;89862200;2;AIR SEA WORLDWIDE S.;96879620;8;0;225;;24012017;13;1;5;1;1250;0;0;1250;0;0;1;3;23;116;1250;0; ;0; ;0;0;0;NO; ;;0;;0;;1;LILIUM FRESCOS;FRUTAS EL HIGUERAL-F;60-90 CMS.;LILIUM SPP;PARA ADORNO;;;6031500;6;35;11,914286;417;68;650;TLCCH-USA;0;;;0;;;39,5                                                                                                                                                                                                                                                                                                                                        ;07062016;1;22;23;ROTULADO                                            ;07062016;1;045-83023150;29042016;LATAM AIRLINES GROUP;580086         
7062016;7085466;48;200;3;1389;100;5301;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;F;4;134;NEW YORK;225;U.S.A.;LATAM AIRLINES GROUP;997;89862200;2;AIR SEA WORLDWIDE S.;96879620;8;0;225;;24012017;13;1;5;1;1250;0;0;1250;0;0;1;3;23;116;1250;0; ;0; ;0;0;0;NO; ;;0;;0;;2;LEUCADENDRON FRESCOS;FRUTAS EL HIGUERAL-F;60-90 CMS.;PARA ADORNO;;;;6031999;6;35;11,885714;416;68;650;TLCCH-USA;0;;;0;;;38                                                                                                                                                                                                                                                                                                                                              ;07062016;1;22;23;ROTULADO                                            ;07062016;1;045-83023150;29042016;LATAM AIRLINES GROUP;580086         
7062016;7085466;48;200;3;1389;100;5301;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;F;4;134;NEW YORK;225;U.S.A.;LATAM AIRLINES GROUP;997;89862200;2;AIR SEA WORLDWIDE S.;96879620;8;0;225;;24012017;13;1;5;1;1250;0;0;1250;0;0;1;3;23;116;1250;0; ;0; ;0;0;0;NO; ;;0;;0;;3;MEZCLA DE FLORES FRESCAS;FRUTAS EL HIGUERAL-F;60-90 CMS.;PARA ADORNO;CORTADASAMANO;;;6039000;6;35;11,914286;417;68;650;TLCCH-USA;0;;;0;;;38,5                                                                                                                                                                                                                                                                                                                           ;07062016;1;22;23;ROTULADO                                            ;07062016;1;045-83023150;29042016;LATAM AIRLINES GROUP;580086         
7062016;7108634;55;200;3;5496;100;10304;0;3188;0;0;926;CORONEL;10;F;1;622;ROTTERDAM;515;HOLANDA;MSC;508;96707720;8;MSC;96707720;8;0;515;;14022017;142;3;5;1;34941,63;0;0;34941,63;0;0;270;1;1;19635;34941,63;3696; ;0; ;0;0;0;NO; ;;0;;0;;1;BULBOS DE FLORES;SOUTHERN TULIPS SPA-F;DE TULIPAN;;;;;6011012;10;628600;,055586;34941,63;33;;0000000004.00;68;800;AAPCCH-UE;99;0000628600;UNIDADES;19635                                                                                                                                                                                                                                                                                                                                     ;07062016;1;76;1;                                                     ;07062016;1;MSCUW5900318;20052016;MSC LORENA;138507                   
7062016;7108668;55;200;3;5496;100;10304;0;3188;0;0;926;CORONEL;10;F;1;622;ROTTERDAM;515;HOLANDA;MSC;508;96707720;8;MSC;96707720;8;0;515;;14022017;142;3;5;1;29416,34;0;0;29416,34;0;0;270;1;1;18545;29416,34;3696; ;0; ;0;0;0;NO; ;;0;;0;;1;BULBOS DE FLORES;SOUTHERN TULIPS SPA-F;DE TULIPAN;;;;;6011012;10;529200;,055586;29416,34;68;800;AAPCCH-UE;33;;0000000003.80;99;0000529200;UNIDADES;18545                                                                                                                                                                                                                                                                                                                                     ;07062016;1;76;1;                                                     ;07062016;1;MSCUW5903338;20052016;MSC LORENA;138507                   
7062016;7108674;55;200;3;5496;100;10304;0;3188;0;0;926;CORONEL;10;F;1;622;ROTTERDAM;515;HOLANDA;MSC;508;96707720;8;MSC;96707720;8;0;515;;14022017;142;3;5;1;30428,02;0;0;30428,02;0;0;270;1;1;18135;30428,02;3696; ;0; ;0;0;0;NO; ;;0;;0;;1;BULBOS DE FLORES;SOUTHERN TULIPS SPA-F;DE TULIPAN;;;;;6011012;10;547400;,055586;30428,02;33;;0000000003.60;68;800;AAPCCH-UE;99;0000547400;UNIDADES;18135                                                                                                                                                                                                                                                                                                                                     ;07062016;1;76;1;                                                     ;07062016;1;MSCUW5900235;20052016;MSC LORENA;138507                   
7062016;7126356;55;200;3;3803;100;10301;0;3188;0;0;908;SAN VICENTE;10;F;1;213;VERACRUZ;216;MEXICO;HAPAG-LLOYD;563;80992000;3;HAPAG-LLOYD;80992000;3;0;216;;23022017;13;3;5;1;51600;0;0;51600;0;0;270;1;1;20223;51600;0; ;0; ;0;0;0;NO; ;;0;;0;;1;BULBOS DE TULIPAN;COMER. SOUTHERN TULIPS-F;EN REPOSO VEGETATIVO;PARA REPRODUCCION VEGETAL;;;;6011012;10;516000;,1;51600;99;0000018012;KN;33;;0000000004.00;68;700;TLCCH-M;20223                                                                                                                                                                                                                                                                                                         ;07062016;1;76;1;                                                     ;07062016;1;HLCUSCL160540591;29052016;LIMARI;139012                   
8062016;7124568;48;200;3;4472;100;7107;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;699;DUBLIN;506;IRLANDA;DELTA AIR LINES.;225;59072510;2;OVERSEAS LOGISTICS CHILE S.A.;76566000;9;0;506;;18022017;13;1;5;1;3447;0;0;3447;0;0;270;1;3;160;3447;1162,4; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS VIVAS;LAS PALMAS-F;JUANIA AUSTRALIS;CON RAICES;;;;6029090;6;100;34,47;3447;99;0000000077;UNIDADES;72;;PRECIO PROMEDIO;68;800;AAPCCH-UE;160                                                                                                                                                                                                                                                                                                           ;08062016;1;22;3;ROTULADO                                             ;08062016;1;006-47411335;24052016;DELTA AIR LINES.;581006             
8062016;7125941;48;200;3;1468;100;8202;0;3188;0;0;992;AEROP.A.M.BENITEZ;7;R;4;291;VIRACOPOS;220;BRASIL;FEDERAL EXPRESS;225;59033470;7;KUEHNE NAGEL;79769320;0;0;220;;30062016;13;1;3;1;5461,78;0;0;5461,78;0;0;30;1;9;105,4;6612,78;0; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTA;ARAUCO;PINO TAEDA;MATERIAL DE CULTIVO IN VITRO;;;;6029052;6;75,3;87,819124;6612,78;68;;SIN ACUERDO;0;;;0;;;105,4                                                                                                                                                                                                                                                                                                                                                  ;08062016;1;22;9;ROTULADO                                             ;08062016;1;SCL00179406;31052016;FEDEX@@@;585147                      
8062016;7126941;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;7;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;19022017;13;1;11;1;162000;0;12000;150000;0;0;270;1;25;15528;150000;12000; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS DE FRUTILLAS VIVAS FRESCAS;LLAHUEN-F;AROMAS;(FRESA);;;;6029023;6;14328;10,469012;150000;68;500;ACEM;0;;;0;;;15528                                                                                                                                                                                                                                                                                                                                        ;08062016;1;80;25;LLAHUEN                                             ;08062016;1;CL.910.002235;25052016;;                                  
8062016;7126942;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;7;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;19022017;13;1;11;1;155520;0;11520;144000;0;0;270;1;24;15045,12;144000;11520; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS DE FRUTILLAS VIVAS FRESCAS;LLAHUEN-F;AROMAS;(FRESA);;;;6029023;6;13893,12;10,364842;144000;68;500;ACEM;0;;;0;;;15045,12                                                                                                                                                                                                                                                                                                                               ;08062016;1;80;24;LLAHUEN                                             ;08062016;1;CL.910.002236;25052016;;                                  
8062016;7126943;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;7;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;19022017;13;1;11;1;155520;0;11520;144000;0;0;270;1;24;15413,76;144000;11520; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS DE FRUTILLAS VIVAS FRESCAS;LLAHUEN-F;AROMAS;(FRESA);;;;6029023;6;14261,76;10,096931;144000;68;500;ACEM;0;;;0;;;15413,76                                                                                                                                                                                                                                                                                                                               ;08062016;1;80;24;LLAHUEN                                             ;08062016;1;CL.910.002237;25052016;;                                  
8062016;7130339;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;7;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;20022017;13;1;11;1;136780,8;0;9984;126796,8;0;0;270;1;26;17846,4;126796,8;9984; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS DE FRUTILLAS VIVAS FRESCAS;LLAHUEN-F;SANANDREAS;(FRESA);;;;6029023;6;16598,4;7,639098;126796,8;68;500;ACEM;0;;;0;;;17846,4                                                                                                                                                                                                                                                                                                                         ;08062016;1;80;26;LLAHUEN                                             ;08062016;1;CL.910.002238;26052016;;                                  
8062016;7130340;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;7;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;20022017;13;1;11;1;136780,8;0;9984;126796,8;0;0;270;1;26;15525,12;126796,8;9984; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS DE FRUTILLAS VIVAS FRESCAS;LLAHUEN-F;PORTOLA;(FRESA);;;;6029023;6;14277,12;8,881119;126796,8;68;500;ACEM;0;;;0;;;15525,12                                                                                                                                                                                                                                                                                                                         ;08062016;1;80;26;LLAHUEN                                             ;08062016;1;CL.910.002240;26052016;;                                  
8062016;7135972;48;200;3;688;100;14101;0;3188;0;0;992;AEROP.A.M.BENITEZ;14;R;4;224;CIUDAD DE PANAMA;210;PANAMA;COPA AIRLINES;210;59063490;5;NEWPORT CARGO S.A.;76320340;9;0;210;;16022017;13;1;11;1;1542;0;543;999;0;0;260;1;10;84;999;543; ;0; ;0;0;0;NO; ;;0;;0;;1;TULIPANES;A. FLOWERS-F;FRESCOS;TULIPA SP;;;;6031920;6;65;15,369231;999;99;0000002000;VARAS;68;620;TLCCH-PAN;0;;;84                                                                                                                                                                                                                                                                                                                                                  ;08062016;1;22;10;ROTULADO                                            ;08062016;1;230-96316404;01062016;COPA AIRLINES;586539                
8062016;7140351;48;200;3;4472;100;7107;0;3188;0;0;992;AEROP.A.M.BENITEZ;9;R;4;602;BRUSELAS;514;BELGICA;IBERIA;517;92116000;3;OVERSEAS LOGISTICS CHILE S.A.;76566000;9;0;514;;28022017;13;1;5;1;10005,56;0;0;10005,56;0;0;270;1;15;450;10005,56;1777,63; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS VIVAS;AG.LAS PALMAS-F;ARAUCARIA ARAUCANA;CON SUS RAICES;;;;6029090;6;390;25,655282;10005,56;99;0000007500;UNIDADES;68;800;AAPCCH-UE;0;;;450                                                                                                                                                                                                                                                                                                     ;08062016;1;22;15;ROTULADO                                            ;08062016;1;075-40735391;03062016;IBERIA;587515                       
10062016;7130341;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;7;F;7;291;ARAUCARIA;220;BRASIL;TR. LOS MORROS;997;78775410;4;TR. LOS MORROS;78775410;4;0;220;;20022017;13;1;11;1;136780,8;0;9984;126796,8;0;0;270;1;26;14576,64;126796,8;9984; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS DE FRUTILLAS VIVAS FRESCAS;LLAHUEN-F;PORTOLA;(FRESA);;;;6029023;6;13328,64;9,513109;126796,8;68;500;ACEM;0;;;0;;;14576,64                                                                                                                                                                                                                                                                                                                         ;10062016;1;80;26;LLAHUEN                                             ;10062016;1;CL.910.002239;26052016;;                                  
