11072016;7164420;39;200;3;1300;100;13107;0;3188;0;0;906;SAN ANTONIO;5;F;1;252;CALLAO;219;PERU;COSCO;336;96805690;5;COSCO CHILE S.A.;96805690;5;0;219;;7042017;13;1;2;1;115200;0;1495,14;113704,86;0;0;270;1;1;5712;113704,86;1495,14; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS DE ARANDANOS;HORTIFRUT CHILE S.A.-F;LASDEMAS;;;;;6029090;6;4992;22,777416;113704,86;33;;0000000001.20;68;538;ACE;99;480;CAJAS;5712                                                                                                                                                                                                                                                                                                                                ;11072016;1;76;1;                                                     ;11072016;1;RSMSCL201604;22062016;EVER LOVELY;139359                  
11072016;7168096;48;200;3;688;100;14101;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;224;CIUDAD DE PANAMA;210;PANAMA;COPA AIRLINES;210;59063490;5;NEWPORT CARGO S.A.;76320340;9;0;210;;19032017;13;1;11;1;1540;0;543;997;0;0;270;1;10;86;997;543; ;0; ;0;0;0;NO; ;;0;;0;;1;TULIPANES;A. FLOWERS-F;FRESCOS;TULIPA SP;;;;6031920;6;65;15,338462;997;99;0000002000;VARAS;20;;MERCANCIAS MAS DE UN MODELO.;68;620;TLCCH-PAN;86                                                                                                                                                                                                                                                                                                                      ;11072016;1;22;10;ROTULADO                                            ;11072016;1;230-96435006;22062016;COPA AIRLINES;586560                
11072016;7170721;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;19032017;13;3;9;1;17994,55;0;3822,55;14172;0;0;270;7;314;1420;14172;3822,55; ;0; ;17994,55;0;0;NO; ;;0;;0;;1;RANUNCULUS FRESCOS;C.PAULINOIS-F;5/6;AMANDINE, FRESCOS PARA ADORNOS;;;;6031999;6;488;13,401639;6540;99;0000021800;UNIDAD;68;;SIN ACUERDO;0;;;498                                                                                                                                                                                                                                                                                                           ;11072016;1;22;314;ROTULADO                                           ;11072016;1;369-68318703;22062016;ATLAS AIR;590572                    
11072016;7170721;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;19032017;13;3;9;1;17994,55;0;3822,55;14172;0;0;270;7;314;1420;14172;3822,55; ;0; ;17994,55;0;0;NO; ;;0;;0;;2;ANEMONAS FERSCAS;CHILFRESH-F;42 CMS;IRIS SP;;;;6031999;6;88;24,034091;2115;99;0000007050;VARAS;0;;;0;;;98                                                                                                                                                                                                                                                                                                                                                  ;11072016;1;22;314;ROTULADO                                           ;11072016;1;369-68318703;22062016;ATLAS AIR;590572                    
11072016;7170721;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;19032017;13;3;9;1;17994,55;0;3822,55;14172;0;0;270;7;314;1420;14172;3822,55; ;0; ;17994,55;0;0;NO; ;;0;;0;;3;CYRTHANTHUS FRESCOS;CHILFRESH-F;30-40CM;.;;;;6031999;6;3;13,333333;40;99;0000000200;VARAS;0;;;0;;;4                                                                                                                                                                                                                                                                                                                                                        ;11072016;1;22;314;ROTULADO                                           ;11072016;1;369-68318703;22062016;ATLAS AIR;590572                    
11072016;7170721;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;19032017;13;3;9;1;17994,55;0;3822,55;14172;0;0;270;7;314;1420;14172;3822,55; ;0; ;17994,55;0;0;NO; ;;0;;0;;4;LEUCADENDRON FRESCOS;CHILFRESH-F;GRADO 60-90CM;LEUCADENDRON SP;;;;6031999;6;189;8,571429;1620;99;0000004050;VARAS;0;;;0;;;210                                                                                                                                                                                                                                                                                                                              ;11072016;1;22;314;ROTULADO                                           ;11072016;1;369-68318703;22062016;ATLAS AIR;590572                    
11072016;7170721;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;19032017;13;3;9;1;17994,55;0;3822,55;14172;0;0;270;7;314;1420;14172;3822,55; ;0; ;17994,55;0;0;NO; ;;0;;0;;5;PROTEAS;S.CHILFRESH-F;GRADO 60-80CM;PARA ADORNOS;;;;6031999;6;18;2,666667;48;99;0000000048;VARAS;0;;;0;;;20                                                                                                                                                                                                                                                                                                                                                ;11072016;1;22;314;ROTULADO                                           ;11072016;1;369-68318703;22062016;ATLAS AIR;590572                    
11072016;7170721;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;19032017;13;3;9;1;17994,55;0;3822,55;14172;0;0;270;7;314;1420;14172;3822,55; ;0; ;17994,55;0;0;NO; ;;0;;0;;6;HELLEBORUS;HILVERDAKOOIJ-F;RAMOS DE 45;PARA PLANTAR;;;;6031999;6;95;11,2;1064;99;0000000266;UNIDAD;0;;;0;;;105                                                                                                                                                                                                                                                                                                                                             ;11072016;1;22;314;ROTULADO                                           ;11072016;1;369-68318703;22062016;ATLAS AIR;590572                    
11072016;7170721;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;19032017;13;3;9;1;17994,55;0;3822,55;14172;0;0;270;7;314;1420;14172;3822,55; ;0; ;17994,55;0;0;NO; ;;0;;0;;7;RUSCUS;CHILFRESH-F;60-90CM;.;;;;6031999;6;369;7,439024;2745;99;0000001830;VARAS;0;;;0;;;485                                                                                                                                                                                                                                                                                                                                                                ;11072016;1;22;314;ROTULADO                                           ;11072016;1;369-68318703;22062016;ATLAS AIR;590572                    
11072016;7175006;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;22032017;13;3;9;1;8449;0;1689;6760;0;0;270;3;185;610;6760;1689; ;0; ;8449;0;0;NO; ;;0;;0;;1;RANUNCULUS FRESCOS;C.PAULINOIS-F;5/6;AMANDINE, FRESCOS PARA ADORNOS;;;;6031999;6;390;12,653846;4935;99;0000016450;UNIDAD;68;;SIN ACUERDO;0;;;459                                                                                                                                                                                                                                                                                                                            ;11072016;1;22;185;ROTULADO                                           ;11072016;1;369-68318891;25062016;ATLAS AIR;590589                    
11072016;7175006;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;22032017;13;3;9;1;8449;0;1689;6760;0;0;270;3;185;610;6760;1689; ;0; ;8449;0;0;NO; ;;0;;0;;2;ANEMONAS FERSCAS;CHILFRESH-F;42 CMS;IRIS SP;;;;6031999;6;52;23,942308;1245;99;0000004150;VARAS;0;;;0;;;62                                                                                                                                                                                                                                                                                                                                                                   ;11072016;1;22;185;ROTULADO                                           ;11072016;1;369-68318891;25062016;ATLAS AIR;590589                    
11072016;7175006;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;22032017;13;3;9;1;8449;0;1689;6760;0;0;270;3;185;610;6760;1689; ;0; ;8449;0;0;NO; ;;0;;0;;3;FOLLAJE MIXTO FRESCO;CHILFRESF-F;GRADO:25-60CM;LAPHOSORIA CUADROFINATA;;;;6049000;6;79;7,341772;580;99;0000000580;RAMO;0;;;0;;;89                                                                                                                                                                                                                                                                                                                                           ;11072016;1;22;185;ROTULADO                                           ;11072016;1;369-68318891;25062016;ATLAS AIR;590589                    
11072016;7179899;48;200;3;688;100;14101;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;224;CIUDAD DE PANAMA;210;PANAMA;COPA AIRLINES;210;59063490;5;NEWPORT CARGO S.A.;76320340;9;0;210;;27032017;13;1;2;1;1540;0;558;982;0;0;270;1;10;86;982;558; ;0; ;0;0;0;NO; ;;0;;0;;1;TULIPANES;A. FLOWERS-F;FRESCOS;TULIPA SP;;;;6031920;6;65;15,107692;982;99;0000002000;VARAS;20;;MERCANCIAS MAS DE UN MODELO.;68;620;TLCCH-PAN;86                                                                                                                                                                                                                                                                                                                       ;11072016;1;22;10;ROTULADO                                            ;11072016;1;230-96435043;30062016;COPA AIRLINES;586601                
11072016;7180072;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;26032017;13;3;9;1;17162,65;0;3969,65;13193;0;0;270;6;307;1583;13193;3969,65; ;0; ;17162,65;0;0;NO; ;;0;;0;;1;RANUNCULUS FRESCOS;C.PAULINOIS-F;5/6;AMANDINE, FRESCOS PARA ADORNOS;;;;6031999;6;518;12,972973;6720;99;0000022400;UNIDAD;68;;SIN ACUERDO;0;;;775                                                                                                                                                                                                                                                                                                           ;11072016;1;22;307;ROTULADO                                           ;11072016;1;369-68319252;29062016;ATLAS AIR;592971                    
11072016;7180072;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;26032017;13;3;9;1;17162,65;0;3969,65;13193;0;0;270;6;307;1583;13193;3969,65; ;0; ;17162,65;0;0;NO; ;;0;;0;;2;ANEMONAS FERSCAS;CHILFRESH-F;42 CMS;IRIS SP;;;;6031999;6;88;23,181818;2040;99;0000006800;VARAS;0;;;0;;;98                                                                                                                                                                                                                                                                                                                                                  ;11072016;1;22;307;ROTULADO                                           ;11072016;1;369-68319252;29062016;ATLAS AIR;592971                    
11072016;7180072;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;26032017;13;3;9;1;17162,65;0;3969,65;13193;0;0;270;6;307;1583;13193;3969,65; ;0; ;17162,65;0;0;NO; ;;0;;0;;3;LEUCADENDRON FRESCOS;CHILFRESH-F;GRADO 60-90CM;LEUCADENDRON SP;;;;6031999;6;172;7,55814;1300;99;0000003250;VARAS;0;;;0;;;200                                                                                                                                                                                                                                                                                                                               ;11072016;1;22;307;ROTULADO                                           ;11072016;1;369-68319252;29062016;ATLAS AIR;592971                    
11072016;7180072;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;26032017;13;3;9;1;17162,65;0;3969,65;13193;0;0;270;6;307;1583;13193;3969,65; ;0; ;17162,65;0;0;NO; ;;0;;0;;4;FLORES FRESCAS;CHILFRESH-F;PROTEA;CORTADAS PARA ADORNO;;;;6031930;6;18;2,666667;48;99;0000000048;UNIDADES;0;;;0;;;20                                                                                                                                                                                                                                                                                                                                       ;11072016;1;22;307;ROTULADO                                           ;11072016;1;369-68319252;29062016;ATLAS AIR;592971                    
11072016;7180072;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;26032017;13;3;9;1;17162,65;0;3969,65;13193;0;0;270;6;307;1583;13193;3969,65; ;0; ;17162,65;0;0;NO; ;;0;;0;;5;RUSCUS;CHILFRESH-F;60-90CM;.;;;;6031999;6;360;7,458333;2685;99;0000001790;VARAS;0;;;0;;;430                                                                                                                                                                                                                                                                                                                                                                ;11072016;1;22;307;ROTULADO                                           ;11072016;1;369-68319252;29062016;ATLAS AIR;592971                    
11072016;7180072;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;26032017;13;3;9;1;17162,65;0;3969,65;13193;0;0;270;6;307;1583;13193;3969,65; ;0; ;17162,65;0;0;NO; ;;0;;0;;6;FOLLAJE MIXTO FRESCO;CHILFRESF-F;GRADO:25-60CM;LAPHOSORIA CUADROFINATA;;;;6049000;6;56;7,142857;400;99;0000000400;RAMO;0;;;0;;;60                                                                                                                                                                                                                                                                                                                          ;11072016;1;22;307;ROTULADO                                           ;11072016;1;369-68319252;29062016;ATLAS AIR;592971                    
11072016;7184695;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;29032017;13;3;9;1;11892,3;0;2046,3;9846;0;0;270;2;255;830;9846;2046,3; ;0; ;11892,3;0;0;NO; ;;0;;0;;1;RANUNCULUS FRESCOS;C.PAULINOIS-F;5/6;AMANDINE, FRESCOS PARA ADORNOS;;;;6031999;6;647;13,177743;8526;99;0000028420;UNIDAD;68;;SIN ACUERDO;0;;;770                                                                                                                                                                                                                                                                                                                  ;11072016;1;22;255;ROTULADO                                           ;11072016;1;369-68319473;02072016;ATLAS AIR;592974                    
11072016;7184695;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;29032017;13;3;9;1;11892,3;0;2046,3;9846;0;0;270;2;255;830;9846;2046,3; ;0; ;11892,3;0;0;NO; ;;0;;0;;2;ANEMONAS FERSCAS;CHILFRESH-F;42 CMS;IRIS SP;;;;6031999;6;56;23,571429;1320;99;0000004400;VARAS;0;;;0;;;60                                                                                                                                                                                                                                                                                                                                                         ;11072016;1;22;255;ROTULADO                                           ;11072016;1;369-68319473;02072016;ATLAS AIR;592974                    
11072016;7188958;48;200;3;688;100;14101;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;224;CIUDAD DE PANAMA;210;PANAMA;COPA AIRLINES;210;59063490;5;NEWPORT CARGO S.A.;76320340;9;0;210;;2042017;13;1;11;1;1541;0;558;983;0;0;270;1;10;86;983;558; ;0; ;0;0;0;NO; ;;0;;0;;1;TULIPANES;A. FLOWERS-F;FRESCOS;TULIPA SP;;;;6031920;6;65;15,123077;983;99;0000002000;VARAS;20;;MERCANCIAS MAS DE UN MODELO.;68;620;TLCCH-PAN;86                                                                                                                                                                                                                                                                                                                      ;11072016;1;22;10;ROTULADO                                            ;11072016;1;230-96435146;06072016;COPA AIRLINES;592409                
12072016;7148091;48;200;3;157802;100;13132;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;180;JFK JOHN KENNEDY;225;U.S.A.;LAN CHILE;997;89862200;2;AIR SEA WORLDWIDE S.A.;96879620;8;0;225;;9062016;13;1;5;32;105;0;0;105;0;0;0;2;4;40;105;0; ;0; ;0;0;0;NO; ;;0;;0;;1;FLORES;IMPO Y EXPO INTEGRAL-F;FRESCAS DE LILIUM;DIFERENTES COLORES EN CAJAS DE; 100X30X15 , USO DECORATIVO DE; ESPACIOS.;;6031500;6;11;3,818182;42;99;14;TALLOS;68;;SIN ACUERDO;0;;;20                                                                                                                                                                                                                                                                                   ;12072016;1;22;4;ROTULADO                                             ;12072016;1;045-83607101;09062016;LAN CHILE;588832                    
12072016;7148091;48;200;3;157802;100;13132;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;180;JFK JOHN KENNEDY;225;U.S.A.;LAN CHILE;997;89862200;2;AIR SEA WORLDWIDE S.A.;96879620;8;0;225;;9062016;13;1;5;32;105;0;0;105;0;0;0;2;4;40;105;0; ;0; ;0;0;0;NO; ;;0;;0;;2;FLORES;IMPO Y EXPO INTEGRAL-F;FRESCAS DE LILIUM;DIFERENTES COLORES EN CAJAS DE; 100X30X15 , USO DECORATIVO DE; ESPACIOS.;;6031500;6;11;5,727273;63;99;21;TALLOS;68;;SIN ACUERDO;0;;;20                                                                                                                                                                                                                                                                                   ;12072016;1;22;4;ROTULADO                                             ;12072016;1;045-83607101;09062016;LAN CHILE;588832                    
13072016;7145793;48;200;3;3803;100;10304;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;F;4;399;SAN JOSE;211;COSTA RICA;LATAM;997;89862200;2;LATAM;89862200;2;0;211;;6032017;13;3;5;1;7162,5;0;0;7162,5;0;0;270;1;48;1082;7162,5;0; ;0; ;0;0;0;NO; ;;0;;0;;1;BULBOS DE FLORES;SOUTHERN BULBS TRADING-F;TULIPAN;EN REPOSO VEGETATIVO;;;;6011012;10;30950;,231422;7162,5;99;0000030950;UNIDADES;68;750;TLCCH-CR;59;;NO REQUIERE CERT.FITOSANITARIO;1082                                                                                                                                                                                                                                                                                               ;13072016;1;27;48;ROTULADAS                                           ;13072016;1;SCLSJO6073;09062016;LATAM;589269                          
13072016;7184619;48;200;3;681;100;5503;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;242;GUAYAQUIL;218;ECUADOR;MARTINAIR;515;96674490;1;MARTINAIR;59045980;1;0;218;;31072016;142;1;2;1;17533,82;0;1248,3;16285,52;0;0;30;1;59;449;16285,52;1248,3; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS IN VITRO;IN VITRO-F;ZANTEDESCHIA;PARA USOEN LABORATORIO;;;;6029059;6;392;41,544694;16285,52;99;0000081875;UNIDAD;68;565;2170165232;0;0000000000;;449                                                                                                                                                                                                                                                                                                         ;13072016;1;22;59;IN VITRO                                            ;13072016;1;074-47719475;02072016;MARTINAIR;591064                    
14072016;7151718;39;200;3;126;100;13404;0;3188;0;0;906;SAN ANTONIO;8;F;1;242;GUAYAQUIL;218;ECUADOR;CMA CGM;505;91256000;7;INT, CARGO GROUP SPA;77217890;5;0;218;;13032017;13;1;2;1;123380;0;2900;120480;0;0;270;2;1;14112;120480;2900; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS DE FRUTILLAS VIVAS FRESCAS;LLAHUEN-F;ALBION;(FRESA);;;;6029023;6;9864;9,124088;90000;61;;SNG0205044;68;565;ACE;33;;0000000002.80;10584                                                                                                                                                                                                                                                                                                                            ;14072016;1;76;1;                                                     ;14072016;1;SAIGYEMF533-062016;16062016;MIZAR;139196                  
14072016;7151718;39;200;3;126;100;13404;0;3188;0;0;906;SAN ANTONIO;8;F;1;242;GUAYAQUIL;218;ECUADOR;CMA CGM;505;91256000;7;INT, CARGO GROUP SPA;77217890;5;0;218;;13032017;13;1;2;1;123380;0;2900;120480;0;0;270;2;1;14112;120480;2900; ;0; ;0;0;0;NO; ;;0;;0;;2;PLANTAS DE FRUTILLAS VIVAS FRESCAS;LLAHUEN-F;MONTEREY;(FRESA);;;;6029023;6;3288;9,270073;30480;0;;;0;;;0;;;3528                                                                                                                                                                                                                                                                                                                                                           ;14072016;1;76;1;                                                     ;14072016;1;SAIGYEMF533-062016;16062016;MIZAR;139196                  
14072016;7179030;55;200;3;5496;100;10304;0;3188;0;0;926;CORONEL;10;F;1;622;ROTTERDAM;515;HOLANDA;MSC;508;96707720;8;MSC;96707720;8;0;515;;2042017;142;3;5;1;41062,16;0;0;41062,16;0;0;270;1;1;16700;41062,16;3446; ;0; ;0;0;0;NO; ;;0;;0;;1;BULBOS DE FLORES;SOUTHERN TULIPS SPA-F;DE TULIPAN;;;;;6011012;10;743800;,055206;41062,16;99;0000743800;UNIDAD;33;;0000000003.40;68;800;AAPCCH-UE;16700                                                                                                                                                                                                                                                                                                                                       ;14072016;1;76;1;                                                     ;14072016;1;MSCUW6019720;06072016;MSC VERONIQUE;139849                
