3092012;4930056;39;200;3;3840;100;6104;0;3188;0;0;906;SAN ANTONIO;10;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK LINE;507;80992000;3;MAERSK LINE;80992000;3;0;515;;17052013;142;3;5;1;33222,47;0;0;33222,47;0;0;0;3;1;22785;33222,47;3475; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~MANTOS VERDES-F~ DE LILIUM~ EN REPO;SO VEGETATIVO;;;;;;6011011;10;60300;,144056;8686,59;99;0000000201;CAJAS;61;;557950273;68;800;AAPCCH-UE;7873,56                                                                                                                                                                                                                                                                                       ;03092012;1;76;1;                                                     ;03092012;1;557950273;20082012;SWAZILAND;84308                        
3092012;4930056;39;200;3;3840;100;6104;0;3188;0;0;906;SAN ANTONIO;10;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK LINE;507;80992000;3;MAERSK LINE;80992000;3;0;515;;17052013;142;3;5;1;33222,47;0;0;33222,47;0;0;0;3;1;22785;33222,47;3475; ;0; ;0;0;0;NO; ;;0;;0;;2;SIN-CODIGO      ~ BULBOS DE FLORES~MANTOS VERDES-F~ DE LILIUM~ DE LILI;UM~.~ EN REPOSO VEGETATIVO;;;;;;6011011;10;48450;,200426;9710,63;99;0000000323;CAJAS;0;;;0;;;6326,27                                                                                                                                                                                                                                                                                                 ;03092012;1;76;1;                                                     ;03092012;1;557950273;20082012;SWAZILAND;84308                        
3092012;4930056;39;200;3;3840;100;6104;0;3188;0;0;906;SAN ANTONIO;10;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK LINE;507;80992000;3;MAERSK LINE;80992000;3;0;515;;17052013;142;3;5;1;33222,47;0;0;33222,47;0;0;0;3;1;22785;33222,47;3475; ;0; ;0;0;0;NO; ;;0;;0;;3;SIN-CODIGO      ~ BULBOS DE FLORES~MANTOS VERDES-F~ DE LILIUM~ EN REPO;SO VEGETATIVO;;;;;;6011011;10;65750;,225479;14825,25;99;0000000526;CAJAS;0;;;0;;;8585,17                                                                                                                                                                                                                                                                                                             ;03092012;1;76;1;                                                     ;03092012;1;557950273;20082012;SWAZILAND;84308                        
3092012;4930058;39;200;3;3840;100;6104;0;3188;0;0;906;SAN ANTONIO;10;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK LINE;507;80992000;3;MAERSK LINE;80992000;3;0;515;;17052013;142;3;5;1;28680,95;0;0;28680,95;0;0;0;2;1;22785;28680,95;1750; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~MANTOS VERDES-F~ DE LILIUM~ EN REPO;SO VEGETATIVO;;;;;;6011011;10;111000;,225479;25028,19;68;800;AAPCCH-UE;61;;557816516;99;0000000888;CAJAS;19883,14                                                                                                                                                                                                                                                                                    ;03092012;1;76;1;                                                     ;03092012;1;557816516;20082012;SWAZILAND;84308                        
3092012;4930058;39;200;3;3840;100;6104;0;3188;0;0;906;SAN ANTONIO;10;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK LINE;507;80992000;3;MAERSK LINE;80992000;3;0;515;;17052013;142;3;5;1;28680,95;0;0;28680,95;0;0;0;2;1;22785;28680,95;1750; ;0; ;0;0;0;NO; ;;0;;0;;2;SIN-CODIGO      ~ BILBOS DE FLROES~MANTOS VERDE-F~ DE LILIUM~ EN REPOS;O VEGETATIVO;;;;;;6011011;10;16200;,225479;3652,76;99;0000000162;CAJAS;0;;;0;;;2901,86                                                                                                                                                                                                                                                                                                               ;03092012;1;76;1;                                                     ;03092012;1;557816516;20082012;SWAZILAND;84308                        
3092012;4942204;39;200;3;3833;100;10303;0;3188;0;0;906;SAN ANTONIO;10;F;1;813;MELBOURNE;406;AUSTRALIA;MAERSK;511;96653890;2;MAERSK;96653890;2;0;406;;9052013;13;1;5;1;6239,75;0;0;6239,75;0;0;0;1;1;3569;6239,75;1510,42; ;0; ;0;2;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~SUN & BREEZE-F~ DE LILIUM~ EN REPOS;O VEGETATIVO;;;;;;6011011;10;25700;,242792;6239,75;61;;864433845;99;0000025700;UNIDAD;68;825;TLCCH-AUS;3569                                                                                                                                                                                                                                                                                                   ;03092012;1;76;1;                                                     ;03092012;1;864433845;12082012;HANJIN GOTHENBURG;84310                
3092012;4942227;39;200;3;3833;100;10303;0;3188;0;0;906;SAN ANTONIO;10;F;1;813;MELBOURNE;406;AUSTRALIA;MAERSK LINE;507;80992000;3;MAERSK LINE;80992000;3;0;406;;9052013;13;1;5;1;29337,24;0;0;29337,24;0;0;0;1;1;16018;29337,24;6469,34; ;0; ;0;1;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~SUN & BREEZE GARDENS LTDA- F~ DE LI;LIUM~ EN REPOSO VEGETATIVO;;;;;;6011011;10;133250;,220167;29337,24;68;825;TLCCH-AUS;61;;864414572;99;0000133250;UNIDAD;16018                                                                                                                                                                                                                                                                    ;03092012;1;76;1;                                                     ;03092012;1;557995727;12082012;HANJIN GOTHENBURG;84310                
3092012;4949370;39;200;3;3840;100;6104;0;3188;0;0;906;SAN ANTONIO;10;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK;511;96653890;2;MAERSK;96653890;2;0;515;;17052013;142;3;5;1;36044,72;0;0;36044,72;0;0;0;1;1;22785;36044,72;3475; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~MANTOS VERDE-F~ DE LILIUM~ EN REPOS;O VEGETATIVO;;;;;;6011011;10;212150;,169902;36044,72;68;800;AAPCCH-UE;99;0000001050;CAJAS;61;;864432096;22785                                                                                                                                                                                                                                                                                                  ;03092012;1;76;1;                                                     ;03092012;1;558051360;20082012;SWAZILAND;84312                        
3092012;4949372;39;200;3;3840;100;6104;0;3188;0;0;906;SAN ANTONIO;10;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK;511;96653890;2;MAERSK;96653890;2;0;515;;17052013;142;3;5;1;26027,81;0;0;26027,81;0;0;0;2;1;22785;26027,81;3475; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~MANTOS VERDES-F~ DE LILIUM~ EN REPO;SO VEGETATIVO~ SANTANDER 18-20;;;;;;6011011;10;46950;,200426;9410;61;;864432096;68;800;AAPCCH-UE;99;0000000313;CAJAS;6792,1                                                                                                                                                                                                                                                                                    ;03092012;1;76;1;                                                     ;03092012;1;864432096;20082012;SWAZILAND;84312                        
3092012;4949372;39;200;3;3840;100;6104;0;3188;0;0;906;SAN ANTONIO;10;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK;511;96653890;2;MAERSK;96653890;2;0;515;;17052013;142;3;5;1;26027,81;0;0;26027,81;0;0;0;2;1;22785;26027,81;3475; ;0; ;0;0;0;NO; ;;0;;0;;2;SIN-CODIGO      ~ BULBOS DE FLORES~MANTOS VERDES-F~ DE LILIUM~ EN REPO;SO VEGETATIVO~ SANTANDER 22+;;;;;;6011011;10;73700;,225479;16617,81;99;0000000737;CAJAS;0;;;0;;;15992,9                                                                                                                                                                                                                                                                                                        ;03092012;1;76;1;                                                     ;03092012;1;864432096;20082012;SWAZILAND;84312                        
