1022012;4628741;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;26022012;13;1;2;1;1840;0;627,25;1212,75;0;0;0;1;23;117;1212,75;627,25; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP~;;;;;;6031999;6;82,5;14,7;1212,75;99;0000009200;UNIDAD;68;;SIN ACUERDO;0;;;117                                                                                                                                                                                                                                                                                                                ;01022012;1;22;23;ROTULADO                                            ;01022012;1;045-84213754;27012012;LAN CHILE;327848                    
1022012;4633485;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;1032012;13;1;2;1;3053,7;0;697,75;2355,95;0;0;0;1;29;143;2355,95;697,75; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031999;6;99,5;23,677889;2355,95;99;0000011745;UNIDAD;72;;PRECIO PROMEDIO;68;;SIN ACUERDO;143                                                                                                                                                                                                                                                                                          ;01022012;1;22;29;ROTULADO                                            ;01022012;1;045-84213791;31012012;LAN CHILE;328513                    
2022012;4601828;55;200;3;769;100;10203;0;3188;0;0;926;CORONEL;10;R;1;553;LE HAVRE;505;FRANCIA;MEDITERRANEAN SHIPPING;508;96707720;8;MEDITERRANEAN SHIPPING;96707720;8;0;505;;29102012;142;1;1;1;29669,66;0;1769,27;27900,39;0;0;0;1;1;9050;27900,39;1700; ;69,27; ;29669,66;0;0;NO; ;;0;;0;;1;B5FR            ~ MUSGO SECO~ COM. MUSGOS ALPHA MOSS LTDA.-F~ CALIDAD;STANDARD~ LOS DEMAS, PRODUCTOS;VEGETALES PARA USO EN ORNAMEN;TACION;;;;6049000;6;8960;3,113883;27900,39;61;;SA0272662;68;800;AAPCCH-UE;72;;PRECIO PROMEDIO;9050                                                                                                                                                                                                      ;02022012;1;74;1;                                                     ;02022012;1;MSCUST934268;21012012;MSC ANS;76620                       
2022012;4610807;55;200;3;769;100;10203;0;3188;0;0;926;CORONEL;10;R;1;553;LE HAVRE;505;FRANCIA;MEDITERRANEAN SHIPPING;508;96707720;8;MEDITERRANEAN SHIPPING;96707720;8;0;505;;29102012;142;1;1;1;14134,04;0;1335,35;12798,69;0;0;0;1;1;3878;12798,69;1300; ;35,35; ;14134,04;0;0;NO; ;;0;;0;;1;B5FR            ~ MUSGO SECO~ COM. MUSGOS ALPHA MOSS LTDA.-F~ CALIDADS;TANDARD~ LOS DEMAS, PRODUCTOSV;EGETALES PARA USO EN ORNAMENTA;CION;;;;6049000;6;3840;3,332992;12798,69;61;;SA0272663;68;800;AAPCCH-UE;72;;PRECIO PROMEDIO;3878                                                                                                                                                                                                      ;02022012;1;73;1;                                                     ;02022012;1;MSCUST934276;21012012;MSC ANS;76620                       
2022012;4622097;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;20102012;13;3;9;1;6593,11;0;2181,26;4411,85;0;0;0;6;162;788;4411,85;2181,26; ;0; ;6593,11;0;0;NO; ;;0;;0;;1;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50CM~ HYDRANGEA SP;;;;;;;6031999;6;242;2,990083;723,6;99;0000002412;VARAS;68;;SIN ACUERDO;0;;;376                                                                                                                                                                                                                                                                                                       ;02022012;1;22;162;ROTULADO                                           ;02022012;1;045-84213721;24012012;LAN CHILE;329316                    
2022012;4622097;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;20102012;13;3;9;1;6593,11;0;2181,26;4411,85;0;0;0;6;162;788;4411,85;2181,26; ;0; ;6593,11;0;0;NO; ;;0;;0;;2;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 60-90CM~ ZANTEDESH;IA SPP;;;;;;6031960;6;64;14,71875;942;99;0000003140;VARAS;0;;;0;;;100                                                                                                                                                                                                                                                                                                               ;02022012;1;22;162;ROTULADO                                           ;02022012;1;045-84213721;24012012;LAN CHILE;329316                    
2022012;4622097;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;20102012;13;3;9;1;6593,11;0;2181,26;4411,85;0;0;0;6;162;788;4411,85;2181,26; ;0; ;6593,11;0;0;NO; ;;0;;0;;3;GENTIANA        ~ GENTIANAS FRESCAS~ CHILFRES-F~ GENTIANA SPP~ GRADO 6;0 - 70 CM~;;;;;;6031999;6;19;11,052632;210;99;0000000700;VARAS;0;;;0;;;21                                                                                                                                                                                                                                                                                                           ;02022012;1;22;162;ROTULADO                                           ;02022012;1;045-84213721;24012012;LAN CHILE;329316                    
2022012;4622097;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;20102012;13;3;9;1;6593,11;0;2181,26;4411,85;0;0;0;6;162;788;4411,85;2181,26; ;0; ;6593,11;0;0;NO; ;;0;;0;;4;ALLIUM          ~ ALLIUM FRECAS~ CHILFRESH-F~ GRADO 70 CM~ ALLIUM SPP~;;;;;;;6031999;6;80;19,125;1530;99;0000005100;VARAS;0;;;0;;;100                                                                                                                                                                                                                                                                                                                      ;02022012;1;22;162;ROTULADO                                           ;02022012;1;045-84213721;24012012;LAN CHILE;329316                    
2022012;4622097;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;20102012;13;3;9;1;6593,11;0;2181,26;4411,85;0;0;0;6;162;788;4411,85;2181,26; ;0; ;6593,11;0;0;NO; ;;0;;0;;5;BLACKBERRIES    ~ BLACKBERRIES FRESCOS~ CHILFRESH-F~ GRADO 45-50 CM~ C;ORTADOS PARA ADORNO;;;;;;6031999;6;90;5,208333;468,75;99;0000000375;BUNCHES;0;;;0;;;115                                                                                                                                                                                                                                                                                             ;02022012;1;22;162;ROTULADO                                           ;02022012;1;045-84213721;24012012;LAN CHILE;329316                    
2022012;4622097;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;20102012;13;3;9;1;6593,11;0;2181,26;4411,85;0;0;0;6;162;788;4411,85;2181,26; ;0; ;6593,11;0;0;NO; ;;0;;0;;6;GREENMIX        ~ FOLLAJE MIXTO FRESCO~ CHILFRESF-F~ GRADO:25-60CM~ LA;PHOSORIA CUADROFINATA~;;;;;;6049000;6;63;8,531746;537,5;99;0000000430;RAMO;0;;;0;;;76                                                                                                                                                                                                                                                                                               ;02022012;1;22;162;ROTULADO                                           ;02022012;1;045-84213721;24012012;LAN CHILE;329316                    
