2012012;4529436;48;200;3;7225;100;13114;0;3188;0;0;992;AEROP.A.M.BENITEZ;8;R;4;231;BOGOTA;202;COLOMBIA;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;202;2.0;29112011;13;1;1;32;23118;0;7833,29;15284,71;0;0;0;1;8;2952;15284,71;7527,6; ;305,69; ;23118;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS~ PLANASA-F~ DE FRESAS FREGARIA ANANASSA VARI;EDAD SABROSA~ VIVAS DE FRUTOSC;OMESTIBLES;;;;;6022090;10;200000;,076424;15284,71;99;200000.0;UNIDAD;68;524;ACE;0;0000000000;;2952                                                                                                                                                                                                                                                    ;2012012;1;80;8;ROTULADO                                             ;2012012;1;045-53786165;30112011;LA;316390                           ;2012;01
2012012;4537879;48;200;3;6441;100;13404;0;3188;0;0;992;AEROP.A.M.BENITEZ;3;R;4;251;LIMA;219;PERU;TACA;219;77491900;7;TACA;77491900;7;0;219;;29032012;13;1;5;1;100999,46;0;0;100999,46;0;0;0;1;312;3632;100999,46;7489,56; ;0; ;0;0;0;NO; ;;0;;0;;1;PLANTAS         ~ PLANTAS VIVAS~ UNI AGRI COPIAPO-F~ DE VID~ ESQUEJES,;CON RAICES;;;;;;6022069;10;58000;1,74137;100999,46;99;58000.0;UNIDAD;68;538;ACE;64;;VARIACION P/U;3632                                                                                                                                                                                                                                                                                                      ;2012012;1;22;312;ROTULADO                                           ;2012012;1;530-30333203;30112011;TACA;316637                         ;2012;01
3012012;4546568;55;200;3;3279;100;10304;0;3188;0;0;908;SAN VICENTE;10;F;1;499;HO CHI MINH;325;VIETNAM;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;325;;3092012;142;1;5;1;42601,89;0;0;42601,89;0;0;0;1;1;12734;42601,89;3128,07; ;0; ;0;1;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~BULBOS DE LOS ANDES-F~ DE LILIUM~ E;N REPOSO VEGETATIVO;;;;;;6011011;10;11754;3,624459;42601,89;68;;SIN ACUERDO;61;;863056682;99;0000133700;UNIDAD;12734                                                                                                                                                                                                                                                                           ;3012012;1;76;1;                                                     ;3012012;1;863056682;8122011;FRISIA LOGA;75171                      ;2012;01
3012012;4546571;55;200;3;4095;100;10304;0;3188;0;0;908;SAN VICENTE;10;F;1;499;HO CHI MINH;325;VIETNAM;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;325;;3092012;142;1;5;1;19537,37;0;0;19537,37;0;0;0;1;1;7605;19537,37;1898,73; ;0; ;0;2;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~SOUTHERNBULBS-F~ DE LILIUM~ EN REPO;SO VEGETATIVO;;;;;;6011011;10;7020;2,783101;19537,37;68;;SIN  ACUERDO;61;;863056682;99;0000076400;UNIDAD;7605                                                                                                                                                                                                                                                                                   ;3012012;1;76;1;                                                     ;3012012;1;555773572;8122011;FRISIA LOGA;75171                      ;2012;01
3012012;4581109;55;200;3;10721;100;5503;0;3188;0;0;908;SAN VICENTE;10;F;1;242;GUAYAQUIL;218;ECUADOR;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;515;;24092012;142;1;5;1;38029,6;0;0;38029,6;0;0;0;6;1;13040;38029,6;2119,79; ;0; ;0;1;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~JUAN SONE-F~ DE LILIUM~ EN REPOSO V;EGETATIVO;;;;;;6011011;10;2451;2,92814;7176,87;68;565.0;ACE;61;;863167274;99;0000025800;UNIDAD;2580                                                                                                                                                                                                                                                                                                   ;3012012;1;76;1;                                                     ;3012012;1;863167274;30122011;FRISIA LOGA;76220                      ;2012;01
3012012;4581109;55;200;3;10721;100;5503;0;3188;0;0;908;SAN VICENTE;10;F;1;242;GUAYAQUIL;218;ECUADOR;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;515;;24092012;142;1;5;1;38029,6;0;0;38029,6;0;0;0;6;1;13040;38029,6;2119,79; ;0; ;0;1;2;SI; ;;0;;0;;2;BULBOS          ~ BULBOS DE FLORES~JUAN SONE-F~ DE LILIUM~ EN REPOSO V;EGETATIVO~ SORBONNE;;;;;;6011011;10;1995;3,810115;7601,18;99;31500.0;UNIDADES;0;;;0;;;2100                                                                                                                                                                                                                                                                                                       ;3012012;1;76;1;                                                     ;3012012;1;863167274;30122011;FRISIA LOGA;76220                      ;2012;01
3012012;4581109;55;200;3;10721;100;5503;0;3188;0;0;908;SAN VICENTE;10;F;1;242;GUAYAQUIL;218;ECUADOR;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;515;;24092012;142;1;5;1;38029,6;0;0;38029,6;0;0;0;6;1;13040;38029,6;2119,79; ;0; ;0;1;2;SI; ;;0;;0;;3;BULBOS          ~ BULBOS DE FLORES~JUAN SONE-F~ DE LILIUM~ EN REPOSO V;EGETATIVO~ GRACIA;;;;;;6011011;10;1254;3,918979;4914,4;99;19800.0;UNIDADES;0;;;0;;;1320                                                                                                                                                                                                                                                                                                          ;3012012;1;76;1;                                                     ;3012012;1;863167274;30122011;FRISIA LOGA;76220                      ;2012;01
3012012;4581109;55;200;3;10721;100;5503;0;3188;0;0;908;SAN VICENTE;10;F;1;242;GUAYAQUIL;218;ECUADOR;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;515;;24092012;142;1;5;1;38029,6;0;0;38029,6;0;0;0;6;1;13040;38029,6;2119,79; ;0; ;0;1;2;SI; ;;0;;0;;4;BULBOS          ~ BULBOS DE FLORES~JUAN SONE-F~ DE LILIUM~ EN REPOSO V;EGETATIVO~ RIALTO;;;;;;6011011;10;1482;2,939231;4355,94;99;23400.0;UNIDADES;0;;;0;;;1560                                                                                                                                                                                                                                                                                                         ;3012012;1;76;1;                                                     ;3012012;1;863167274;30122011;FRISIA LOGA;76220                      ;2012;01
3012012;4581109;55;200;3;10721;100;5503;0;3188;0;0;908;SAN VICENTE;10;F;1;242;GUAYAQUIL;218;ECUADOR;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;515;;24092012;142;1;5;1;38029,6;0;0;38029,6;0;0;0;6;1;13040;38029,6;2119,79; ;0; ;0;1;2;SI; ;;0;;0;;5;BULBOS          ~ BULBOS DE FLORES~JUAN SONE-F~ DE LILIUM~ EN REPOSO V;EGETATIVO~ SANTANDER;;;;;;6011011;10;1330;3,193233;4247;99;19250.0;UNIDADES;0;;;0;;;1400                                                                                                                                                                                                                                                                                                         ;3012012;1;76;1;                                                     ;3012012;1;863167274;30122011;FRISIA LOGA;76220                      ;2012;01
3012012;4581109;55;200;3;10721;100;5503;0;3188;0;0;908;SAN VICENTE;10;F;1;242;GUAYAQUIL;218;ECUADOR;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;515;;24092012;142;1;5;1;38029,6;0;0;38029,6;0;0;0;6;1;13040;38029,6;2119,79; ;0; ;0;1;2;SI; ;;0;;0;;6;BULBOS          ~ BULBOS DE FLORES~JUAN SONE-F~ DE LILIUM~ EN REPOSO V;EGETATIVO;;;;;;6011011;10;3876;2,511406;9734,21;99;54672.0;UNIDADES;72;;PRECIO PROMEDIO;0;;;4080                                                                                                                                                                                                                                                                                                 ;3012012;1;76;1;                                                     ;3012012;1;863167274;30122011;FRISIA LOGA;76220                      ;2012;01
