4072011;4307305;48;200;3;12226;100;5701;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;251;LIMA;219;PERU;LAN AIRLINES S.A.;997;89862200;2;B2BEXPRESS S.A.;99515150;2;0;219;;15072011;13;1;10;1;28000;0;0;28000;0;0;0;2;72;1002;28000;3425,65; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLATAS DE VIDES~ VIVERO-F~ RED GLOBE/HARMONY~ ENSAMB;LADAS~ SIN ENRAIZAR~ PARA LA S;IEMBRA.;;;;;6022000;10;24500;,56;13720;99;0000024500;UNIDADES;68;538;ACE;0;;;490                                                                                                                                                                                                                                                                                    ;04072011;1;40;72;VIVEROS SANTAMARIA                                  ;04072011;1;11060022;21062011;LAN AIRLINES S.A.;290645                
4072011;4307305;48;200;3;12226;100;5701;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;251;LIMA;219;PERU;LAN AIRLINES S.A.;997;89862200;2;B2BEXPRESS S.A.;99515150;2;0;219;;15072011;13;1;10;1;28000;0;0;28000;0;0;0;2;72;1002;28000;3425,65; ;0; ;0;0;0;NO; ;;0;;0;;2;SIN-CODIGO      ~ PLATAS DE VIDES~ VIVERO-F~ RED GLOBE/FREEDOM~ ENSAMB;LADAS~ SIN ENRAIZAR~ PARA LA S;IEMBRA.;;;;;6022000;10;25500;,56;14280;99;0000025500;UNIDADES;68;538;ACE;0;;;512                                                                                                                                                                                                                                                                                    ;04072011;1;40;72;VIVEROS SANTAMARIA                                  ;04072011;1;11060022;21062011;LAN AIRLINES S.A.;290645                
6072011;4317156;48;200;3;4492;100;6116;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;441;TOKYO;331;JAPON;DELTA AIR;225;59072510;2;PANALPINA;89170800;9;0;331;;31032012;13;3;2;1;3619,8;0;1377;2242,8;0;0;0;1;43;555;2242,8;1377; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FLORES DE LEUCADENDRON~ NOVAZEL-F~ VAR.SPRAY FOLIAGE;~ LEUCADENDRON SP.~ FRESCAS;;;;;;6031990;6;400;5,607;2242,8;68;820;AAEECH-JAP;20;;MERCANCIAS MAS DE UN MODELO.;72;;PRECIO PROMEDIO;555                                                                                                                                                                                                                                                                        ;06072011;1;22;43;ROT.                                                ;06072011;1;00623142630;25062011;DELTA AIR;291119                     
6072011;4324556;48;200;3;4492;100;6116;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;441;TOKYO;331;JAPON;DELTA AIR;225;59072510;2;PANALPINA;89170800;9;0;331;;31032012;13;3;2;1;12138,4;0;776,6;11361,8;0;0;0;2;5;40;11361,8;776,6; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ RAMAJESDE SALIX~ NOVAZEL-F~ PARA PROPAGACION~ SINENR;AIZAR E INJERTOS;;;;;;6021000;10;15;32,348667;485,23;68;820;AAEECH-JAP;0;;;0;;;20                                                                                                                                                                                                                                                                                                                          ;06072011;1;22;5;ROT.                                                 ;06072011;1;00623142641;01072011;DELTA AIR;292687                     
6072011;4324556;48;200;3;4492;100;6116;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;441;TOKYO;331;JAPON;DELTA AIR;225;59072510;2;PANALPINA;89170800;9;0;331;;31032012;13;3;2;1;12138,4;0;776,6;11361,8;0;0;0;2;5;40;11361,8;776,6; ;0; ;0;0;0;NO; ;;0;;0;;2;SIN-CODIGO      ~ ESQUEJES DE SENECIO~ NOVAZEL-F~ PARA PROPAGACION~ SI;N ENRAIZAR E INJERTOS;;;;;;6021000;10;15;725,104667;10876,57;0;;;0;;;0;;;20                                                                                                                                                                                                                                                                                                                                ;06072011;1;22;5;ROT.                                                 ;06072011;1;00623142641;01072011;DELTA AIR;292687                     
7072011;4315200;48;200;3;2704;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;20;R;4;296;SAO PAULO;220;BRASIL;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;220;2.0;20082011;13;1;2;1;7020;0;558;6462;0;0;0;1;1;372;6462;558; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTA DE OLIVO~ AGROMILLORA-F~ VAR. ARBOSANA~ VIVAS;DE FRUTOS COMESTIBLES;;;;;;6022000;10;28080;,230128;6462;99;0000028080;UNIDAD;64;a;VARIACION P/U;68;500;ACEM;372                                                                                                                                                                                                                                                                                                 ;07072011;1;80;1;ROTULADO                                             ;07072011;1;04553785970;25062011;LA;291294                            
8072011;4324147;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;13;F;7;291;ARAUCARIA;220;BRASIL;TRANSPORTE LOS MORROS;997;78775410;4;TRANSPORTES MORROS LTDA;78775410;4;0;220;;26032012;13;1;11;1;141040;0;10000;131040;0;0;0;1;26;18570,24;131040;10000; ;0; ;0;0;0;NO; ;;0;;0;;1;0602PLANTASAL   ~ PLANTAS DE FRUTILLAS VIVAS FRESCAS~ LLAHUEN-F~ ALBIO;N~ (FRESA);;;;;;6029000;6;17322,24;7,564841;131040;68;500;ACEM;0;;;0;;;18570,24                                                                                                                                                                                                                                                                                         ;08072011;1;80;26;LLAHUEN                                             ;08072011;1;CL.909.001668;30062011;;                                  
8072011;4324148;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;13;F;7;291;ARAUCARIA;220;BRASIL;TRANSPORTE LOS MORROS;997;78775410;4;TRANSPORTES MORROS LTDA;78775410;4;0;220;;26032012;13;1;11;1;141040;0;10000;131040;0;0;0;1;26;18071,04;131040;10000; ;0; ;0;0;0;NO; ;;0;;0;;1;0602PLANTASAL   ~ PLANTAS DE FRUTILLAS VIVAS FRESCAS~ LLAHUEN-F~ ALBIO;N~ (FRESA);;;;;;6029000;6;16823,04;7,789318;131040;68;500;ACEM;0;;;0;;;18071,04                                                                                                                                                                                                                                                                                         ;08072011;1;80;26;LLAHUEN                                             ;08072011;1;CL.909.001669;30062011;;                                  
8072011;4324149;33;200;3;126;100;13404;0;3188;0;0;965;LOS LIBERTADORES;13;F;7;291;ARAUCARIA;220;BRASIL;TRANSPORTE LOS MORROS;997;78775410;4;TRANSPORTES MORROS LTDA;78775410;4;0;220;;26032012;13;1;11;1;141040;0;10000;131040;0;0;0;1;26;17671,68;131040;10000; ;0; ;0;0;0;NO; ;;0;;0;;1;0602PLANTASAL   ~ PLANTAS DE FRUTILLAS VIVAS FRESCAS~ LLAHUEN-F~ ALBIO;N~ (FRESA);;;;;;6029000;6;16423,68;7,978723;131040;68;500;ACEM;0;;;0;;;17671,68                                                                                                                                                                                                                                                                                         ;08072011;1;80;26;LLAHUEN                                             ;08072011;1;CL.909.001667;30062011;;                                  
9072011;4290876;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;9082011;142;1;2;1;9127,37;0;2471,12;6656,25;0;0;0;1;92;766;6656,25;2471,12; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP~;;;;;;6031990;6;628;10,599124;6656,25;99;0000046080;STEMS;68;800;AAPCCH-UE;19;;MERCANCIAS MAS DE UN NOMBRE.;766                                                                                                                                                                                                                                                       ;09072011;1;22;92;ROTULADO                                            ;09072011;1;057-70284815;10062011;AIR FRANCE;290328                   
