7022011;4078681;34;200;3;1300;100;13107;0;3188;0;0;905;VALPARAISO;5;F;1;217;MANZANILLO;216;MEXICO;HAPPAG LLOYD;515;80992000;3;HAPPAG LLOYD;80992000;3;0;216;;4112011;13;1;2;1;11617,32;0;4703;6914,32;0;0;0;1;1;12458;6914,32;4703; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS PARA SIEMBRA~ HORTIFRUT-F~ PLANTAS DE ARANDA;NOS~ 286 CAJACARTON (22) ~ 31.;6KN;;;;;6022000;10;9037,6;,765062;6914,32;68;700;TLCCH-M;64;a;VARIACION P/U;61;;92290303;12458                                                                                                                                                                                                                                                                       ;07022011;1;76;1;                                                     ;07022011;1;LAVRVMRVA1859002;29012011;RIO VALIENTE;62264              
8022011;4078695;34;200;3;1300;100;13107;0;3188;0;0;905;VALPARAISO;5;F;1;217;MANZANILLO;216;MEXICO;HAPPAG LLOYD;515;80992000;3;LCL;96602750;9;0;216;;5112011;13;1;2;1;11617,32;0;4703;6914,32;0;0;0;1;1;12458;6914,32;4703; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS PARA SIEMBRA~ HORTIFRUT-F~ PLANTAS DE ARANDA;NOS~ 286 CAJACARTON (22) ~ 9.0;3KN;;;;;6022000;10;11440;,604399;6914,32;68;700;TLCCH-M;64;a;VARIACION P/U;61;;92290303;12458                                                                                                                                                                                                                                                                                 ;08022011;1;76;1;                                                     ;08022011;1;LAVRVMRVA1859001;29012011;RIO VALIENTE;62264              
9022011;4043318;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;6032011;142;1;2;1;9843,75;0;2077,52;7766,23;0;0;0;1;95;677;7766,23;2077,52; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP~;;;;;;6031990;6;534,5;14,529897;7766,23;99;0000047880;STEMS;68;800;AAPCCH-UE;0;;;677                                                                                                                                                                                                                                                                                   ;09022011;1;22;95;ROTULADO                                            ;09022011;1;045-57992082;05012011;LAN CHILE;268768                    
9022011;4049076;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;8032011;142;1;2;1;10569,08;0;2137,75;8431,33;0;0;0;1;102;705;8431,33;2137,75; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP~;;;;;;6031990;6;552;15,274149;8431,33;99;0000051408;STEMS;68;;SIN ACUERDO;0;;;705                                                                                                                                                                                                                                                                                    ;09022011;1;22;102;ROTULADO                                           ;09022011;1;045-57992163;07012011;LAN CHILE;268853                    
9022011;4053300;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;12032011;142;1;2;1;11190,79;0;2264,04;8926,75;0;0;0;1;108;729;8926,75;2264,04; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031990;6;567;15,743827;8926,75;99;54432;VARAS;68;;SIN ACUERDO;0;;;729                                                                                                                                                                                                                                                                                         ;09022011;1;22;108;ROTULADO                                           ;09022011;1;057-70279554;11012011;AIR FRANCE;269442                   
9022011;4059944;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;15032011;142;1;2;1;8703,95;0;1844,52;6859,43;0;0;0;1;84;577;6859,43;1844,52; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 47~ FREESIAS;P;;;;;;6031990;6;451;15,209379;6859,43;99;42336;VARA;68;;SIN ACUERDO;0;;;577                                                                                                                                                                                                                                                                                            ;09022011;1;22;84;ROTULADO                                            ;09022011;1;057-70279565;14012011;AIR FRANCE;270801                   
9022011;4064172;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;19032011;142;1;2;1;8289,47;0;1627,48;6661,99;0;0;0;1;80;548;6661,99;1627,48; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 47~ FREESIAS;P;;;;;;6031990;6;428;15,565397;6661,99;99;40320;UNIDAD;68;;SIN ACUERDO;0;;;548                                                                                                                                                                                                                                                                                          ;09022011;1;22;80;ROTULADO                                            ;09022011;1;057-70279650;18012011;AIR FRANCE;270805                   
9022011;4069984;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;22032011;142;1;2;1;4766,45;0;1325,8;3440,65;0;0;0;1;46;314;3440,65;1325,8; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 47~ FREESIA;SP;;;;;;6031990;6;245;14,043469;3440,65;99;23184;VARAS;68;;SIN ACUERDO;0;;;314                                                                                                                                                                                                                                                                                             ;09022011;1;22;46;ROTULADO                                            ;09022011;1;057-70279672;21012011;AIR FRANCE;270808                   
9022011;4074378;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;26032011;142;1;2;1;6631,58;0;1660,6;4970,98;0;0;0;1;64;438;4970,98;1660,6; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP;;;;;;6031990;6;342;14,535029;4970,98;99;32256;VARAS;68;;SIN ACUERDO;0;;;438                                                                                                                                                                                                                                                                                             ;09022011;1;22;64;ROTULADO                                            ;09022011;1;057-70279683;25012011;AIR FRANCE;270812                   
9022011;4080800;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;29032011;142;1;2;1;2901,32;0;995,5;1905,82;0;0;0;1;28;195;1905,82;995,5; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FRESIA S;P;;;;;;6031990;6;153;12,45634;1905,82;99;14112;VARAS;68;;SIN ACUERDO;0;;;195                                                                                                                                                                                                                                                                                                ;09022011;1;22;28;ROTULADO                                            ;09022011;1;057-70279694;28012011;AIR FRANCE;270815                   
9022011;4092526;48;200;3;4492;100;6116;0;3188;0;0;992;AEROP.A.M.BENITEZ;6;R;4;180;DALLAS;225;U.S.A.;AMERICAN AIRLINES;225;59029940;5;PANALPINA;89170800;9;0;225;;2112011;13;3;2;1;2022;0;319,31;1702,69;0;0;0;1;34;117;1702,69;319,31; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FLORES DE HORTENSIAS~ NOVAZEL-F~ VAR.DE CORTE HYDRAN;GEA SP~ FRESCAS;;;;;;6031990;6;102;16,693039;1702,69;99;0000000674;UNIDADES;68;650;TLCCH-USA;0;;;117                                                                                                                                                                                                                                                                                             ;09022011;1;22;34;ROT.                                                ;09022011;1;001-11590666;05022011;AMERICAN AIRLINES;273000            
11022011;4061644;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;561;MADRID;225;U.S.A.;POLAR AIR;225;96816320;5;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;13102011;13;3;9;1;6076,6;0;2043,95;4032,65;0;0;0;7;171;955;4032,65;2043,95; ;0; ;6076,6;0;0;NO; ;;0;;0;;1;BLACKBERRIES    ~ BLACKBERRIES FRESCOS~ CHILFRESH-F~ GRADO50 CM~ CORTA;DOS PARA ADORNO;;;;;;6031990;6;154;7,792208;1200;99;4000;VARAS;68;;SIN ACUERDO;0;;;160                                                                                                                                                                                                                                                                                    ;11022011;1;22;171;ROTULADO                                           ;11022011;1;369-40716130;16012011;POLAR AIR;270767                    
11022011;4061644;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;561;MADRID;225;U.S.A.;POLAR AIR;225;96816320;5;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;13102011;13;3;9;1;6076,6;0;2043,95;4032,65;0;0;0;7;171;955;4032,65;2043,95; ;0; ;6076,6;0;0;NO; ;;0;;0;;2;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 35-50CM~ HYDRANGEAS;P;;;;;;6031990;6;514;1,428794;734,4;99;2448;VARAS;0;;;0;;;515                                                                                                                                                                                                                                                                                                             ;11022011;1;22;171;ROTULADO                                           ;11022011;1;369-40716130;16012011;POLAR AIR;270767                    
11022011;4061644;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;561;MADRID;225;U.S.A.;POLAR AIR;225;96816320;5;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;13102011;13;3;9;1;6076,6;0;2043,95;4032,65;0;0;0;7;171;955;4032,65;2043,95; ;0; ;6076,6;0;0;NO; ;;0;;0;;3;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 50-70CM~ ZANTEDESH;IA SPP;;;;;;6031960;6;55;9,272727;510;99;1700;VARAS;0;;;0;;;57                                                                                                                                                                                                                                                                                                            ;11022011;1;22;171;ROTULADO                                           ;11022011;1;369-40716130;16012011;POLAR AIR;270767                    
11022011;4061644;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;561;MADRID;225;U.S.A.;POLAR AIR;225;96816320;5;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;13102011;13;3;9;1;6076,6;0;2043,95;4032,65;0;0;0;7;171;955;4032,65;2043,95; ;0; ;6076,6;0;0;NO; ;;0;;0;;4;GREENMIX        ~ FOLLAJE MIXTO FRESCO~ CHILFRESF-F~ GRADO:25-60CM~ LA;PHOSORIA CUADROFINATA;;;;;;6049100;6;70;6,875;481,25;99;385;RAMO;0;;;0;;;70                                                                                                                                                                                                                                                                                               ;11022011;1;22;171;ROTULADO                                           ;11022011;1;369-40716130;16012011;POLAR AIR;270767                    
11022011;4061644;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;561;MADRID;225;U.S.A.;POLAR AIR;225;96816320;5;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;13102011;13;3;9;1;6076,6;0;2043,95;4032,65;0;0;0;7;171;955;4032,65;2043,95; ;0; ;6076,6;0;0;NO; ;;0;;0;;5;AGAPANTHUS      ~ AGAPANTHUS FRESCOS~ S. CHILFRESH-F~ GRADO 50-70CM~ A;GAPANTHUS SPP;;;;;;6031990;6;60;6,9;414;99;1380;VARAS;0;;;0;;;62                                                                                                                                                                                                                                                                                                          ;11022011;1;22;171;ROTULADO                                           ;11022011;1;369-40716130;16012011;POLAR AIR;270767                    
11022011;4061644;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;561;MADRID;225;U.S.A.;POLAR AIR;225;96816320;5;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;13102011;13;3;9;1;6076,6;0;2043,95;4032,65;0;0;0;7;171;955;4032,65;2043,95; ;0; ;6076,6;0;0;NO; ;;0;;0;;6;GENTIANA        ~ GENTIANAS FRESCAS~ CHILFRES-F~ GENTIANA SPP~ GRADO 5;0 - 70 CM;;;;;;6031990;6;38;10,657895;405;99;1350;VARAS;0;;;0;;;39                                                                                                                                                                                                                                                                                                        ;11022011;1;22;171;ROTULADO                                           ;11022011;1;369-40716130;16012011;POLAR AIR;270767                    
11022011;4061644;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;561;MADRID;225;U.S.A.;POLAR AIR;225;96816320;5;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;13102011;13;3;9;1;6076,6;0;2043,95;4032,65;0;0;0;7;171;955;4032,65;2043,95; ;0; ;6076,6;0;0;NO; ;;0;;0;;7;LYSIANTHUS      ~ LYSIANTHUS FRESCAS~ CHILFRESH-F~ GRADO 70-80 CM~ COR;TADAS PARA ADORNO;;;;;;6031990;6;48;6;288;99;960;VARAS;0;;;0;;;52                                                                                                                                                                                                                                                                                                         ;11022011;1;22;171;ROTULADO                                           ;11022011;1;369-40716130;16012011;POLAR AIR;270767                    
11022011;4062319;34;200;3;13465;100;6301;0;3188;0;0;905;VALPARAISO;6;R;1;491;SINGAPUR;342;HONG KONG;HAMBURG SUD COLUMBUS;997;59059900;K;DAMCO;33333333;3;0;332;3.0;21032011;142;1;5;1;26041,67;0;0;26041,67;0;0;0;3;3;27000;26041,67;31555; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PALMERA(JUBAEA CHILENSIS)~ LANCEL-F.~ CON PAN DE TIE;RRA~ TRONCO 7.0 MTS.;;;;;;6022000;10;1;9594,29;9594,29;61;;1SCLKU0153;68;800;AAPCCH-UE;64;b;VARIACION P/U;11000                                                                                                                                                                                                                                                                                 ;11022011;1;74;3;                                                     ;11022011;1;DMCQSCL0023158;20012011;CCNI ARICA;62666                  
11022011;4062319;34;200;3;13465;100;6301;0;3188;0;0;905;VALPARAISO;6;R;1;491;SINGAPUR;342;HONG KONG;HAMBURG SUD COLUMBUS;997;59059900;K;DAMCO;33333333;3;0;332;3.0;21032011;142;1;5;1;26041,67;0;0;26041,67;0;0;0;3;3;27000;26041,67;31555; ;0; ;0;0;0;NO; ;;0;;0;;2;SIN-CODIGO      ~ PALMERA(JUBAEA CHILENSIS)~ LANCEL-F.~ CON PAN DE TIE;RRA~ TRONCO 5.5M;;;;;;6022000;10;1;8223,69;8223,69;64;b;VARIACION P/U;0;;;0;;;8000                                                                                                                                                                                                                                                                                                              ;11022011;1;74;3;                                                     ;11022011;1;DMCQSCL0023158;20012011;CCNI ARICA;62666                  
11022011;4062319;34;200;3;13465;100;6301;0;3188;0;0;905;VALPARAISO;6;R;1;491;SINGAPUR;342;HONG KONG;HAMBURG SUD COLUMBUS;997;59059900;K;DAMCO;33333333;3;0;332;3.0;21032011;142;1;5;1;26041,67;0;0;26041,67;0;0;0;3;3;27000;26041,67;31555; ;0; ;0;0;0;NO; ;;0;;0;;3;SIN-CODIGO      ~ PALMERA(JUBAEA CHILENSIS)~ LANCEL-F.~ CON PAN DE TIE;RRA~ TRONCO 5.5M;;;;;;6022000;10;1;8223,69;8223,69;64;b;VARIACION P/U;0;;;0;;;8000                                                                                                                                                                                                                                                                                                              ;11022011;1;74;3;                                                     ;11022011;1;DMCQSCL0023158;20012011;CCNI ARICA;62666                  
11022011;4071654;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;19102011;13;3;9;1;7873,07;0;2508,47;5364,6;0;0;0;9;159;922;5364,6;2508,47; ;0; ;7873,07;0;0;NO; ;;0;;0;;1;BLACKBERRIES    ~ BLACKBERRIES FRESCOS~ CHILFRESH-F~ GRADO 50 CM~~ COR;TADOS PARA ADORNO;;;;;;6031990;6;192;7,8125;1500;99;5000;VARAS;68;;SIN ACUERDO;0;;;194                                                                                                                                                                                                                                                                                     ;11022011;1;22;159;ROTULADO                                           ;11022011;1;045-57992351;22012011;LAN CHILE;271330                    
11022011;4071654;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;19102011;13;3;9;1;7873,07;0;2508,47;5364,6;0;0;0;9;159;922;5364,6;2508,47; ;0; ;7873,07;0;0;NO; ;;0;;0;;2;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 60 CM~ PAEONIA SPP;;;;;;;6031930;6;150;8,56;1284;99;4280;VARAS;0;;;0;;;170                                                                                                                                                                                                                                                                                                                    ;11022011;1;22;159;ROTULADO                                           ;11022011;1;045-57992351;22012011;LAN CHILE;271330                    
11022011;4071654;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;19102011;13;3;9;1;7873,07;0;2508,47;5364,6;0;0;0;9;159;922;5364,6;2508,47; ;0; ;7873,07;0;0;NO; ;;0;;0;;3;ASTILBE         ~ ASTILBE FRESCO~ CHILFRESH-F~ GRADO 40-50 CM~ ASTILBE;SPP;;;;;;6031990;6;34;17,647059;600;99;2000;VARAS;0;;;0;;;34                                                                                                                                                                                                                                                                                                               ;11022011;1;22;159;ROTULADO                                           ;11022011;1;045-57992351;22012011;LAN CHILE;271330                    
11022011;4071654;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;19102011;13;3;9;1;7873,07;0;2508,47;5364,6;0;0;0;9;159;922;5364,6;2508,47; ;0; ;7873,07;0;0;NO; ;;0;;0;;4;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 35-50CM~ HYDRANGEA;SP;;;;;;6031990;6;321;1,413084;453,6;99;1512;VARAS;0;;;0;;;321                                                                                                                                                                                                                                                                                                              ;11022011;1;22;159;ROTULADO                                           ;11022011;1;045-57992351;22012011;LAN CHILE;271330                    
11022011;4071654;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;19102011;13;3;9;1;7873,07;0;2508,47;5364,6;0;0;0;9;159;922;5364,6;2508,47; ;0; ;7873,07;0;0;NO; ;;0;;0;;5;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 50-70CM~ ZANTEDESH;IA SPP;;;;;;6031960;6;48;9,125;438;99;1460;VARAS;0;;;0;;;49                                                                                                                                                                                                                                                                                                                ;11022011;1;22;159;ROTULADO                                           ;11022011;1;045-57992351;22012011;LAN CHILE;271330                    
