9042011;4140823;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;7052011;13;1;2;1;3600;0;578,1;3021,9;0;0;0;1;20;174;3021,9;578,1; ;0; ;0;0;0;NO; ;;0;;0;;1;MIX-BOUQUETS    ~ FLORES MIXTAS FRESCAS~ SERENA FLOWERS-F~ CON FOLLAJE;~GRADO 40~ FRESA SP.GEVUINA AV;ELLANA~;;;;;6031990;6;144;20,985417;3021,9;99;0000000720;MIX;68;;SIN ACUERDO;0;;;174                                                                                                                                                                                                                                                                     ;09042011;1;22;20;ROTULADO                                            ;09042011;1;045-53721021;08032011;LAN CHILE;277494                    
9042011;4147722;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;11052011;13;1;2;1;6000;0;870,8;5129,2;0;0;0;1;60;352;5129,2;870,8; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031990;6;262;19,577099;5129,2;99;0000030000;VARAS;68;;SIN ACUERDO;0;;;352                                                                                                                                                                                                                                                                                                       ;09042011;1;22;60;ROTULADO                                            ;09042011;1;045-53721065;12032011;LAN CHILE;278078                    
9042011;4152878;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;14052011;13;1;2;1;3600;0;504,2;3095,8;0;0;0;1;20;181;3095,8;504,2; ;0; ;0;0;0;NO; ;;0;;0;;1;MIX-BOUQUETS    ~ FLORES MIXTAS FRESCAS~ SERENA FLOWERS-F~ CON FOLLAJE;~ GRADO 40~ FRESA SP.GEVUINA A;VELLANA;;;;;6031990;6;151;20,501987;3095,8;99;0000000720;MIX;68;;SIN ACUERDO;0;;;181                                                                                                                                                                                                                                                                     ;09042011;1;22;20;ROTULADO                                            ;09042011;1;045-53721076;15032011;LAN CHILE;279566                    
9042011;4164994;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;20042011;13;1;2;1;1500;0;473;1027;0;0;0;1;15;93;1027;473; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP~;;;;;;6031990;6;83;12,373494;1027;99;0000007500;UNIDAD;68;;SIN ACUERDO;0;;;93                                                                                                                                                                                                                                                                                                                  ;09042011;1;22;15;ROTULADO                                            ;09042011;1;045-53721253;21032011;LAN CHILE;280441                    
9042011;4165071;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;20042011;13;1;2;1;3600;0;662,2;2937,8;0;0;0;1;20;186;2937,8;662,2; ;0; ;0;0;0;NO; ;;0;;0;;1;MIX-BOUQUETS    ~ FLORES MIXTAS FRESCAS~ SERENA FLOWERS-F~ CON FOLLAJE;~GRADO 40~ FRESA SP.GEVUINA AV;ELLANA~;;;;;6031990;6;156;18,832051;2937,8;99;0000000720;MIX;68;;SIN ACUERDO;0;;;186                                                                                                                                                                                                                                                                     ;09042011;1;22;20;ROTULADO                                            ;09042011;1;045-53721242;21032011;LAN CHILE;280441                    
9042011;4169866;48;200;3;688;100;14101;0;3188;0;0;992;AEROP.A.M.BENITEZ;9;R;4;251;LIMA;219;PERU;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;219;;8122011;13;1;5;1;3895;0;0;3895;0;0;0;1;28;280;3895;923; ;0; ;0;0;0;NO; ;;0;;0;;1;MIX             ~ BOUQUETS DE FLORES~ A.FLOWERS-F~ FRESCOS~ DE FLOR DE;TULIPAN, CORTADOS PARA DORNOS;;;;;;6031990;6;196;19,872449;3895;99;0000007000;VARAS;68;;SIN ACUERDO;0;;;280                                                                                                                                                                                                                                                                                           ;09042011;1;22;28;ROTULADO                                            ;09042011;1;045-53721275;23032011;LAN CHILE;280343                    
9042011;4174809;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;24052011;142;1;2;1;4578,59;0;1091;3487,59;0;0;0;1;43;298;3487,59;1091; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031990;6;233,5;14,936146;3487,59;99;0000021672;VARAS;68;;SIN ACUERDO;0;;;298                                                                                                                                                                                                                                                                                          ;09042011;1;22;43;ROTULADO                                            ;09042011;1;057-70284712;25032011;AIR FRANCE;278147                   
9042011;4184807;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;1052011;13;1;2;1;3600;0;740,6;2859,4;0;0;0;1;20;193;2859,4;740,6; ;0; ;0;0;0;NO; ;;0;;0;;1;MIXBOUQUETS     ~ MIX  DE FLORES~ SERENA FLOWERS-F~ GRADO 42~ FRESCAS~;;;;;;;6031990;6;163;17,542331;2859,4;99;0000000720;BOUQUETS;68;;SIN ACUERDO;0;;;193                                                                                                                                                                                                                                                                                                     ;09042011;1;22;20;ROTULADO                                            ;09042011;1;045-53721301;01042011;LAN CHILE;281995                    
11042011;4174428;48;200;3;3456;100;5503;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;621;AMSTERDAM;515;HOLANDA;DELTA AIRLINES;225;59072510;2;HARTRODT;84007300;9;0;515;;19012012;142;1;2;1;125640,25;0;2500,8;123139,45;0;0;0;1;63;531;123139,45;2500,8; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~SONE MERICROM-F~ LILUM WASH BULBS;;;;;;;6011011;6;402,95;305,594863;123139,45;99;0000744290;UNIDADES;68;800;ACUERDO COMERCIAL;64;B;VARIACION P/U;531                                                                                                                                                                                                                                                                       ;11042011;1;30;63;ROTULADO                                            ;11042011;1;006-7835 0171;25032011;DL;279814                          
11042011;4177601;55;200;3;3724;100;8301;0;3188;0;0;908;SAN VICENTE;8;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;25122011;142;1;5;1;90287,82;0;0;90287,82;0;0;0;1;1;13640;90287,82;0; ;0; ;0;0;0;NO; ;;0;;0;;1;TULIPA-SPP      ~ BULBOS DE FLORES~ SUN HARVEST-F~ DE TULIPAN~ EN REPO;SO VEGETATIVO;;;;;;6011012;6;12400;7,281276;90287,82;99;0000012400;KN;61;;1SCLES1678;68;800;AAPCCH-UE;13640                                                                                                                                                                                                                                                                                              ;11042011;1;76;1;                                                     ;11042011;1;SUDUB17019804040;30032011;LIBRA RIO;65212                 
11042011;4179842;48;200;3;3456;100;5503;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;621;AMSTERDAM;515;HOLANDA;DELTA AIR LINES;225;59072510;2;HARTRODT;84007300;9;0;515;;29012012;142;1;2;1;6093,52;0;758;5335,52;0;0;0;1;22;173;5335,52;758; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS VIVAS~SONE MERICROM-F~ ZANTEDESCHIA;;;;;;;6029000;6;150,44;35,466099;5335,52;99;0000027040;UNIDADES;68;800;ACUERDO COMERCIAL;64;B;VARIACION P/U;173                                                                                                                                                                                                                                                                                            ;11042011;1;22;22;ROTULADO                                            ;11042011;1;006-7835 2971;29032011;DL;280637                          
11042011;4179857;48;200;3;3456;100;5503;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;621;AMSTERDAM;515;HOLANDA;DELTA AIRLINES;225;59072510;2;HARTRODT;84007300;9;0;515;;29012012;142;1;2;1;117589,28;0;2267,6;115321,68;0;0;0;1;57;311;115321,68;2267,6; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~SONE MERICROM-F~ LILIUM;;;;;;;6011011;6;193,16;597,026714;115321,68;99;0000684382;UNIDADES;68;800;ACUERDO COMERCIAL;64;B;VARIACION P/U;311                                                                                                                                                                                                                                                                                 ;11042011;1;30;57;ROTULADO                                            ;11042011;1;006-7835 2960;29032011;DL;280637                          
11042011;4187077;48;200;3;3456;100;5503;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;621;AMSTERDAM;515;HOLANDA;DELTA AIR LINES;225;59072510;2;HARTRODT;84007300;9;0;515;;7022012;142;1;2;1;2900,7;0;404;2496,7;0;0;0;1;11;88;2496,7;404; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS VIVAS~SONE MERICROM-F~ ZANTEDESCHIA;;;;;;;6029000;6;71,33;35,002103;2496,7;99;0000012320;UNIDADES;64;B;VARIACION P/U;68;800;ACUERDO COMERCIAL;88                                                                                                                                                                                                                                                                                                   ;11042011;1;22;11;ROTULADO                                            ;11042011;1;006-7835 3074;01042011;DL;280640                          
11042011;4187092;48;200;3;3456;100;5503;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;621;AMSTERDAM;515;HOLANDA;DELTA AIR LINES;225;59072510;2;HARTRODT;84007300;9;0;515;;7022012;142;3;2;1;15346,69;0;1150;14196,69;0;0;0;1;43;351;14196,69;1150; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS VIVAS~SONE MERICROM-F~ ZANTEDESCHIA;;;;;;;6029000;6;318,04;44,638064;14196,69;99;0000064095;UNIDADES;64;B;VARIACION P/U;68;800;ACUERDO COMERCIAL;351                                                                                                                                                                                                                                                                                      ;11042011;1;22;43;ROTULADO                                            ;11042011;1;006-7835 2982;01042011;DL;280640                          
12042011;4137992;39;200;3;1300;100;13107;0;3188;0;0;906;SAN ANTONIO;5;F;1;217;MANZANILLO;216;MEXICO;C.S.A.V.;997;90160000;7;LCL;96602750;9;0;216;;7012012;13;1;2;1;72380,88;0;28043;44337,88;0;0;0;1;6;70080;44337,88;28043; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS PARA SIEMBRA~ HORTIFRUT-F~ PLANTAS DE ARANDA;NOS~ 34320 CAJACARTON (22) ~ 1;.04KN;;;;;6022000;10;35692,8;1,242208;44337,88;68;700;TLCCH-M;64;a;VARIACION P/U;61;;CHIWAAAACM800;70080                                                                                                                                                                                                                                                                     ;12042011;1;76;6;                                                     ;12042011;1;LAVRSMLEB1565001;11032011;CSAV LEBU;64833                 
12042011;4156594;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;15052011;142;1;2;1;5856,34;0;1243,5;4612,84;0;0;0;1;55;361;4612,84;1243,5; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIA;SP~;;;;;;6031990;6;278,5;16,56316;4612,84;99;0000027720;VARAS;68;;SIN ACUERDO;0;;;361                                                                                                                                                                                                                                                                                      ;12042011;1;22;55;ROTULADO                                            ;12042011;1;057-70284690;16032011;AIR FRANCE;278138                   
12042011;4167270;34;200;3;1300;100;13107;0;3188;0;0;905;VALPARAISO;5;F;1;217;MANZANILLO;216;MEXICO;HAPPAG LLOYD;515;80992000;3;LCL;96602750;9;0;216;;7012012;13;1;2;1;47590;0;18707;28883;0;0;0;1;4;45720;28883;18707; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS PARA SIEMBRA~ HORTIFRUT-F~ PLANTAS DE ARANDA;NOS~ 1144 CAJACARTON (22);;;;;;6022000;10;45720;,631737;28883;68;700;TLCCH-M;64;a;VARIACION P/U;61;;92375791;45720                                                                                                                                                                                                                                                                                                ;12042011;1;76;4;                                                     ;12042011;1;LAVRVMRVA1455001;26032011;RIO VALIENTE;64793              
12042011;4178389;48;200;3;2704;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;20;R;4;264;MENDOZA;224;ARGENTINA;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;224;2.0;22052011;13;1;2;1;4680;0;360;4320;0;0;0;1;4;233;4320;360; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS~ AGROMILLORA-F~ DE OLIVOS VAR ARBEQUINA~ VIV;AS DE FRUTOS COMESTIBLES;;;;;;6022000;10;18720;,230769;4320;99;0000018720;UNIDAD;68;500;ACEM;64;a;VARIACION P/U;233                                                                                                                                                                                                                                                                                             ;12042011;1;80;4;ROTULADO                                             ;12042011;1;045-53785826;31032011;LA;281096                           
12042011;4178390;48;200;3;2704;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;20;R;4;264;MENDOZA;224;ARGENTINA;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;224;2.0;22052011;13;1;2;1;4680;0;360;4320;0;0;0;1;4;232;4320;360; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS~ AGROMILLORA-F~ DE OLIVOS VAR ARBEQUINA~ VIV;AS DE FRUTOS COMESTIBLES;;;;;;6022000;10;18720;,230769;4320;99;0000018720;UNIDAD;68;500;ACEM;64;a;VARIACION P/U;232                                                                                                                                                                                                                                                                                             ;12042011;1;80;4;ROTULADO                                             ;12042011;1;045-53785815;30032011;LA;280876                           
12042011;4178391;48;200;3;2704;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;20;R;4;264;MENDOZA;224;ARGENTINA;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;224;2.0;21052011;13;1;2;1;4052,16;0;410,4;3641,76;0;0;0;1;4;342;3641,76;410,4; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS~ AGROMILLORA-F~ PORTA INJERTOS DE DURAZNO~ V;IVAS DE FRUTOS COMESTIBLES;;;;;;6022000;10;6048;,602143;3641,76;99;0000006048;UNIDAD;68;500;ACEM;64;a;VARIACION P/U;342                                                                                                                                                                                                                                                                            ;12042011;1;80;4;ROTULADO                                             ;12042011;1;045-53785804;29032011;LA;280827                           
12042011;4190632;48;200;3;2704;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;20;R;4;264;MENDOZA;224;ARGENTINA;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;224;2.0;30052011;13;1;2;1;4052,16;0;436,8;3615,36;0;0;0;1;4;364;3615,36;436,8; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS~ AGROMILLORA-F~ PORTAINJERTOS DE DURAZNO GAR;NEM~ VIVAS DE FRUTOS COMESTIBL;ES;;;;;6022000;10;6048;,597778;3615,36;99;0000006048;UNIDAD;68;500;ACEM;64;a;VARIACION P/U;364                                                                                                                                                                                                                                                                      ;12042011;1;80;4;ROTULADO                                             ;12042011;1;045-53785830;06042011;LA;282009                           
13042011;4140266;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;7052011;142;1;2;1;4259,15;0;772,5;3486,65;0;0;0;1;40;251;3486,65;772,5; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031990;6;191;18,254712;3486,65;99;0000020160;VARAS;68;;SIN ACUERDO;0;;;251                                                                                                                                                                                                                                                                                          ;13042011;1;22;40;ROTULADO                                            ;13042011;1;057-70284686;08032011;AIR FRANCE;275890                   
13042011;4156720;55;200;3;4095;100;10304;0;3188;0;0;949;PINO HACHADO(LIUCURA;10;F;7;261;OTROS PUERTOS DE ARG;224;ARGENTINA;TRANSPORTES RODRIGUEZ S.A.;997;96817920;9;TRANSPORTES RODRIGUEZ S.A.;96817920;9;0;224;;11122011;142;3;5;1;16025,07;0;0;16025,07;0;0;0;1;25;22500;16025,07;3950; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~SOUTHERN BULBS-F~ DE LILIUM~ EN REP;OSO VEGETATIVO;;;;;;6011011;6;20812,5;,769973;16025,07;99;0000264600;UNIDAD;68;500;ACEM;64;B;VARIACION T/C;22500                                                                                                                                                                                                                               ;13042011;1;80;25;S/M                                                 ;13042011;1;CL02811;16032011;;                                        
13042011;4167662;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;18122011;13;3;9;1;7943,08;0;3090,43;4852,65;0;0;0;9;169;1208;4852,65;3090,43; ;0; ;7943,08;0;0;NO; ;;0;;0;;1;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 60-90CM~ ZANTEDESH;IA SPP;;;;;;6031960;6;87;8,103448;705;99;0000002350;VARAS;68;;SIN ACUERDO;0;;;97                                                                                                                                                                                                                                                                                        ;13042011;1;22;169;ROTULADO                                           ;13042011;1;045-53721264;23032011;LAN CHILE;280333                    
13042011;4167662;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;18122011;13;3;9;1;7943,08;0;3090,43;4852,65;0;0;0;9;169;1208;4852,65;3090,43; ;0; ;7943,08;0;0;NO; ;;0;;0;;2;LYSIANTHUS      ~ LYSIANTHUS FRESCAS~ CHILFRESH-F~ GRADO 70-80 CM~ COR;TADAS PARA ADORNO~;;;;;;6031990;6;60;6;360;99;0000001200;VARAS;0;;;0;;;70                                                                                                                                                                                                                                                                                               ;13042011;1;22;169;ROTULADO                                           ;13042011;1;045-53721264;23032011;LAN CHILE;280333                    
13042011;4167662;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;18122011;13;3;9;1;7943,08;0;3090,43;4852,65;0;0;0;9;169;1208;4852,65;3090,43; ;0; ;7943,08;0;0;NO; ;;0;;0;;3;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50CM~ HYDRANGEA SP~;;;;;;;6031990;6;394;1,586041;624,9;99;0000002083;VARAS;0;;;0;;;414                                                                                                                                                                                                                                                                                                      ;13042011;1;22;169;ROTULADO                                           ;13042011;1;045-53721264;23032011;LAN CHILE;280333                    
