1032011;4050666;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;CARGO NET CENTER S.A.;76558820;0;0;225;;5102011;13;3;9;1;12052,47;0;3507,22;8545,25;0;0;0;10;255;1527;8545,25;3507,22; ;0; ;12052,47;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 60-CM~ PAEONIA SPP;;;;;;;6031930;6;598;6,090301;3642;99;12140;VARAS;68;;SIN ACUERDO;0;;;628                                                                                                                                                                                                                                                                                                      ;01032011;1;22;255;ROTULADO                                           ;01032011;1;045-53702574;08012011;LAN CHILE;268905                    
1032011;4050666;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;CARGO NET CENTER S.A.;76558820;0;0;225;;5102011;13;3;9;1;12052,47;0;3507,22;8545,25;0;0;0;10;255;1527;8545,25;3507,22; ;0; ;12052,47;0;0;NO; ;;0;;0;;2;SIN-CODIGO      ~ BLACKBERRIES FRESCAS~ CHILFRESH-F~ GRADO 45-50CM~ CO;RTADOS PARA ADORNA;;;;;;6031930;6;200;6,9;1380;99;4600;VARAS;0;;;0;;;226                                                                                                                                                                                                                                                                                                      ;01032011;1;22;255;ROTULADO                                           ;01032011;1;045-53702574;08012011;LAN CHILE;268905                    
1032011;4050666;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;CARGO NET CENTER S.A.;76558820;0;0;225;;5102011;13;3;9;1;12052,47;0;3507,22;8545,25;0;0;0;10;255;1527;8545,25;3507,22; ;0; ;12052,47;0;0;NO; ;;0;;0;;3;AGAPANTHUS      ~ AGAPANTHUS FRESCOS~ S. CHILFRESH-F~ GRADO 50-70CM~ A;GAPANTHUS SPP;;;;;;6031990;6;108;6,555556;708;99;2360;VARAS;0;;;0;;;125                                                                                                                                                                                                                                                                                                       ;01032011;1;22;255;ROTULADO                                           ;01032011;1;045-53702574;08012011;LAN CHILE;268905                    
1032011;4050666;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;CARGO NET CENTER S.A.;76558820;0;0;225;;5102011;13;3;9;1;12052,47;0;3507,22;8545,25;0;0;0;10;255;1527;8545,25;3507,22; ;0; ;12052,47;0;0;NO; ;;0;;0;;4;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 40-70CM~ ZANTEDESH;IA SPP;;;;;;6031960;6;88;7,636364;672;99;2240;VARAS;0;;;0;;;91                                                                                                                                                                                                                                                                                                                ;01032011;1;22;255;ROTULADO                                           ;01032011;1;045-53702574;08012011;LAN CHILE;268905                    
1032011;4050666;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;CARGO NET CENTER S.A.;76558820;0;0;225;;5102011;13;3;9;1;12052,47;0;3507,22;8545,25;0;0;0;10;255;1527;8545,25;3507,22; ;0; ;12052,47;0;0;NO; ;;0;;0;;5;ASTILBE         ~ ASTILBE FRESCO~ CHILFRESH-F~ GRADO 50-60 CM~ ASTILBE;SPP;;;;;;6031990;6;32;16,875;540;99;1800;VARAS;0;;;0;;;42                                                                                                                                                                                                                                                                                                                     ;01032011;1;22;255;ROTULADO                                           ;01032011;1;045-53702574;08012011;LAN CHILE;268905                    
1032011;4050666;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;CARGO NET CENTER S.A.;76558820;0;0;225;;5102011;13;3;9;1;12052,47;0;3507,22;8545,25;0;0;0;10;255;1527;8545,25;3507,22; ;0; ;12052,47;0;0;NO; ;;0;;0;;6;SIN-CODIGO      ~ IXIA FRESCA~ CHILFRESH-F~ GRADO 40-50 CM~ CORTADAS P;ARA ADORNO;;;;;;6031990;6;12;37,5;450;99;0000001500;VARAS;0;;;0;;;22                                                                                                                                                                                                                                                                                                          ;01032011;1;22;255;ROTULADO                                           ;01032011;1;045-53702574;08012011;LAN CHILE;268905                    
1032011;4050666;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;CARGO NET CENTER S.A.;76558820;0;0;225;;5102011;13;3;9;1;12052,47;0;3507,22;8545,25;0;0;0;10;255;1527;8545,25;3507,22; ;0; ;12052,47;0;0;NO; ;;0;;0;;7;GENTIANA        ~ GENTIANAS FRESCAS~ CHILFRES-F~ GENTIANA SPP~ GRADO 5;0 - 70 CM;;;;;;6031990;6;32;11,71875;375;99;1250;VARAS;0;;;0;;;44                                                                                                                                                                                                                                                                                                             ;01032011;1;22;255;ROTULADO                                           ;01032011;1;045-53702574;08012011;LAN CHILE;268905                    
1032011;4050666;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;CARGO NET CENTER S.A.;76558820;0;0;225;;5102011;13;3;9;1;12052,47;0;3507,22;8545,25;0;0;0;10;255;1527;8545,25;3507,22; ;0; ;12052,47;0;0;NO; ;;0;;0;;8;LYSIANTHUS      ~ LYSIANTHUS FRESCAS~ CHILFRESH-F~ GRADO 70-80 CM~ COR;TADAS PARA ADORNO;;;;;;6031990;6;56;6;336;99;1120;VARAS;0;;;0;;;76                                                                                                                                                                                                                                                                                                            ;01032011;1;22;255;ROTULADO                                           ;01032011;1;045-53702574;08012011;LAN CHILE;268905                    
1032011;4050666;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;CARGO NET CENTER S.A.;76558820;0;0;225;;5102011;13;3;9;1;12052,47;0;3507,22;8545,25;0;0;0;10;255;1527;8545,25;3507,22; ;0; ;12052,47;0;0;NO; ;;0;;0;;9;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 40-50CM~ HYDRANGEA;SP;;;;;;6031990;6;201;1,298507;261;99;870;VARAS;0;;;0;;;231                                                                                                                                                                                                                                                                                                                    ;01032011;1;22;255;ROTULADO                                           ;01032011;1;045-53702574;08012011;LAN CHILE;268905                    
1032011;4050666;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;CARGO NET CENTER S.A.;76558820;0;0;225;;5102011;13;3;9;1;12052,47;0;3507,22;8545,25;0;0;0;10;255;1527;8545,25;3507,22; ;0; ;12052,47;0;0;NO; ;;0;;0;;10;GREENMIX        ~ FOLLAJE MIXTO FRESCO~ CHILFRESF-F~ GRADO:30-60CM~ LA;PHOSORIA CUADROFINATA;;;;;;6049100;6;31;5,846774;181,25;99;145;RAMO;0;;;0;;;42                                                                                                                                                                                                                                                                                               ;01032011;1;22;255;ROTULADO                                           ;01032011;1;045-53702574;08012011;LAN CHILE;268905                    
2032011;4074670;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;22102011;13;3;9;1;9724,01;0;2767,26;6956,75;0;0;0;9;165;1031;6956,75;2767,26; ;0; ;9724,01;0;0;NO; ;;0;;0;;1;BLACKBERRIES    ~ BLACKBERRIES FRESCOS~ CHILFRESH-F~ GRADO 50 CM~~ COR;TADOS PARA ADORNO;;;;;;6031990;6;225;6,933333;1560;99;5200;VARAS;68;;SIN ACUERDO;0;;;245                                                                                                                                                                                                                                                                                ;02032011;1;22;165;ROTULADO                                           ;02032011;1;045-57992373;25012011;LAN CHILE;273261                    
2032011;4074670;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;22102011;13;3;9;1;9724,01;0;2767,26;6956,75;0;0;0;9;165;1031;6956,75;2767,26; ;0; ;9724,01;0;0;NO; ;;0;;0;;2;FREESIA         ~ FREESIA FRESCAS~ CHILFRESH-F~ 45-50CM~ FREESIA SPP;;;;;;;6031990;6;32;34,21875;1095;99;3650;VARAS;0;;;0;;;42                                                                                                                                                                                                                                                                                                                 ;02032011;1;22;165;ROTULADO                                           ;02032011;1;045-57992373;25012011;LAN CHILE;273261                    
2032011;4074670;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;22102011;13;3;9;1;9724,01;0;2767,26;6956,75;0;0;0;9;165;1031;6956,75;2767,26; ;0; ;9724,01;0;0;NO; ;;0;;0;;3;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 50-70CM~ ZANTEDESH;IA SPP;;;;;;6031960;6;110;9,818182;1080;99;3600;VARAS;0;;;0;;;140                                                                                                                                                                                                                                                                                                       ;02032011;1;22;165;ROTULADO                                           ;02032011;1;045-57992373;25012011;LAN CHILE;273261                    
2032011;4074670;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;22102011;13;3;9;1;9724,01;0;2767,26;6956,75;0;0;0;9;165;1031;6956,75;2767,26; ;0; ;9724,01;0;0;NO; ;;0;;0;;4;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 60CM~ PAEONIA SPP;;;;;;;6031930;6;117;7,794872;912;99;3040;VARAS;0;;;0;;;147                                                                                                                                                                                                                                                                                                               ;02032011;1;22;165;ROTULADO                                           ;02032011;1;045-57992373;25012011;LAN CHILE;273261                    
2032011;4074670;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;22102011;13;3;9;1;9724,01;0;2767,26;6956,75;0;0;0;9;165;1031;6956,75;2767,26; ;0; ;9724,01;0;0;NO; ;;0;;0;;5;AGAPANTHUS      ~ AGAPANTHUS FRESCOS~ S. CHILFRESH-F~ GRADO 50-70CM~ A;GAPANTHUS SPP;;;;;;6031990;6;90;7,6;684;99;2280;VARAS;0;;;0;;;120                                                                                                                                                                                                                                                                                                       ;02032011;1;22;165;ROTULADO                                           ;02032011;1;045-57992373;25012011;LAN CHILE;273261                    
