3062011;4259045;55;200;3;4095;100;10304;0;3188;0;0;908;SAN VICENTE;10;F;1;292;SANTOS;220;BRASIL;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;220;;15022012;13;1;5;1;45796,58;0;0;45796,58;0;0;0;1;1;8249;45796,58;4868; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~SOUTHERN BULBS-F~ DE TULIPAN~ EN RE;POSO VEGETATIVO;;;;;;6011012;6;7614;6,014786;45796,58;99;0000250100;UNIDADES;61;;1SCLAD0341;68;500;ACEM;8249                                                                                                                                                                                                                                                                                              ;03062011;1;76;1;                                                     ;03062011;1;ANRMB17019856007;21052011;HAMMONIA MASSILIA;67363         
6062011;4209056;48;200;3;10721;100;5503;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;621;AMSTERDAM;515;HOLANDA;DELTA AIR LINES;225;59072510;2;HARTRODT;84007300;9;0;515;;15022012;142;1;5;1;35140,57;0;0;35140,57;0;0;0;1;3;1840;35140,57;3842; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~JUAN SONE-F~ LILIUM T1;;;;;;;6011011;6;1700;20,670924;35140,57;99;0000150991;UNIDADES;68;800;ACUERDO COMERCIAL;64;B;VARIACION P/U;1840                                                                                                                                                                                                                                                                                             ;06062011;1;80;3;ROTULADO                                             ;06062011;1;006-7835 3236;15042011;DL;282354                          
6062011;4237570;48;200;3;736;100;13114;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;576;MOUNT PLEASANT;510;REINO UNIDO;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;510;;4092011;13;1;5;1;5445,5;0;0;5445,5;0;0;0;27;187;2885;5445,5;0; ;0; ;0;0;0;NO; ;;0;;0;;27;FLO100          ~ FLORES FRESCAS~ DAVID GRIFFITHS-F~ CODIGO FLO100~ SU;RTIDAS CORTADAS PARA CONFECCIO;N DE RAMOS Y ADORNOS~;;;;;6031990;6;30;12;360;99;0000000030;KILO NETO;0;;;0;;;35                                                                                                                                                                                                                                                                                  ;06062011;1;22;187;ROTULADO                                           ;06062011;2;045-53821773;07052011;LAN CHILE;285489                    
6062011;4237570;48;200;3;736;100;13114;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;576;MOUNT PLEASANT;510;REINO UNIDO;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;510;;4092011;13;1;5;1;5445,5;0;0;5445,5;0;0;0;27;187;2885;5445,5;0; ;0; ;0;0;0;NO; ;;0;;0;;27;FLO100          ~ FLORES FRESCAS~ DAVID GRIFFITHS-F~ CODIGO FLO100~ SU;RTIDAS CORTADAS PARA CONFECCIO;N DE RAMOS Y ADORNOS~;;;;;6031990;6;30;12;360;99;0000000030;KILO NETO;0;;;0;;;35                                                                                                                                                                                                                                                                                  ;06062011;1;22;187;ROTULADO                                           ;06062011;3;045-53821740;07052011;LAN CHILE;285489                    
6062011;4237570;48;200;3;736;100;13114;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;576;MOUNT PLEASANT;510;REINO UNIDO;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;510;;4092011;13;1;5;1;5445,5;0;0;5445,5;0;0;0;27;187;2885;5445,5;0; ;0; ;0;0;0;NO; ;;0;;0;;27;FLO100          ~ FLORES FRESCAS~ DAVID GRIFFITHS-F~ CODIGO FLO100~ SU;RTIDAS CORTADAS PARA CONFECCIO;N DE RAMOS Y ADORNOS~;;;;;6031990;6;30;12;360;99;0000000030;KILO NETO;0;;;0;;;35                                                                                                                                                                                                                                                                                  ;06062011;1;22;187;ROTULADO                                           ;06062011;1;045-53821784;07052011;LAN CHILE;285489                    
6062011;4250360;34;200;3;4095;100;10304;0;3188;0;0;905;VALPARAISO;10;F;1;213;VERACRUZ;216;MEXICO;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;216;;10022012;13;1;5;1;107852,21;0;0;107852,21;0;0;0;1;1;20436;107852,21;0; ;0; ;0;0;0;NO; ;;0;;0;;1;06011012        ~ BULBOS DE FLORES~ SOUTHERN BULBS-F~ DE TULIPAN~ EN R;EPOSO VEGETATIVO;;;;;;6011012;6;18864;5,717356;107852,21;99;0000018864;KG;61;;1SCLNC0775;68;700;TLCCH-M;20436                                                                                                                                                                                                                                                                                           ;06062011;1;76;1;                                                     ;06062011;1;SUDUB16019910170;16052011;CAP RICARDA;67613               
6062011;4262892;34;200;3;4095;100;10304;0;3188;0;0;905;VALPARAISO;10;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;17022012;142;1;5;1;63319,63;0;0;63319,63;0;0;0;3;1;16298;63319,63;0; ;0; ;0;0;0;NO; ;;0;;0;;1;06011012        ~ BULBOS DE FLORES~ SOUTHERN BULBS-F~ DE TULIPAN~ EN R;EPOSO VEGETATIVO;;;;;;6011012;6;13770;4,406057;60671,4;99;0000013770;KG;61;;1SCLES2990;68;800;AAPCCH-UE;14918                                                                                                                                                                                                                                                                                           ;06062011;1;76;1;                                                     ;06062011;1;SUDUB16019922100;23052011;BAHIA BLANCA;67658              
6062011;4265020;48;200;3;3456;100;5503;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;621;AMSTERDAM;515;HOLANDA;DELTA AIR LINES;225;59072510;2;HARTRODT;84007300;9;0;515;;20032012;142;3;2;1;12526,29;0;950;11576,29;0;0;0;1;35;287;11576,29;950; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS VIVAS~SONE MERICROM-F~ ZANTEDESCHIA;;;;;;;6029000;6;255,51;45,306602;11576,29;99;0000051542;UNIDADES;68;800;ACUERDO COMERCIAL;64;B;VARIACION P/U;287                                                                                                                                                                                                                                                                                        ;06062011;1;22;35;ROTULADO                                            ;06062011;1;006-2314 4225;20052011;DL;287360                          
6062011;4265095;48;200;3;3456;100;5503;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;621;AMSTERDAM;515;HOLANDA;DELTA AIR LINES;225;59072510;2;HARTRODT;84007300;9;0;515;;20032012;142;1;2;1;7423,87;0;770;6653,87;0;0;0;1;25;208;6653,87;770; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS VIVAS~SONE MERICROM-F~ ZANTEDESCHIA;;;;;;;6029000;6;173,91;38,260422;6653,87;99;0000026529;UNIDADES;68;800;ACUERDO COMERCIAL;64;B;VARIACION P/U;208                                                                                                                                                                                                                                                                                            ;06062011;1;22;25;ROTULADO                                            ;06062011;1;006-2314 4236;20052011;DL;287360                          
6062011;4274855;48;200;3;3456;100;5503;0;3188;0;0;992;AEROP.A.M.BENITEZ;5;R;4;621;AMSTERDAM;515;HOLANDA;DELTA AIR LINES;225;59072510;2;HARTRODT;84007300;9;0;515;;27032012;142;3;2;1;8646,06;0;770;7876,06;0;0;0;1;28;213;7876,06;770; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS VIVAS~SONE MERICROM-F~ ZANTEDESCHIA;;;;;;;6029000;6;192,11;40,997658;7876,06;99;0000035576;UNIDADES;64;B;VARIACION P/U;68;800;ACUERDO COMERCIAL;213                                                                                                                                                                                                                                                                                            ;06062011;1;22;28;ROTULADO                                            ;06062011;1;006-2314 4262;27052011;DL;287872                          
