2052011;4224684;48;200;3;4492;100;6116;0;3188;0;0;992;AEROP.A.M.BENITEZ;6;R;4;441;TOKYO;331;JAPON;QUANTAS;406;59086190;1;PANALPINA;89170800;9;0;331;;27012012;72;3;2;1;9889,42;0;2970,7;6918,72;0;0;0;3;111;710;6918,72;2970,7; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FOLLAJES~ NOVAZEL-F~ VAR.ASSORTED~ FRESCOS;;;;;;;6049100;6;220;23,743091;5223,48;99;0000023040;UNIDADES;68;820;AAEECH-JAP;64;b;VARIACION P/U;312                                                                                                                                                                                                                                                                                                              ;02052011;1;22;111;ROT                                                ;02052011;1;08137909793;23042011;QUANTAS;284001                       
2052011;4224684;48;200;3;4492;100;6116;0;3188;0;0;992;AEROP.A.M.BENITEZ;6;R;4;441;TOKYO;331;JAPON;QUANTAS;406;59086190;1;PANALPINA;89170800;9;0;331;;27012012;72;3;2;1;9889,42;0;2970,7;6918,72;0;0;0;3;111;710;6918,72;2970,7; ;0; ;0;0;0;NO; ;;0;;0;;2;SIN-CODIGO      ~ FLORES DE LEUCADENDRON~ NOVAZEL-F~ VAR.LEUCA SAFARI~;LEUCADENDRON SP.~ FRESCAS;;;;;;6031990;6;70;14,865857;1040,61;64;b;VARIACION P/U;0;;;0;;;100                                                                                                                                                                                                                                                                                                             ;02052011;1;22;111;ROT                                                ;02052011;1;08137909793;23042011;QUANTAS;284001                       
2052011;4224684;48;200;3;4492;100;6116;0;3188;0;0;992;AEROP.A.M.BENITEZ;6;R;4;441;TOKYO;331;JAPON;QUANTAS;406;59086190;1;PANALPINA;89170800;9;0;331;;27012012;72;3;2;1;9889,42;0;2970,7;6918,72;0;0;0;3;111;710;6918,72;2970,7; ;0; ;0;0;0;NO; ;;0;;0;;3;SIN-CODIGO      ~ FLORES DE HORTENSIAS~ NOVAZEL-F~ VAR.DE CORTE HYDRAN;GEA SP~ FRESCAS;;;;;;6031990;6;210;3,117286;654,63;64;b;VARIACION P/U;0;;;0;;;298                                                                                                                                                                                                                                                                                                                        ;02052011;1;22;111;ROT                                                ;02052011;1;08137909793;23042011;QUANTAS;284001                       
4052011;4189083;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;1062011;142;1;2;1;4645,34;0;1195;3450,34;0;0;0;1;52;336;3450,34;1195; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 47~ FREESIAS;P;;;;;;6031990;6;258;13,373411;3450,34;99;22880;STEMS;68;;SIN ACUERDO;0;;;336                                                                                                                                                                                                                                                                                                 ;04052011;1;22;52;ROTULADO                                            ;04052011;1;057-70284723;02042011;AIR FRANCE;281834                   
4052011;4190431;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;5052011;13;1;2;1;3600;0;715,6;2884,4;0;0;0;1;20;188;2884,4;715,6; ;0; ;0;0;0;NO; ;;0;;0;;1;MIXBOUQUETS     ~ MIX  DE FLORES~ SERENA FLOWERS-F~ GRADO 42~ FRESCAS~;;;;;;;6031990;6;158;18,255696;2884,4;99;0000000720;BOUQUETS;68;;SIN ACUERDO;0;;;188                                                                                                                                                                                                                                                                                                     ;04052011;1;22;20;ROTULADO                                            ;04052011;1;045-53721371;05042011;LAN CHILE;282000                    
4052011;4192382;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;5052011;13;1;2;1;2000;0;572,6;1427,4;0;0;0;1;20;123;1427,4;572,6; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031990;6;93;15,348387;1427,4;99;0000010000;VARAS;68;;SIN ACUERDO;0;;;123                                                                                                                                                                                                                                                                                                        ;04052011;1;22;20;ROTULADO                                            ;04052011;1;1180;05042011;LAN CHILE;282377                            
4052011;4212505;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;AIR FRANCE;505;91750000;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;515;;15062011;142;1;2;1;4531,41;0;1329,5;3201,91;0;0;0;1;56;355;3201,91;1329,5; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031990;6;271;11,815166;3201,91;99;0000024640;VARAS;68;;SIN ACUERDO;0;;;355                                                                                                                                                                                                                                                                                        ;04052011;1;22;56;ROTULADO                                            ;04052011;1;057-70284734;16042011;AIR FRANCE;281846                   
4052011;4222378;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;22052011;13;1;2;1;5300;0;1072;4228;0;0;0;1;53;350;4228;1072; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031990;6;270,5;15,630314;4228;99;0000026500;STEMS;68;;SIN ACUERDO;0;;;350                                                                                                                                                                                                                                                                                                             ;04052011;1;22;53;ROTULADO                                            ;04052011;1;045-53721496;22042011;LAN CHILE;284187                    
4052011;4229023;48;200;3;15429;100;5501;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;FENIX INTERNATIONAL CARGO LTDA;76026422;9;0;225;;27052011;13;1;2;1;2000;0;603,2;1396,8;0;0;0;1;20;137;1396,8;603,2; ;0; ;0;0;0;NO; ;;0;;0;;1;FRESIA          ~ FRESIA FRESCAS~ SERENA FLOWERS-F~ GRADO 48~ FREESIAS;P;;;;;;6031990;6;107;13,054206;1396,8;99;0000010000;VARAS;68;;SIN ACUERDO;0;;;137                                                                                                                                                                                                                                                                                                       ;04052011;1;22;20;ROTULADO                                            ;04052011;1;045-53721533;27042011;LAN CHILE;284629                    
4052011;4235224;48;200;3;4492;100;6116;0;3188;0;0;992;AEROP.A.M.BENITEZ;6;R;4;441;TOKYO;331;JAPON;DELTA AIR;225;59072510;2;PANALPINA;89170800;9;0;331;;25012012;72;3;2;1;3762,3;0;1379,95;2382,35;0;0;0;3;36;350;2382,35;1379,95; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ FLORES DE HORTENSIAS~ NOVAZEL-F~ VAR.DE CORTE HYDRAN;GEA SP~ FRESCAS;;;;;;6031990;6;70;4,353143;304,72;99;0000000396;UNIDADES;68;820;AAEECH-JAP;64;b;VARIACION P/U;90                                                                                                                                                                                                                                                                                       ;04052011;1;22;36;ROT.                                                ;04052011;1;006-23142593;30042011;DELTA AIR;284249                    
