1082011;4313734;48;200;3;736;100;13114;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;576;MOUNT PLEASANT;510;REINO UNIDO;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;510;;24082011;13;1;10;1;1668;0;0;1668;0;0;0;14;52;890;1668;0; ;0; ;0;0;0;NO; ;;0;;0;;4;FLO100          ~ FLORES FRESCAS~ DAVID GRIFFITHS-F~ CODIGO FLO100~ SU;RTIDAS CORTADAS PARA CONFECCIO;N DE RAMOS Y ADORNOS~;;;;;6031990;6;30;12;360;99;0000000030;KILO NETO;0;;;0;;;30                                                                                                                                                                                                                                                                                          ;01082011;1;22;52;ROTULADO                                            ;01082011;1;045-53860435;25062011;LA;289574                           
1082011;4342351;55;200;3;3279;100;10304;0;3188;0;0;908;SAN VICENTE;12;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;15042012;142;1;5;1;60188,75;0;0;60188,75;0;0;0;1;1;20475;60188,75;0; ;0; ;0;0;0;NO; ;;0;;0;;1;06011011        ~ BULBOS DE FLORES~ BULBOS LOS ANDES-F~ DE LILIUM~ ENR;EPOSO VEGETATIVO~;;;;;;6011011;6;18900;3,18459;60188,75;99;0000018900;KILO;61;;1SCLES4641;68;800;AAPCCH-UE;20475                                                                                                                                                                                                                                                                                       ;01082011;1;76;1;                                                     ;01082011;1;SUDUB17010029022;20072011;CCNI ANTILLANCA;70011           
1082011;4342468;55;200;3;3279;100;10304;0;3188;0;0;908;SAN VICENTE;12;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;15042012;142;1;5;1;66181,28;0;0;66181,28;0;0;0;1;1;20475;66181,28;0; ;0; ;0;0;0;NO; ;;0;;0;;1;06011011        ~ BULBOS DE FLORES~ BULBOS LOS ANDES-F~ DE LILIUM~ ENR;EPOSO VEGETATIVO;;;;;;6011011;6;18900;3,501655;66181,28;99;0000018900;KILO;61;;1SCLES4644;68;800;AAPCCH-UE;20475                                                                                                                                                                                                                                                                                       ;01082011;1;76;1;                                                     ;01082011;1;SUDUB17010029023;20072011;CCNI ANTILLANCA;69992           
1082011;4342504;55;200;3;3279;100;10304;0;3188;0;0;908;SAN VICENTE;12;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;15042012;142;1;5;1;78532,37;0;0;78532,37;0;0;0;1;1;20475;78532,37;0; ;0; ;0;0;0;NO; ;;0;;0;;1;06011011        ~ BULBOS DE FLORES~ BULBOS LOS ANDES-F~ DE LILIUM~ ENR;EPOSO VEGETATIVO;;;;;;6011011;6;18900;4,155152;78532,37;99;0000018900;KILO;61;;1SCLES4648;68;800;AAPCCH-UE;20475                                                                                                                                                                                                                                                                                       ;01082011;1;76;1;                                                     ;01082011;1;SUDUB17010029027;20072011;CCNI ANTILLANCA;69992           
1082011;4342510;55;200;3;3279;100;10304;0;3188;0;0;908;SAN VICENTE;12;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;15042012;142;1;5;1;78862,49;0;0;78862,49;0;0;0;1;1;20475;78862,49;0; ;0; ;0;0;0;NO; ;;0;;0;;1;06011011        ~ BULBOS DE FLORES~ BULBOS LOS ANDES-F~ DE LILIUM~ ENR;EPOSO VEGETATIVO;;;;;;6011011;6;18900;4,172619;78862,49;99;0000018900;KILO;61;;1SCLES4650;68;800;AAPCCH-UE;20475                                                                                                                                                                                                                                                                                       ;01082011;1;76;1;                                                     ;01082011;1;SUDUB17010029030;20072011;CCNI ANTILLANCA;69992           
1082011;4342518;55;200;3;3279;100;10304;0;3188;0;0;908;SAN VICENTE;12;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;15042012;142;1;5;1;49138,32;0;0;49138,32;0;0;0;1;1;16536;49138,32;0; ;0; ;0;1;2;SI; ;;0;;0;;1;06011011        ~ BULBOS DE FLORES~ BULBOS LOS ANDES-F~ DE LILIUM~ ENR;EPOSO VEGETATIVO;;;;;;6011011;6;15264;3,21923;49138,32;99;0000015264;KILO;61;;1SCLES4649;68;800;AAPCCH-UE;16536                                                                                                                                                                                                                                                                                        ;01082011;1;76;1;                                                     ;01082011;1;SUDUB17010029028;20072011;CCNI ANTILLANCA;69992           
1082011;4342538;55;200;3;4095;100;10304;0;3188;0;0;908;SAN VICENTE;12;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;15042012;142;1;5;1;14347,39;0;0;14347,39;0;0;0;1;1;3939;14347,39;0; ;0; ;0;2;2;SI; ;;0;;0;;1;PARASOL         ~ BULBO DE LILIUM~ SOUTHERN BULBS-F~ VIVOS.ES REPOSO V;EGETATIVO.~ PARA REPRODUCCION;VEGETAL;;;;;6011011;6;3636;3,945927;14347,39;99;0000003636;UNIDAD;61;;1SCLES4649;68;800;AAPCCH-UE;3939                                                                                                                                                                                                                                                                    ;01082011;1;76;1;                                                     ;01082011;1;SUDUB17010029029;20072011;CCNI ANTILLANCA;69992           
1082011;4342757;55;200;3;3279;100;10304;0;3188;0;0;909;LIRQUEN;10;F;1;444;YOKOHAMA;331;JAPON;MITSUI O.S.K. LINES;331;80992000;3;MITSUI O.S.K. LINES;80992000;3;0;331;;13042012;142;1;5;1;35801,91;0;0;35801,91;0;0;0;1;1;15035;35801,91;6040; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~BULBOS DE LOS ANDES-F~ DE LILIUM~ E;N REPOSO VEGETATIVO;;;;;;6011011;6;13878;2,57976;35801,91;99;0000259650;UNIDADES;61;;27800666963-A;68;820;AAEECH-JAP;15035                                                                                                                                                                                                                                                                 ;01082011;1;76;1;                                                     ;01082011;1;MOLU27800666963;18072011;VINCENT THOMAS BRIDG;69766       
1082011;4343427;55;200;3;4095;100;10304;0;3188;0;0;908;SAN VICENTE;12;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;15042012;142;1;5;1;39964,22;0;0;39964,22;0;0;0;1;1;20475;39964,22;0; ;0; ;0;0;0;NO; ;;0;;0;;1;06011011        ~ BULBOS DE FLORES~ BULBOS LOS ANDES-F~ DE LILIUM~ ENR;EPOSO VEGETATIVO;;;;;;6011011;6;18900;2,114509;39964,22;99;0000018900;KILO;61;;1SCLES4645;68;800;AAPCCH-UE;20475                                                                                                                                                                                                                                                                                       ;01082011;1;76;1;                                                     ;01082011;1;SUDUB17010029024;20072011;CCNI ANTILLANCA;69992           
1082011;4346592;39;200;3;3279;100;10304;0;3188;0;0;906;SAN ANTONIO;12;F;1;174;LOS ANGELES;225;U.S.A.;MITSUI O.S.K. LINES (MOL);999;80992000;3;MITSUI O.S.K. LINES (MOL);80992000;3;0;225;;17042012;142;1;5;1;104314,25;0;0;104314,25;0;0;0;1;1;17979;104314,25;0; ;0; ;0;0;0;NO; ;;0;;0;;1;06011011        ~ BULBOS DE FLORES~ BULBOS LOS ANDES-F~ DE LILIUM~ EN;REPOSO VEGETATIVO;;;;;;6011011;6;16596;6,285506;104314,25;99;0000016596;KILO;61;;27800678542;68;650;TLCCH-USA;17979                                                                                                                                                                                                                                                     ;01082011;1;76;1;                                                     ;01082011;1;MOLU27800678542;22072011;APL COLIMA;68472                 
1082011;4349527;55;200;3;8023;100;8101;0;3188;0;0;909;LIRQUEN;10;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;515;;22042012;13;1;5;1;44914,08;0;0;44914,08;0;0;0;1;1;22575;44914,08;3725; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~CHILE BOLLEN-F~ DE LILIUM~  EN REPO;SO VEGETATIVO;;;;;;6011011;6;21000;2,138766;44914,08;99;0000001050;CAJAS;61;;862576980;68;800;AAPCCH-UE;22575                                                                                                                                                                                                                                                                                             ;01082011;1;76;1;                                                     ;01082011;1;862576980;23072011;OLUF MAERSK;69980                      
1082011;4349529;55;200;3;8023;100;8101;0;3188;0;0;909;LIRQUEN;10;F;1;622;ROTTERDAM;515;HOLANDA;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;515;;22042012;13;1;5;1;21786,48;0;0;21786,48;0;0;0;1;1;10471;21786,48;1867,17; ;0; ;0;1;2;SI; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~CHILE BOLLEN-F~ DE LILIUM~ EN REPOS;O VEGETATIVO;;;;;;6011011;6;9740;2,236805;21786,48;99;0000000487;CAJAS;61;;862577000;68;800;AAPCCH-UE;10471                                                                                                                                                                                                                                                                                            ;01082011;1;76;1;                                                     ;01082011;1;554612140;23072011;OLUF MAERSK;69980                      
1082011;4349959;55;200;3;10721;100;5503;0;3188;0;0;908;SAN VICENTE;10;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;22042012;142;1;5;1;48691,26;0;0;48691,26;0;0;0;5;1;22050;48691,26;4275,18; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-COGIGO      ~ BULBOS DE FLORES~JUAN SONE-F~ DE LILIUM~ EN REPOSO V;EGETATIVO~ PATHOS;;;;;;6011011;6;9100;2,37103;21576,37;61;;1SCLES4770;68;800;AAPCCH-UE;99;0000091000;UNIDAD;9100                                                                                                                                                                                                                                                                                 ;01082011;1;76;1;                                                     ;01082011;1;SUDUB17010031021;27072011;WESTERMOOR;69784                
1082011;4349959;55;200;3;10721;100;5503;0;3188;0;0;908;SAN VICENTE;10;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;22042012;142;1;5;1;48691,26;0;0;48691,26;0;0;0;5;1;22050;48691,26;4275,18; ;0; ;0;0;0;NO; ;;0;;0;;3;SIN-CODIGO      ~ BULBOS DE FLORES~JUAN SONE-F~ DE LILIUM~ EN REPOSO V;EGETATIVO~ TESORO;;;;;;6011011;6;6280;1,29329;8121,86;99;0000028260;UNIDAD;0;;;0;;;6280                                                                                                                                                                                                                                                                                                          ;01082011;1;76;1;                                                     ;01082011;1;SUDUB17010031021;27072011;WESTERMOOR;69784                
1082011;4349959;55;200;3;10721;100;5503;0;3188;0;0;908;SAN VICENTE;10;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;22042012;142;1;5;1;48691,26;0;0;48691,26;0;0;0;5;1;22050;48691,26;4275,18; ;0; ;0;0;0;NO; ;;0;;0;;4;SIN-CODIGO      ~ BULBOS DE FLORES~JUAN SONE-F~ DE LILIUM~ EN REPOSO V;EGETATIVO~ PATHOS;;;;;;6011011;6;2340;2,748239;6430,88;99;0000035100;UNIDAD;0;;;0;;;2340                                                                                                                                                                                                                                                                                                         ;01082011;1;76;1;                                                     ;01082011;1;SUDUB17010031021;27072011;WESTERMOOR;69784                
1082011;4349959;55;200;3;10721;100;5503;0;3188;0;0;908;SAN VICENTE;10;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;22042012;142;1;5;1;48691,26;0;0;48691,26;0;0;0;5;1;22050;48691,26;4275,18; ;0; ;0;0;0;NO; ;;0;;0;;5;SIN-CODIGO      ~ BULBOS DE FLORES~JUAN SONE-F~ DE LILIUM~ EN REPOSO V;EGETATIVO~ PATHOS;;;;;;6011011;6;3280;2,155482;7069,98;99;0000024600;UNIDAD;0;;;0;;;3280                                                                                                                                                                                                                                                                                                         ;01082011;1;76;1;                                                     ;01082011;1;SUDUB17010031021;27072011;WESTERMOOR;69784                
2082011;4343586;55;200;3;4095;100;10304;0;3188;0;0;908;SAN VICENTE;10;F;1;622;ROTTERDAM;515;HOLANDA;HAMBURG SUD;563;59059900;K;HAMBURG SUD;59059900;K;0;515;;15042012;142;1;18;1;50648,67;0;6937,39;43711,28;0;0;0;1;1;20319;43711,28;4063,41; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~SOUTHERN BULBS-F~ DE LILIUM~ EN REP;OSO VEGETATIVO;;;;;;6011011;6;18756;2,330522;43711,28;99;0000147825;UNIDAD;61;;1SCLES4647;68;800;AAPCCH-UE;20319                                                                                                                                                                                                                                                                          ;02082011;1;76;1;                                                     ;02082011;1;SUDUB17010029026;20072011;CCNI ANTILLANCA;69992           
2082011;4344247;55;200;3;4095;100;10304;0;3188;0;0;909;LIRQUEN;10;F;1;813;MELBOURNE;406;AUSTRALIA;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;406;;16042012;142;1;5;1;50497,2;0;0;50497,2;0;0;0;1;1;20475;50497,2;6485; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~SOUTHERN BULBS-F~ DE LILIUM~ EN REP;OSO VEGETATIVO;;;;;;6011011;6;18900;2,67181;50497,2;99;0000198800;UNIDAD;61;;862173009;68;825;TLCCH-AUS;20475                                                                                                                                                                                                                                                                                            ;02082011;1;76;1;                                                     ;02082011;1;862173009;21072011;CONSTANTIN S;69978                     
2082011;4344303;55;200;3;3279;100;10304;0;3188;0;0;909;LIRQUEN;10;F;1;813;MELBOURNE;406;AUSTRALIA;MAERSK LINE;507;96653890;2;MAERSK LINE;96653890;2;0;406;;16042012;142;1;5;1;64642,91;0;0;64642,91;0;0;0;1;1;20475;64642,91;6255; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ BULBOS DE FLORES~BULBOS DE LOS ANDES-F~ DE LILIUM~ E;N REPOSO VEGETATIVO;;;;;;6011011;6;18900;3,42026;64642,91;99;0000193350;UNIDAD;61;;862172970;68;825;TLCCH-AUS;20475                                                                                                                                                                                                                                                                                   ;02082011;1;76;1;                                                     ;02082011;1;862172970;21072011;CONSTANTIN S;69978                     
